variant,region,year,lifeexpectancyatbirth
estimates,920,1950,44.906
estimates,920,1951,45.316
estimates,920,1952,46.119
estimates,920,1953,46.889
estimates,920,1954,47.628
estimates,920,1955,48.335
estimates,920,1956,49.012
estimates,920,1957,49.661
estimates,920,1958,50.284
estimates,920,1959,50.888
estimates,920,1960,51.478
estimates,920,1961,52.061
estimates,920,1962,52.639
estimates,920,1963,53.214
estimates,920,1964,53.779
estimates,920,1965,54.319
estimates,920,1966,54.815
estimates,920,1967,55.253
estimates,920,1968,55.628
estimates,920,1969,55.942
estimates,920,1970,56.197
estimates,920,1971,56.399
estimates,920,1972,56.571
estimates,920,1973,56.739
estimates,920,1974,56.929
estimates,920,1975,57.18
estimates,920,1976,57.529
estimates,920,1977,57.987
estimates,920,1978,58.554
estimates,920,1979,59.216
estimates,920,1980,59.946
estimates,920,1981,60.705
estimates,920,1982,61.445
estimates,920,1983,62.129
estimates,920,1984,62.736
estimates,920,1985,63.256
estimates,920,1986,63.693
estimates,920,1987,64.072
estimates,920,1988,64.415
estimates,920,1989,64.731
estimates,920,1990,65.029
estimates,920,1991,65.315
estimates,920,1992,65.591
estimates,920,1993,65.858
estimates,920,1994,66.122
estimates,920,1995,66.382
estimates,920,1996,66.637
estimates,920,1997,66.883
estimates,920,1998,67.12
estimates,920,1999,67.349
estimates,920,2000,67.574
estimates,920,2001,67.799
estimates,920,2002,68.026
estimates,920,2003,68.259
estimates,920,2004,68.497
estimates,920,2005,68.741
estimates,920,2006,68.989
estimates,920,2007,69.236
estimates,920,2008,69.481
estimates,920,2009,69.72
estimates,920,2010,69.952
estimates,920,2011,70.176
estimates,920,2012,70.391
estimates,920,2013,70.598
estimates,920,2014,70.797
estimates,920,2015,70.99
medium_variant,920,2015,70.99
medium_variant,920,2016,71.176
medium_variant,920,2017,71.357
medium_variant,920,2018,71.535
medium_variant,920,2019,71.709
medium_variant,920,2020,71.882
medium_variant,920,2021,72.053
medium_variant,920,2022,72.221
medium_variant,920,2023,72.387
medium_variant,920,2024,72.55
medium_variant,920,2025,72.711
medium_variant,920,2026,72.869
medium_variant,920,2027,73.025
medium_variant,920,2028,73.179
medium_variant,920,2029,73.332
medium_variant,920,2030,73.482
medium_variant,920,2031,73.632
medium_variant,920,2032,73.78
medium_variant,920,2033,73.927
medium_variant,920,2034,74.074
medium_variant,920,2035,74.22
medium_variant,920,2036,74.365
medium_variant,920,2037,74.509
medium_variant,920,2038,74.653
medium_variant,920,2039,74.795
medium_variant,920,2040,74.935
medium_variant,920,2041,75.075
medium_variant,920,2042,75.212
medium_variant,920,2043,75.348
medium_variant,920,2044,75.482
medium_variant,920,2045,75.614
medium_variant,920,2046,75.745
medium_variant,920,2047,75.875
medium_variant,920,2048,76.004
medium_variant,920,2049,76.131
medium_variant,920,2050,76.258
medium_variant,920,2051,76.383
medium_variant,920,2052,76.507
medium_variant,920,2053,76.629
medium_variant,920,2054,76.75
medium_variant,920,2055,76.87
medium_variant,920,2056,76.99
medium_variant,920,2057,77.108
medium_variant,920,2058,77.226
medium_variant,920,2059,77.345
medium_variant,920,2060,77.463
medium_variant,920,2061,77.581
medium_variant,920,2062,77.699
medium_variant,920,2063,77.817
medium_variant,920,2064,77.935
medium_variant,920,2065,78.053
medium_variant,920,2066,78.171
medium_variant,920,2067,78.289
medium_variant,920,2068,78.407
medium_variant,920,2069,78.525
medium_variant,920,2070,78.643
medium_variant,920,2071,78.76
medium_variant,920,2072,78.877
medium_variant,920,2073,78.994
medium_variant,920,2074,79.11
medium_variant,920,2075,79.225
medium_variant,920,2076,79.341
medium_variant,920,2077,79.457
medium_variant,920,2078,79.573
medium_variant,920,2079,79.689
medium_variant,920,2080,79.807
medium_variant,920,2081,79.926
medium_variant,920,2082,80.046
medium_variant,920,2083,80.168
medium_variant,920,2084,80.291
medium_variant,920,2085,80.414
medium_variant,920,2086,80.539
medium_variant,920,2087,80.664
medium_variant,920,2088,80.79
medium_variant,920,2089,80.916
medium_variant,920,2090,81.042
medium_variant,920,2091,81.169
medium_variant,920,2092,81.296
medium_variant,920,2093,81.424
medium_variant,920,2094,81.552
medium_variant,920,2095,81.681
medium_variant,920,2096,81.811
medium_variant,920,2097,81.942
medium_variant,920,2098,82.074
medium_variant,920,2099,82.207
