variant,region,year,lifeexpectancyatbirth
estimates,947,1950,35.485
estimates,947,1951,35.694
estimates,947,1952,36.117
estimates,947,1953,36.544
estimates,947,1954,36.977
estimates,947,1955,37.415
estimates,947,1956,37.857
estimates,947,1957,38.303
estimates,947,1958,38.751
estimates,947,1959,39.199
estimates,947,1960,39.642
estimates,947,1961,40.08
estimates,947,1962,40.507
estimates,947,1963,40.924
estimates,947,1964,41.331
estimates,947,1965,41.73
estimates,947,1966,42.127
estimates,947,1967,42.526
estimates,947,1968,42.93
estimates,947,1969,43.34
estimates,947,1970,43.756
estimates,947,1971,44.178
estimates,947,1972,44.601
estimates,947,1973,45.021
estimates,947,1974,45.433
estimates,947,1975,45.833
estimates,947,1976,46.217
estimates,947,1977,46.583
estimates,947,1978,46.929
estimates,947,1979,47.253
estimates,947,1980,47.555
estimates,947,1981,47.839
estimates,947,1982,48.106
estimates,947,1983,48.356
estimates,947,1984,48.584
estimates,947,1985,48.778
estimates,947,1986,48.925
estimates,947,1987,49.018
estimates,947,1988,49.059
estimates,947,1989,49.055
estimates,947,1990,49.021
estimates,947,1991,48.974
estimates,947,1992,48.934
estimates,947,1993,48.92
estimates,947,1994,48.943
estimates,947,1995,49.007
estimates,947,1996,49.106
estimates,947,1997,49.232
estimates,947,1998,49.384
estimates,947,1999,49.573
estimates,947,2000,49.816
estimates,947,2001,50.138
estimates,947,2002,50.549
estimates,947,2003,51.056
estimates,947,2004,51.651
estimates,947,2005,52.326
estimates,947,2006,53.066
estimates,947,2007,53.845
estimates,947,2008,54.634
estimates,947,2009,55.413
estimates,947,2010,56.162
estimates,947,2011,56.869
estimates,947,2012,57.533
estimates,947,2013,58.154
estimates,947,2014,58.727
estimates,947,2015,59.252
medium_variant,947,2015,59.252
medium_variant,947,2016,59.729
medium_variant,947,2017,60.168
medium_variant,947,2018,60.579
medium_variant,947,2019,60.967
medium_variant,947,2020,61.341
medium_variant,947,2021,61.704
medium_variant,947,2022,62.059
medium_variant,947,2023,62.409
medium_variant,947,2024,62.758
medium_variant,947,2025,63.106
medium_variant,947,2026,63.455
medium_variant,947,2027,63.801
medium_variant,947,2028,64.143
medium_variant,947,2029,64.479
medium_variant,947,2030,64.809
medium_variant,947,2031,65.133
medium_variant,947,2032,65.451
medium_variant,947,2033,65.762
medium_variant,947,2034,66.066
medium_variant,947,2035,66.364
medium_variant,947,2036,66.655
medium_variant,947,2037,66.94
medium_variant,947,2038,67.218
medium_variant,947,2039,67.491
medium_variant,947,2040,67.759
medium_variant,947,2041,68.021
medium_variant,947,2042,68.279
medium_variant,947,2043,68.532
medium_variant,947,2044,68.781
medium_variant,947,2045,69.026
medium_variant,947,2046,69.267
medium_variant,947,2047,69.506
medium_variant,947,2048,69.741
medium_variant,947,2049,69.973
medium_variant,947,2050,70.201
medium_variant,947,2051,70.426
medium_variant,947,2052,70.647
medium_variant,947,2053,70.863
medium_variant,947,2054,71.076
medium_variant,947,2055,71.284
medium_variant,947,2056,71.487
medium_variant,947,2057,71.686
medium_variant,947,2058,71.882
medium_variant,947,2059,72.073
medium_variant,947,2060,72.26
medium_variant,947,2061,72.445
medium_variant,947,2062,72.626
medium_variant,947,2063,72.804
medium_variant,947,2064,72.979
medium_variant,947,2065,73.152
medium_variant,947,2066,73.321
medium_variant,947,2067,73.488
medium_variant,947,2068,73.652
medium_variant,947,2069,73.813
medium_variant,947,2070,73.971
medium_variant,947,2071,74.126
medium_variant,947,2072,74.279
medium_variant,947,2073,74.43
medium_variant,947,2074,74.579
medium_variant,947,2075,74.726
medium_variant,947,2076,74.872
medium_variant,947,2077,75.016
medium_variant,947,2078,75.159
medium_variant,947,2079,75.3
medium_variant,947,2080,75.441
medium_variant,947,2081,75.58
medium_variant,947,2082,75.717
medium_variant,947,2083,75.854
medium_variant,947,2084,75.989
medium_variant,947,2085,76.123
medium_variant,947,2086,76.256
medium_variant,947,2087,76.388
medium_variant,947,2088,76.52
medium_variant,947,2089,76.652
medium_variant,947,2090,76.783
medium_variant,947,2091,76.913
medium_variant,947,2092,77.043
medium_variant,947,2093,77.173
medium_variant,947,2094,77.302
medium_variant,947,2095,77.431
medium_variant,947,2096,77.559
medium_variant,947,2097,77.686
medium_variant,947,2098,77.813
medium_variant,947,2099,77.94
