variant,region,year,lifeexpectancyatbirth
estimates,915,1950,50.739
estimates,915,1951,51.067
estimates,915,1952,51.723
estimates,915,1953,52.376
estimates,915,1954,53.026
estimates,915,1955,53.674
estimates,915,1956,54.318
estimates,915,1957,54.959
estimates,915,1958,55.595
estimates,915,1959,56.226
estimates,915,1960,56.85
estimates,915,1961,57.464
estimates,915,1962,58.065
estimates,915,1963,58.651
estimates,915,1964,59.218
estimates,915,1965,59.763
estimates,915,1966,60.285
estimates,915,1967,60.782
estimates,915,1968,61.254
estimates,915,1969,61.701
estimates,915,1970,62.12
estimates,915,1971,62.512
estimates,915,1972,62.877
estimates,915,1973,63.216
estimates,915,1974,63.533
estimates,915,1975,63.827
estimates,915,1976,64.097
estimates,915,1977,64.345
estimates,915,1978,64.577
estimates,915,1979,64.796
estimates,915,1980,65.012
estimates,915,1981,65.231
estimates,915,1982,65.459
estimates,915,1983,65.697
estimates,915,1984,65.944
estimates,915,1985,66.196
estimates,915,1986,66.443
estimates,915,1987,66.677
estimates,915,1988,66.893
estimates,915,1989,67.093
estimates,915,1990,67.281
estimates,915,1991,67.466
estimates,915,1992,67.657
estimates,915,1993,67.86
estimates,915,1994,68.077
estimates,915,1995,68.306
estimates,915,1996,68.539
estimates,915,1997,68.77
estimates,915,1998,68.995
estimates,915,1999,69.213
estimates,915,2000,69.428
estimates,915,2001,69.645
estimates,915,2002,69.872
estimates,915,2003,70.112
estimates,915,2004,70.364
estimates,915,2005,70.626
estimates,915,2006,70.892
estimates,915,2007,71.158
estimates,915,2008,71.416
estimates,915,2009,71.665
estimates,915,2010,71.902
estimates,915,2011,72.127
estimates,915,2012,72.343
estimates,915,2013,72.552
estimates,915,2014,72.756
estimates,915,2015,72.955
medium_variant,915,2015,72.955
medium_variant,915,2016,73.15
medium_variant,915,2017,73.343
medium_variant,915,2018,73.533
medium_variant,915,2019,73.721
medium_variant,915,2020,73.908
medium_variant,915,2021,74.095
medium_variant,915,2022,74.279
medium_variant,915,2023,74.462
medium_variant,915,2024,74.644
medium_variant,915,2025,74.823
medium_variant,915,2026,75.001
medium_variant,915,2027,75.177
medium_variant,915,2028,75.351
medium_variant,915,2029,75.523
medium_variant,915,2030,75.694
medium_variant,915,2031,75.862
medium_variant,915,2032,76.028
medium_variant,915,2033,76.192
medium_variant,915,2034,76.354
medium_variant,915,2035,76.514
medium_variant,915,2036,76.671
medium_variant,915,2037,76.827
medium_variant,915,2038,76.98
medium_variant,915,2039,77.131
medium_variant,915,2040,77.279
medium_variant,915,2041,77.424
medium_variant,915,2042,77.565
medium_variant,915,2043,77.703
medium_variant,915,2044,77.837
medium_variant,915,2045,77.967
medium_variant,915,2046,78.095
medium_variant,915,2047,78.22
medium_variant,915,2048,78.344
medium_variant,915,2049,78.465
medium_variant,915,2050,78.585
medium_variant,915,2051,78.702
medium_variant,915,2052,78.817
medium_variant,915,2053,78.93
medium_variant,915,2054,79.04
medium_variant,915,2055,79.149
medium_variant,915,2056,79.256
medium_variant,915,2057,79.362
medium_variant,915,2058,79.468
medium_variant,915,2059,79.574
medium_variant,915,2060,79.68
medium_variant,915,2061,79.787
medium_variant,915,2062,79.894
medium_variant,915,2063,80.001
medium_variant,915,2064,80.109
medium_variant,915,2065,80.218
medium_variant,915,2066,80.327
medium_variant,915,2067,80.437
medium_variant,915,2068,80.548
medium_variant,915,2069,80.66
medium_variant,915,2070,80.772
medium_variant,915,2071,80.885
medium_variant,915,2072,80.999
medium_variant,915,2073,81.114
medium_variant,915,2074,81.228
medium_variant,915,2075,81.343
medium_variant,915,2076,81.457
medium_variant,915,2077,81.57
medium_variant,915,2078,81.683
medium_variant,915,2079,81.794
medium_variant,915,2080,81.905
medium_variant,915,2081,82.014
medium_variant,915,2082,82.122
medium_variant,915,2083,82.229
medium_variant,915,2084,82.336
medium_variant,915,2085,82.444
medium_variant,915,2086,82.551
medium_variant,915,2087,82.659
medium_variant,915,2088,82.768
medium_variant,915,2089,82.877
medium_variant,915,2090,82.988
medium_variant,915,2091,83.099
medium_variant,915,2092,83.211
medium_variant,915,2093,83.323
medium_variant,915,2094,83.435
medium_variant,915,2095,83.548
medium_variant,915,2096,83.66
medium_variant,915,2097,83.773
medium_variant,915,2098,83.885
medium_variant,915,2099,83.998
