variant,region,year,lifeexpectancyatbirth
estimates,928,1950,39.2
estimates,928,1951,39.544
estimates,928,1952,40.214
estimates,928,1953,40.842
estimates,928,1954,41.431
estimates,928,1955,41.98
estimates,928,1956,42.493
estimates,928,1957,42.974
estimates,928,1958,43.433
estimates,928,1959,43.884
estimates,928,1960,44.345
estimates,928,1961,44.834
estimates,928,1962,45.368
estimates,928,1963,45.957
estimates,928,1964,46.6
estimates,928,1965,47.287
estimates,928,1966,47.997
estimates,928,1967,48.706
estimates,928,1968,49.394
estimates,928,1969,50.056
estimates,928,1970,50.693
estimates,928,1971,51.313
estimates,928,1972,51.931
estimates,928,1973,52.557
estimates,928,1974,53.194
estimates,928,1975,53.846
estimates,928,1976,54.516
estimates,928,1977,55.196
estimates,928,1978,55.871
estimates,928,1979,56.527
estimates,928,1980,57.136
estimates,928,1981,57.668
estimates,928,1982,58.11
estimates,928,1983,58.459
estimates,928,1984,58.722
estimates,928,1985,58.92
estimates,928,1986,59.083
estimates,928,1987,59.247
estimates,928,1988,59.439
estimates,928,1989,59.671
estimates,928,1990,59.945
estimates,928,1991,60.254
estimates,928,1992,60.574
estimates,928,1993,60.89
estimates,928,1994,61.197
estimates,928,1995,61.492
estimates,928,1996,61.778
estimates,928,1997,62.061
estimates,928,1998,62.345
estimates,928,1999,62.633
estimates,928,2000,62.927
estimates,928,2001,63.23
estimates,928,2002,63.541
estimates,928,2003,63.857
estimates,928,2004,64.173
estimates,928,2005,64.483
estimates,928,2006,64.777
estimates,928,2007,65.05
estimates,928,2008,65.297
estimates,928,2009,65.519
estimates,928,2010,65.716
estimates,928,2011,65.895
estimates,928,2012,66.061
estimates,928,2013,66.223
estimates,928,2014,66.383
estimates,928,2015,66.545
medium_variant,928,2015,66.545
medium_variant,928,2016,66.708
medium_variant,928,2017,66.87
medium_variant,928,2018,67.03
medium_variant,928,2019,67.187
medium_variant,928,2020,67.343
medium_variant,928,2021,67.496
medium_variant,928,2022,67.647
medium_variant,928,2023,67.796
medium_variant,928,2024,67.943
medium_variant,928,2025,68.088
medium_variant,928,2026,68.23
medium_variant,928,2027,68.372
medium_variant,928,2028,68.511
medium_variant,928,2029,68.649
medium_variant,928,2030,68.785
medium_variant,928,2031,68.92
medium_variant,928,2032,69.052
medium_variant,928,2033,69.182
medium_variant,928,2034,69.31
medium_variant,928,2035,69.436
medium_variant,928,2036,69.561
medium_variant,928,2037,69.685
medium_variant,928,2038,69.809
medium_variant,928,2039,69.933
medium_variant,928,2040,70.056
medium_variant,928,2041,70.178
medium_variant,928,2042,70.299
medium_variant,928,2043,70.419
medium_variant,928,2044,70.537
medium_variant,928,2045,70.653
medium_variant,928,2046,70.768
medium_variant,928,2047,70.881
medium_variant,928,2048,70.994
medium_variant,928,2049,71.106
medium_variant,928,2050,71.217
medium_variant,928,2051,71.327
medium_variant,928,2052,71.436
medium_variant,928,2053,71.544
medium_variant,928,2054,71.651
medium_variant,928,2055,71.758
medium_variant,928,2056,71.865
medium_variant,928,2057,71.972
medium_variant,928,2058,72.081
medium_variant,928,2059,72.19
medium_variant,928,2060,72.3
medium_variant,928,2061,72.411
medium_variant,928,2062,72.521
medium_variant,928,2063,72.631
medium_variant,928,2064,72.741
medium_variant,928,2065,72.85
medium_variant,928,2066,72.958
medium_variant,928,2067,73.067
medium_variant,928,2068,73.175
medium_variant,928,2069,73.283
medium_variant,928,2070,73.392
medium_variant,928,2071,73.501
medium_variant,928,2072,73.61
medium_variant,928,2073,73.72
medium_variant,928,2074,73.83
medium_variant,928,2075,73.941
medium_variant,928,2076,74.053
medium_variant,928,2077,74.165
medium_variant,928,2078,74.279
medium_variant,928,2079,74.392
medium_variant,928,2080,74.507
medium_variant,928,2081,74.621
medium_variant,928,2082,74.736
medium_variant,928,2083,74.851
medium_variant,928,2084,74.966
medium_variant,928,2085,75.082
medium_variant,928,2086,75.198
medium_variant,928,2087,75.314
medium_variant,928,2088,75.431
medium_variant,928,2089,75.549
medium_variant,928,2090,75.667
medium_variant,928,2091,75.786
medium_variant,928,2092,75.906
medium_variant,928,2093,76.026
medium_variant,928,2094,76.146
medium_variant,928,2095,76.267
medium_variant,928,2096,76.389
medium_variant,928,2097,76.511
medium_variant,928,2098,76.633
medium_variant,928,2099,76.756
