continent,year,variant,freq,agebroad,totaldeaths
903,1950,estimates,5yearly,0_4,17749.499
903,1950,estimates,5yearly,5_9,1542.014
903,1950,estimates,5yearly,10_14,868.027
903,1950,estimates,5yearly,15_19,814.378
903,1950,estimates,5yearly,20_24,938.573
903,1950,estimates,5yearly,25_29,902.872
903,1950,estimates,5yearly,30_34,830.238
903,1950,estimates,5yearly,35_39,791.358
903,1950,estimates,5yearly,40_44,762.2
903,1950,estimates,5yearly,45_49,753.434
903,1950,estimates,5yearly,50_54,788.979
903,1950,estimates,5yearly,55_59,868.707
903,1950,estimates,5yearly,60_64,972.718
903,1950,estimates,5yearly,65_69,1058.948
903,1950,estimates,5yearly,70_74,1049.754
903,1950,estimates,5yearly,75_79,851.101
903,1950,estimates,5yearly,80_84,521.923
903,1950,estimates,5yearly,85_89,212.685
903,1950,estimates,5yearly,90_94,59.25
903,1950,estimates,5yearly,95plus,11.684
903,1950,estimates,5yearly,0_14,20159.54
903,1950,estimates,5yearly,0_19,20973.918
903,1950,estimates,5yearly,0_24,21912.491
903,1950,estimates,5yearly,5_14,2410.041
903,1950,estimates,5yearly,15plus,12188.802
903,1950,estimates,5yearly,15_24,1752.951
903,1950,estimates,5yearly,15_49,5793.053
903,1950,estimates,5yearly,15_59,7450.739
903,1950,estimates,5yearly,15_64,8423.457
903,1950,estimates,5yearly,20plus,11374.424
903,1950,estimates,5yearly,20_64,7609.079
903,1950,estimates,5yearly,20_69,8668.027
903,1950,estimates,5yearly,25plus,10435.851
903,1950,estimates,5yearly,25_69,7729.454
903,1950,estimates,5yearly,40plus,7911.383
903,1950,estimates,5yearly,50plus,6395.749
903,1950,estimates,5yearly,60plus,4738.063
903,1950,estimates,5yearly,65plus,3765.345
903,1950,estimates,5yearly,70plus,2706.397
903,1950,estimates,5yearly,80plus,805.542
903,1950,estimates,5yearly,90plus,70.934
903,1955,estimates,5yearly,0_4,17945.712
903,1955,estimates,5yearly,5_9,1576.121
