continent,year,variant,freq,agebroad,totaldeaths
935,1955,estimates,5yearly,75_79,6735.722
935,1955,estimates,5yearly,80_84,4027.937
935,1955,estimates,5yearly,85_89,1620.054
935,1955,estimates,5yearly,90_94,453.145
935,1955,estimates,5yearly,95plus,94.601
935,1955,estimates,5yearly,0_14,80112.477
935,1955,estimates,5yearly,0_19,83749.81
935,1955,estimates,5yearly,0_24,87917.747
935,1955,estimates,5yearly,5_14,9791.301
935,1955,estimates,5yearly,15plus,85262.598
935,1955,estimates,5yearly,15_24,7805.27
935,1955,estimates,5yearly,15_49,32060.732
935,1955,estimates,5yearly,15_59,46059.645
935,1955,estimates,5yearly,15_64,54652.817
935,1955,estimates,5yearly,20plus,81625.265
935,1955,estimates,5yearly,20_64,51015.484
935,1955,estimates,5yearly,20_69,60089.101
935,1955,estimates,5yearly,25plus,77457.328
935,1955,estimates,5yearly,25_69,55921.164
935,1955,estimates,5yearly,40plus,64129.207
935,1955,estimates,5yearly,50plus,53201.866
935,1955,estimates,5yearly,60plus,39202.953
935,1955,estimates,5yearly,65plus,30609.781
935,1955,estimates,5yearly,70plus,21536.164
935,1955,estimates,5yearly,80plus,6195.737
935,1955,estimates,5yearly,90plus,547.746
935,1960,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1960,estimates,5yearly,0_4,73423.548
935,1960,estimates,5yearly,5_9,6278.375
935,1960,estimates,5yearly,10_14,4469.553
935,1960,estimates,5yearly,15_19,3473.077
935,1960,estimates,5yearly,20_24,3696.555
935,1960,estimates,5yearly,25_29,3963.499
935,1960,estimates,5yearly,30_34,4209.833
935,1960,estimates,5yearly,35_39,4513.082
935,1960,estimates,5yearly,40_44,5033.854
935,1960,estimates,5yearly,45_49,5755.338
935,1960,estimates,5yearly,50_54,6614.495
935,1960,estimates,5yearly,55_59,7770.912
935,1960,estimates,5yearly,60_64,8799.542
935,1960,estimates,5yearly,65_69,9096.248
935,1960,estimates,5yearly,70_74,8471.263
935,1960,estimates,5yearly,75_79,6531.764
935,1960,estimates,5yearly,80_84,3786.607
935,1960,estimates,5yearly,85_89,1601.692
935,1960,estimates,5yearly,90_94,475.887
935,1960,estimates,5yearly,95plus,101.121
935,1960,estimates,5yearly,0_14,84171.476
935,1960,estimates,5yearly,0_19,87644.553
935,1960,estimates,5yearly,0_24,91341.108
935,1960,estimates,5yearly,5_14,10747.928
935,1960,estimates,5yearly,15plus,83894.769
935,1960,estimates,5yearly,15_24,7169.632
935,1960,estimates,5yearly,15_49,30645.238
935,1960,estimates,5yearly,15_59,45030.645
935,1960,estimates,5yearly,15_64,53830.187
935,1960,estimates,5yearly,20plus,80421.692
935,1960,estimates,5yearly,20_64,50357.11
935,1960,estimates,5yearly,20_69,59453.358
935,1960,estimates,5yearly,25plus,76725.137
935,1960,estimates,5yearly,25_69,55756.803
935,1960,estimates,5yearly,40plus,64038.723
935,1960,estimates,5yearly,50plus,53249.531
935,1960,estimates,5yearly,60plus,38864.124
935,1960,estimates,5yearly,65plus,30064.582
935,1960,estimates,5yearly,70plus,20968.334
935,1960,estimates,5yearly,80plus,5965.307
935,1960,estimates,5yearly,90plus,577.008
935,1965,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1965,estimates,5yearly,0_4,64668.884
935,1965,estimates,5yearly,5_9,4689.574
935,1965,estimates,5yearly,10_14,3139.02
935,1965,estimates,5yearly,15_19,2764.44
935,1965,estimates,5yearly,20_24,2853.857
935,1965,estimates,5yearly,25_29,2996.025
935,1965,estimates,5yearly,30_34,3298.205
935,1965,estimates,5yearly,35_39,3621.147
935,1965,estimates,5yearly,40_44,4004.65
935,1965,estimates,5yearly,45_49,4593.868
935,1965,estimates,5yearly,50_54,5396.683
935,1965,estimates,5yearly,55_59,6450.551
935,1965,estimates,5yearly,60_64,7561.966
935,1965,estimates,5yearly,65_69,7991.981
935,1965,estimates,5yearly,70_74,7473.976
935,1965,estimates,5yearly,75_79,6171.475
935,1965,estimates,5yearly,80_84,3954.958
935,1965,estimates,5yearly,85_89,1763.759
935,1965,estimates,5yearly,90_94,551.58
935,1965,estimates,5yearly,95plus,119.095
935,1965,estimates,5yearly,0_14,72497.478
935,1965,estimates,5yearly,0_19,75261.918
935,1965,estimates,5yearly,0_24,78115.775
935,1965,estimates,5yearly,5_14,7828.594
935,1965,estimates,5yearly,15plus,71568.216
935,1965,estimates,5yearly,15_24,5618.297
935,1965,estimates,5yearly,15_49,24132.192
935,1965,estimates,5yearly,15_59,35979.426
935,1965,estimates,5yearly,15_64,43541.392
935,1965,estimates,5yearly,20plus,68803.776
935,1965,estimates,5yearly,20_64,40776.952
935,1965,estimates,5yearly,20_69,48768.933
935,1965,estimates,5yearly,25plus,65949.919
935,1965,estimates,5yearly,25_69,45915.076
935,1965,estimates,5yearly,40plus,56034.542
935,1965,estimates,5yearly,50plus,47436.024
935,1965,estimates,5yearly,60plus,35588.79
935,1965,estimates,5yearly,65plus,28026.824
935,1965,estimates,5yearly,70plus,20034.843
935,1965,estimates,5yearly,80plus,6389.392
935,1965,estimates,5yearly,90plus,670.675
935,1970,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1970,estimates,5yearly,0_4,56848.113
935,1970,estimates,5yearly,5_9,4447.695
935,1970,estimates,5yearly,10_14,2954.509
935,1970,estimates,5yearly,15_19,2449.322
935,1970,estimates,5yearly,20_24,2599.538
935,1970,estimates,5yearly,25_29,2439.81
935,1970,estimates,5yearly,30_34,2543.222
935,1970,estimates,5yearly,35_39,2893.966
935,1970,estimates,5yearly,40_44,3358.186
935,1970,estimates,5yearly,45_49,4004.651
935,1970,estimates,5yearly,50_54,4933.417
935,1970,estimates,5yearly,55_59,6306.332
935,1970,estimates,5yearly,60_64,7716.417
935,1970,estimates,5yearly,65_69,8489.216
935,1970,estimates,5yearly,70_74,8390.642
935,1970,estimates,5yearly,75_79,7062.624
935,1970,estimates,5yearly,80_84,4708.667
935,1970,estimates,5yearly,85_89,2223.837
935,1970,estimates,5yearly,90_94,684.183
935,1970,estimates,5yearly,95plus,147.901
935,1970,estimates,5yearly,0_14,64250.317
935,1970,estimates,5yearly,0_19,66699.639
935,1970,estimates,5yearly,0_24,69299.177
935,1970,estimates,5yearly,5_14,7402.204
935,1970,estimates,5yearly,15plus,70951.931
935,1970,estimates,5yearly,15_24,5048.86
935,1970,estimates,5yearly,15_49,20288.695
935,1970,estimates,5yearly,15_59,31528.444
935,1970,estimates,5yearly,15_64,39244.861
935,1970,estimates,5yearly,20plus,68502.609
935,1970,estimates,5yearly,20_64,36795.539
935,1970,estimates,5yearly,20_69,45284.755
935,1970,estimates,5yearly,25plus,65903.071
935,1970,estimates,5yearly,25_69,42685.217
935,1970,estimates,5yearly,40plus,58026.073
935,1970,estimates,5yearly,50plus,50663.236
935,1970,estimates,5yearly,60plus,39423.487
935,1970,estimates,5yearly,65plus,31707.07
935,1970,estimates,5yearly,70plus,23217.854
935,1970,estimates,5yearly,80plus,7764.588
935,1970,estimates,5yearly,90plus,832.084
935,1975,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1975,estimates,5yearly,0_4,48318.495
935,1975,estimates,5yearly,5_9,3828.349
935,1975,estimates,5yearly,10_14,2754.549
935,1975,estimates,5yearly,15_19,2483.884
935,1975,estimates,5yearly,20_24,2729.588
935,1975,estimates,5yearly,25_29,2570.201
935,1975,estimates,5yearly,30_34,2375.578
935,1975,estimates,5yearly,35_39,2566.686
935,1975,estimates,5yearly,40_44,3048.831
935,1975,estimates,5yearly,45_49,3757.526
935,1975,estimates,5yearly,50_54,4663.496
935,1975,estimates,5yearly,55_59,5926.572
935,1975,estimates,5yearly,60_64,7555.206
935,1975,estimates,5yearly,65_69,8844.973
935,1975,estimates,5yearly,70_74,9250.028
935,1975,estimates,5yearly,75_79,8196.655
935,1975,estimates,5yearly,80_84,5575.105
935,1975,estimates,5yearly,85_89,2714.225
935,1975,estimates,5yearly,90_94,878.978
935,1975,estimates,5yearly,95plus,184.385
935,1975,estimates,5yearly,0_14,54901.393
935,1975,estimates,5yearly,0_19,57385.277
935,1975,estimates,5yearly,0_24,60114.865
935,1975,estimates,5yearly,5_14,6582.898
935,1975,estimates,5yearly,15plus,73321.917
935,1975,estimates,5yearly,15_24,5213.472
935,1975,estimates,5yearly,15_49,19532.294
935,1975,estimates,5yearly,15_59,30122.362
935,1975,estimates,5yearly,15_64,37677.568
935,1975,estimates,5yearly,20plus,70838.033
935,1975,estimates,5yearly,20_64,35193.684
935,1975,estimates,5yearly,20_69,44038.657
935,1975,estimates,5yearly,25plus,68108.445
935,1975,estimates,5yearly,25_69,41309.069
935,1975,estimates,5yearly,40plus,60595.98
935,1975,estimates,5yearly,50plus,53789.623
935,1975,estimates,5yearly,60plus,43199.555
935,1975,estimates,5yearly,65plus,35644.349
935,1975,estimates,5yearly,70plus,26799.376
935,1975,estimates,5yearly,80plus,9352.693
935,1975,estimates,5yearly,90plus,1063.363
935,1980,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1980,estimates,5yearly,0_4,43467.586
935,1980,estimates,5yearly,5_9,3186.526
935,1980,estimates,5yearly,10_14,2413.936
935,1980,estimates,5yearly,15_19,2518.381
935,1980,estimates,5yearly,20_24,2910.62
935,1980,estimates,5yearly,25_29,2792.096
935,1980,estimates,5yearly,30_34,2568.125
935,1980,estimates,5yearly,35_39,2493.131
935,1980,estimates,5yearly,40_44,2905.046
935,1980,estimates,5yearly,45_49,3767.927
935,1980,estimates,5yearly,50_54,4874.113
935,1980,estimates,5yearly,55_59,6231.222
935,1980,estimates,5yearly,60_64,7867.439
935,1980,estimates,5yearly,65_69,9468.924
935,1980,estimates,5yearly,70_74,10334.636
935,1980,estimates,5yearly,75_79,9519.308
935,1980,estimates,5yearly,80_84,6764.572
935,1980,estimates,5yearly,85_89,3352.799
935,1980,estimates,5yearly,90_94,1123.233
935,1980,estimates,5yearly,95plus,253.61
935,1980,estimates,5yearly,0_14,49068.048
935,1980,estimates,5yearly,0_19,51586.429
935,1980,estimates,5yearly,0_24,54497.049
935,1980,estimates,5yearly,5_14,5600.462
935,1980,estimates,5yearly,15plus,79745.182
935,1980,estimates,5yearly,15_24,5429.001
935,1980,estimates,5yearly,15_49,19955.326
935,1980,estimates,5yearly,15_59,31060.661
935,1980,estimates,5yearly,15_64,38928.1
935,1980,estimates,5yearly,20plus,77226.801
935,1980,estimates,5yearly,20_64,36409.719
935,1980,estimates,5yearly,20_69,45878.643
935,1980,estimates,5yearly,25plus,74316.181
935,1980,estimates,5yearly,25_69,42968.023
935,1980,estimates,5yearly,40plus,66462.829
935,1980,estimates,5yearly,50plus,59789.856
935,1980,estimates,5yearly,60plus,48684.521
935,1980,estimates,5yearly,65plus,40817.082
935,1980,estimates,5yearly,70plus,31348.158
935,1980,estimates,5yearly,80plus,11494.214
935,1980,estimates,5yearly,90plus,1376.843
935,1985,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1985,estimates,5yearly,0_4,40617.723
935,1985,estimates,5yearly,5_9,2893.355
935,1985,estimates,5yearly,10_14,2173.717
935,1985,estimates,5yearly,15_19,2422.477
935,1985,estimates,5yearly,20_24,2906.393
935,1985,estimates,5yearly,25_29,2785.445
935,1985,estimates,5yearly,30_34,2699.919
935,1985,estimates,5yearly,35_39,2739.124
935,1985,estimates,5yearly,40_44,2928.298
935,1985,estimates,5yearly,45_49,3692.597
935,1985,estimates,5yearly,50_54,4952.571
935,1985,estimates,5yearly,55_59,6600.438
935,1985,estimates,5yearly,60_64,8434.909
935,1985,estimates,5yearly,65_69,10094.065
935,1985,estimates,5yearly,70_74,11405.17
935,1985,estimates,5yearly,75_79,10962.24
935,1985,estimates,5yearly,80_84,8093.681
935,1985,estimates,5yearly,85_89,4234.654
935,1985,estimates,5yearly,90_94,1450.651
935,1985,estimates,5yearly,95plus,338.378
935,1985,estimates,5yearly,0_14,45684.795
935,1985,estimates,5yearly,0_19,48107.272
935,1985,estimates,5yearly,0_24,51013.665
935,1985,estimates,5yearly,5_14,5067.072
935,1985,estimates,5yearly,15plus,86741.01
935,1985,estimates,5yearly,15_24,5328.87
935,1985,estimates,5yearly,15_49,20174.253
935,1985,estimates,5yearly,15_59,31727.262
935,1985,estimates,5yearly,15_64,40162.171
935,1985,estimates,5yearly,20plus,84318.533
935,1985,estimates,5yearly,20_64,37739.694
935,1985,estimates,5yearly,20_69,47833.759
935,1985,estimates,5yearly,25plus,81412.14
935,1985,estimates,5yearly,25_69,44927.366
935,1985,estimates,5yearly,40plus,73187.652
935,1985,estimates,5yearly,50plus,66566.757
935,1985,estimates,5yearly,60plus,55013.748
935,1985,estimates,5yearly,65plus,46578.839
935,1985,estimates,5yearly,70plus,36484.774
935,1985,estimates,5yearly,80plus,14117.364
935,1985,estimates,5yearly,90plus,1789.029
935,1990,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1990,estimates,5yearly,0_4,34608.543
935,1990,estimates,5yearly,5_9,2619.093
935,1990,estimates,5yearly,10_14,1948.901
935,1990,estimates,5yearly,15_19,2187.737
935,1990,estimates,5yearly,20_24,2729.242
935,1990,estimates,5yearly,25_29,2770.293
935,1990,estimates,5yearly,30_34,2720.43
935,1990,estimates,5yearly,35_39,2944.129
935,1990,estimates,5yearly,40_44,3288.011
935,1990,estimates,5yearly,45_49,3807.18
935,1990,estimates,5yearly,50_54,5034.321
935,1990,estimates,5yearly,55_59,6958.497
935,1990,estimates,5yearly,60_64,9162.855
935,1990,estimates,5yearly,65_69,11120.017
935,1990,estimates,5yearly,70_74,12470.629
935,1990,estimates,5yearly,75_79,12207.528
935,1990,estimates,5yearly,80_84,9403.142
935,1990,estimates,5yearly,85_89,5227.148
935,1990,estimates,5yearly,90_94,1943.928
935,1990,estimates,5yearly,95plus,474.222
935,1990,estimates,5yearly,0_14,39176.537
935,1990,estimates,5yearly,0_19,41364.274
935,1990,estimates,5yearly,0_24,44093.516
935,1990,estimates,5yearly,5_14,4567.994
935,1990,estimates,5yearly,15plus,94449.309
935,1990,estimates,5yearly,15_24,4916.979
935,1990,estimates,5yearly,15_49,20447.022
935,1990,estimates,5yearly,15_59,32439.84
935,1990,estimates,5yearly,15_64,41602.695
935,1990,estimates,5yearly,20plus,92261.572
935,1990,estimates,5yearly,20_64,39414.958
935,1990,estimates,5yearly,20_69,50534.975
935,1990,estimates,5yearly,25plus,89532.33
935,1990,estimates,5yearly,25_69,47805.733
935,1990,estimates,5yearly,40plus,81097.478
935,1990,estimates,5yearly,50plus,74002.287
935,1990,estimates,5yearly,60plus,62009.469
935,1990,estimates,5yearly,65plus,52846.614
935,1990,estimates,5yearly,70plus,41726.597
935,1990,estimates,5yearly,80plus,17048.44
935,1990,estimates,5yearly,90plus,2418.15
935,1995,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1995,estimates,5yearly,0_4,28319.623
935,1995,estimates,5yearly,5_9,2226.469
935,1995,estimates,5yearly,10_14,1801.334
935,1995,estimates,5yearly,15_19,2099.335
935,1995,estimates,5yearly,20_24,2633.944
935,1995,estimates,5yearly,25_29,2849.247
935,1995,estimates,5yearly,30_34,2944.294
935,1995,estimates,5yearly,35_39,3135.039
935,1995,estimates,5yearly,40_44,3637.812
935,1995,estimates,5yearly,45_49,4358.626
935,1995,estimates,5yearly,50_54,5248.427
935,1995,estimates,5yearly,55_59,7015.908
935,1995,estimates,5yearly,60_64,9572.449
935,1995,estimates,5yearly,65_69,12063.147
935,1995,estimates,5yearly,70_74,13629.61
935,1995,estimates,5yearly,75_79,13452.895
935,1995,estimates,5yearly,80_84,10911.415
935,1995,estimates,5yearly,85_89,6434.802
935,1995,estimates,5yearly,90_94,2516.457
935,1995,estimates,5yearly,95plus,670.503
935,1995,estimates,5yearly,0_14,32347.426
935,1995,estimates,5yearly,0_19,34446.761
935,1995,estimates,5yearly,0_24,37080.705
935,1995,estimates,5yearly,5_14,4027.803
935,1995,estimates,5yearly,15plus,103173.91
935,1995,estimates,5yearly,15_24,4733.279
935,1995,estimates,5yearly,15_49,21658.297
935,1995,estimates,5yearly,15_59,33922.632
935,1995,estimates,5yearly,15_64,43495.081
935,1995,estimates,5yearly,20plus,101074.575
935,1995,estimates,5yearly,20_64,41395.746
935,1995,estimates,5yearly,20_69,53458.893
935,1995,estimates,5yearly,25plus,98440.631
935,1995,estimates,5yearly,25_69,50824.949
935,1995,estimates,5yearly,40plus,89512.051
935,1995,estimates,5yearly,50plus,81515.613
935,1995,estimates,5yearly,60plus,69251.278
935,1995,estimates,5yearly,65plus,59678.829
935,1995,estimates,5yearly,70plus,47615.682
935,1995,estimates,5yearly,80plus,20533.177
935,1995,estimates,5yearly,90plus,3186.96
935,2000,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,2000,estimates,5yearly,0_4,22776.477
935,2000,estimates,5yearly,5_9,1749.523
935,2000,estimates,5yearly,10_14,1569.8
935,2000,estimates,5yearly,15_19,2002.312
935,2000,estimates,5yearly,20_24,2492.389
935,2000,estimates,5yearly,25_29,2693.049
935,2000,estimates,5yearly,30_34,2985.714
935,2000,estimates,5yearly,35_39,3368.28
935,2000,estimates,5yearly,40_44,3839.1
935,2000,estimates,5yearly,45_49,4721.315
935,2000,estimates,5yearly,50_54,5797.878
935,2000,estimates,5yearly,55_59,7068.475
935,2000,estimates,5yearly,60_64,9467.362
935,2000,estimates,5yearly,65_69,12578.007
935,2000,estimates,5yearly,70_74,14914.863
935,2000,estimates,5yearly,75_79,14868.417
935,2000,estimates,5yearly,80_84,12195.676
935,2000,estimates,5yearly,85_89,7701.543
935,2000,estimates,5yearly,90_94,3283.173
935,2000,estimates,5yearly,95plus,954.172
935,2000,estimates,5yearly,0_14,26095.8
935,2000,estimates,5yearly,0_19,28098.112
935,2000,estimates,5yearly,0_24,30590.501
935,2000,estimates,5yearly,5_14,3319.323
935,2000,estimates,5yearly,15plus,110931.725
935,2000,estimates,5yearly,15_24,4494.701
935,2000,estimates,5yearly,15_49,22102.159
935,2000,estimates,5yearly,15_59,34968.512
935,2000,estimates,5yearly,15_64,44435.874
935,2000,estimates,5yearly,20plus,108929.413
935,2000,estimates,5yearly,20_64,42433.562
935,2000,estimates,5yearly,20_69,55011.569
935,2000,estimates,5yearly,25plus,106437.024
935,2000,estimates,5yearly,25_69,52519.18
935,2000,estimates,5yearly,40plus,97389.981
935,2000,estimates,5yearly,50plus,88829.566
935,2000,estimates,5yearly,60plus,75963.213
935,2000,estimates,5yearly,65plus,66495.851
935,2000,estimates,5yearly,70plus,53917.844
935,2000,estimates,5yearly,80plus,24134.564
935,2000,estimates,5yearly,90plus,4237.345
935,2005,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,2005,estimates,5yearly,0_4,18279.992
935,2005,estimates,5yearly,5_9,1379.355
935,2005,estimates,5yearly,10_14,1313.149
935,2005,estimates,5yearly,15_19,1835.275
935,2005,estimates,5yearly,20_24,2438.729
935,2005,estimates,5yearly,25_29,2576.561
935,2005,estimates,5yearly,30_34,2834.909
935,2005,estimates,5yearly,35_39,3403.612
935,2005,estimates,5yearly,40_44,4100.935
935,2005,estimates,5yearly,45_49,4994.45
935,2005,estimates,5yearly,50_54,6374.714
935,2005,estimates,5yearly,55_59,8082.308
935,2005,estimates,5yearly,60_64,9957.932
935,2005,estimates,5yearly,65_69,12973.691
935,2005,estimates,5yearly,70_74,16240.298
935,2005,estimates,5yearly,75_79,16886.624
935,2005,estimates,5yearly,80_84,13981.398
935,2005,estimates,5yearly,85_89,9043.707
935,2005,estimates,5yearly,90_94,4182.234
935,2005,estimates,5yearly,95plus,1375.282
935,2005,estimates,5yearly,0_14,20972.496
935,2005,estimates,5yearly,0_19,22807.771
935,2005,estimates,5yearly,0_24,25246.5
935,2005,estimates,5yearly,5_14,2692.504
935,2005,estimates,5yearly,15plus,121282.659
935,2005,estimates,5yearly,15_24,4274.004
935,2005,estimates,5yearly,15_49,22184.471
935,2005,estimates,5yearly,15_59,36641.493
935,2005,estimates,5yearly,15_64,46599.425
935,2005,estimates,5yearly,20plus,119447.384
935,2005,estimates,5yearly,20_64,44764.15
935,2005,estimates,5yearly,20_69,57737.841
935,2005,estimates,5yearly,25plus,117008.655
935,2005,estimates,5yearly,25_69,55299.112
935,2005,estimates,5yearly,40plus,108193.573
935,2005,estimates,5yearly,50plus,99098.188
935,2005,estimates,5yearly,60plus,84641.166
935,2005,estimates,5yearly,65plus,74683.234
935,2005,estimates,5yearly,70plus,61709.543
935,2005,estimates,5yearly,80plus,28582.621
935,2005,estimates,5yearly,90plus,5557.516
935,2010,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,2010,estimates,5yearly,0_4,14682.224
935,2010,estimates,5yearly,5_9,1103.726
935,2010,estimates,5yearly,10_14,1095.537
935,2010,estimates,5yearly,15_19,1576.148
935,2010,estimates,5yearly,20_24,2229.744
935,2010,estimates,5yearly,25_29,2501.938
935,2010,estimates,5yearly,30_34,2691.726
935,2010,estimates,5yearly,35_39,3201.185
935,2010,estimates,5yearly,40_44,4081.671
935,2010,estimates,5yearly,45_49,5272.352
935,2010,estimates,5yearly,50_54,6734.565
935,2010,estimates,5yearly,55_59,9004.741
935,2010,estimates,5yearly,60_64,11703.594
935,2010,estimates,5yearly,65_69,14060.006
935,2010,estimates,5yearly,70_74,17037.61
935,2010,estimates,5yearly,75_79,18559.788
935,2010,estimates,5yearly,80_84,16231.778
935,2010,estimates,5yearly,85_89,10857.194
935,2010,estimates,5yearly,90_94,5173.08
935,2010,estimates,5yearly,95plus,1889.94
935,2010,estimates,5yearly,0_14,16881.487
935,2010,estimates,5yearly,0_19,18457.635
935,2010,estimates,5yearly,0_24,20687.379
935,2010,estimates,5yearly,5_14,2199.263
935,2010,estimates,5yearly,15plus,132807.06
935,2010,estimates,5yearly,15_24,3805.892
935,2010,estimates,5yearly,15_49,21554.764
935,2010,estimates,5yearly,15_59,37294.07
935,2010,estimates,5yearly,15_64,48997.664
935,2010,estimates,5yearly,20plus,131230.912
935,2010,estimates,5yearly,20_64,47421.516
935,2010,estimates,5yearly,20_69,61481.522
935,2010,estimates,5yearly,25plus,129001.168
935,2010,estimates,5yearly,25_69,59251.778
935,2010,estimates,5yearly,40plus,120606.319
935,2010,estimates,5yearly,50plus,111252.296
935,2010,estimates,5yearly,60plus,95512.99
935,2010,estimates,5yearly,65plus,83809.396
935,2010,estimates,5yearly,70plus,69749.39
935,2010,estimates,5yearly,80plus,34151.992
935,2010,estimates,5yearly,90plus,7063.02
935,2015,constant_fertility,5yearly,"Region, subregion, country or area *",ASIA
935,2015,constant_mortality,5yearly,"Region, subregion, country or area *",ASIA
935,2015,high_variant,5yearly,"Region, subregion, country or area *",ASIA
935,2015,instant_replacement,5yearly,"Region, subregion, country or area *",ASIA
935,2015,low_variant,5yearly,"Region, subregion, country or area *",ASIA
935,2015,medium_variant,5yearly,"Region, subregion, country or area *",ASIA
935,2015,momentum,5yearly,"Region, subregion, country or area *",ASIA
935,2015,no_change,5yearly,"Region, subregion, country or area *",ASIA
935,2015,zero_migration,5yearly,"Region, subregion, country or area *",ASIA
935,2015,constant_fertility,5yearly,0_4,13174.743
935,2015,constant_mortality,5yearly,0_4,14540.876
935,2015,high_variant,5yearly,0_4,13617.136
935,2015,instant_replacement,5yearly,0_4,11680.188
935,2015,low_variant,5yearly,0_4,11378.89
935,2015,medium_variant,5yearly,0_4,12499.061
935,2015,momentum,5yearly,0_4,13781.702
935,2015,no_change,5yearly,0_4,15326.348
935,2015,zero_migration,5yearly,0_4,12537.462
935,2015,constant_fertility,5yearly,5_9,976.054
935,2015,high_variant,5yearly,5_9,976.053
935,2015,low_variant,5yearly,5_9,976.051
935,2015,medium_variant,5yearly,5_9,976.052
935,2015,constant_fertility,5yearly,10_14,967.314
935,2015,high_variant,5yearly,10_14,967.314
935,2015,low_variant,5yearly,10_14,967.314
935,2015,medium_variant,5yearly,10_14,967.314
935,2015,constant_fertility,5yearly,15_19,1396.505
935,2015,high_variant,5yearly,15_19,1396.506
935,2015,low_variant,5yearly,15_19,1396.505
935,2015,medium_variant,5yearly,15_19,1396.506
935,2015,constant_fertility,5yearly,20_24,1978.005
935,2015,high_variant,5yearly,20_24,1978.008
935,2015,low_variant,5yearly,20_24,1978.005
935,2015,medium_variant,5yearly,20_24,1978.005
935,2015,constant_fertility,5yearly,25_29,2341.793
935,2015,high_variant,5yearly,25_29,2341.793
935,2015,low_variant,5yearly,25_29,2341.793
935,2015,medium_variant,5yearly,25_29,2341.793
935,2015,constant_fertility,5yearly,30_34,2684.631
935,2015,high_variant,5yearly,30_34,2684.629
935,2015,low_variant,5yearly,30_34,2684.632
935,2015,medium_variant,5yearly,30_34,2684.63
935,2015,constant_fertility,5yearly,35_39,3132.64
935,2015,high_variant,5yearly,35_39,3132.638
935,2015,low_variant,5yearly,35_39,3132.638
935,2015,medium_variant,5yearly,35_39,3132.639
935,2015,constant_fertility,5yearly,40_44,3959.724
935,2015,high_variant,5yearly,40_44,3959.723
935,2015,low_variant,5yearly,40_44,3959.728
