variant,global,year,gender,dependencyratio2069
estimates,900,1950,male,89.371
estimates,900,1951,male,90.341
estimates,900,1952,male,91.308
estimates,900,1953,male,92.111
estimates,900,1954,male,92.621
estimates,900,1955,male,92.848
estimates,900,1956,male,93.866
estimates,900,1957,male,94.402
estimates,900,1958,male,94.748
estimates,900,1959,male,95.189
estimates,900,1960,male,95.834
estimates,900,1961,male,96.769
estimates,900,1962,male,98.029
estimates,900,1963,male,99.382
estimates,900,1964,male,100.497
estimates,900,1965,male,101.227
estimates,900,1966,male,102.472
estimates,900,1967,male,103.257
estimates,900,1968,male,103.651
estimates,900,1969,male,103.746
estimates,900,1970,male,103.568
estimates,900,1971,male,103.446
estimates,900,1972,male,102.948
estimates,900,1973,male,102.194
estimates,900,1974,male,101.297
estimates,900,1975,male,100.326
estimates,900,1976,male,99.776
estimates,900,1977,male,99.081
estimates,900,1978,male,98.249
estimates,900,1979,male,97.303
estimates,900,1980,male,96.267
estimates,900,1981,male,95.383
estimates,900,1982,male,94.501
estimates,900,1983,male,93.57
estimates,900,1984,male,92.519
estimates,900,1985,male,91.344
estimates,900,1986,male,90.6
estimates,900,1987,male,89.702
estimates,900,1988,male,88.708
estimates,900,1989,male,87.654
estimates,900,1990,male,86.539
estimates,900,1991,male,85.815
estimates,900,1992,male,84.841
estimates,900,1993,male,83.754
estimates,900,1994,male,82.72
estimates,900,1995,male,81.804
estimates,900,1996,male,80.933
estimates,900,1997,male,80.254
estimates,900,1998,male,79.638
estimates,900,1999,male,78.914
estimates,900,2000,male,78.02
estimates,900,2001,male,77.337
estimates,900,2002,male,76.524
estimates,900,2003,male,75.594
estimates,900,2004,male,74.58
estimates,900,2005,male,73.497
estimates,900,2006,male,72.581
estimates,900,2007,male,71.552
estimates,900,2008,male,70.489
estimates,900,2009,male,69.473
estimates,900,2010,male,68.549
estimates,900,2011,male,67.855
estimates,900,2012,male,67.211
estimates,900,2013,male,66.629
estimates,900,2014,male,66.107
estimates,900,2015,male,65.637
medium_variant,900,2015,male,65.637
medium_variant,900,2016,male,65.369
medium_variant,900,2017,male,65.123
medium_variant,900,2018,male,64.903
medium_variant,900,2019,male,64.713
medium_variant,900,2020,male,64.551
medium_variant,900,2021,male,64.553
medium_variant,900,2022,male,64.561
medium_variant,900,2023,male,64.547
medium_variant,900,2024,male,64.478
medium_variant,900,2025,male,64.341
medium_variant,900,2026,male,64.298
medium_variant,900,2027,male,64.175
medium_variant,900,2028,male,63.998
medium_variant,900,2029,male,63.798
medium_variant,900,2030,male,63.596
medium_variant,900,2031,male,63.536
medium_variant,900,2032,male,63.446
medium_variant,900,2033,male,63.338
medium_variant,900,2034,male,63.225
medium_variant,900,2035,male,63.117
medium_variant,900,2036,male,63.153
medium_variant,900,2037,male,63.171
medium_variant,900,2038,male,63.177
medium_variant,900,2039,male,63.172
medium_variant,900,2040,male,63.157
medium_variant,900,2041,male,63.267
