variant,global,year,gender,dependencyratio2069
medium_variant,900,2042,male,63.349
medium_variant,900,2043,male,63.402
medium_variant,900,2044,male,63.414
medium_variant,900,2045,male,63.386
medium_variant,900,2046,male,63.454
medium_variant,900,2047,male,63.462
medium_variant,900,2048,male,63.433
medium_variant,900,2049,male,63.396
medium_variant,900,2050,male,63.37
medium_variant,900,2051,male,63.479
medium_variant,900,2052,male,63.564
medium_variant,900,2053,male,63.642
medium_variant,900,2054,male,63.736
medium_variant,900,2055,male,63.859
medium_variant,900,2056,male,64.132
medium_variant,900,2057,male,64.404
medium_variant,900,2058,male,64.656
medium_variant,900,2059,male,64.86
medium_variant,900,2060,male,65.001
medium_variant,900,2061,male,65.204
medium_variant,900,2062,male,65.325
medium_variant,900,2063,male,65.379
medium_variant,900,2064,male,65.381
medium_variant,900,2065,male,65.347
medium_variant,900,2066,male,65.388
medium_variant,900,2067,male,65.362
medium_variant,900,2068,male,65.291
medium_variant,900,2069,male,65.201
medium_variant,900,2070,male,65.113
medium_variant,900,2071,male,65.12
medium_variant,900,2072,male,65.098
medium_variant,900,2073,male,65.064
medium_variant,900,2074,male,65.033
medium_variant,900,2075,male,65.017
medium_variant,900,2076,male,65.105
medium_variant,900,2077,male,65.177
medium_variant,900,2078,male,65.24
medium_variant,900,2079,male,65.303
medium_variant,900,2080,male,65.374
medium_variant,900,2081,male,65.545
medium_variant,900,2082,male,65.687
medium_variant,900,2083,male,65.808
medium_variant,900,2084,male,65.913
medium_variant,900,2085,male,66.014
medium_variant,900,2086,male,66.186
medium_variant,900,2087,male,66.314
medium_variant,900,2088,male,66.414
medium_variant,900,2089,male,66.498
medium_variant,900,2090,male,66.577
medium_variant,900,2091,male,66.702
medium_variant,900,2092,male,66.784
medium_variant,900,2093,male,66.84
medium_variant,900,2094,male,66.883
medium_variant,900,2095,male,66.925
medium_variant,900,2096,male,67.006
medium_variant,900,2097,male,67.054
medium_variant,900,2098,male,67.082
medium_variant,900,2099,male,67.105
medium_variant,900,2100,male,67.135
estimates,900,1950,female,85.182
estimates,900,1951,female,86.238
estimates,900,1952,female,87.231
estimates,900,1953,female,88.071
estimates,900,1954,female,88.671
estimates,900,1955,female,89.044
estimates,900,1956,female,90.081
estimates,900,1957,female,90.721
estimates,900,1958,female,91.204
estimates,900,1959,female,91.765
estimates,900,1960,female,92.503
estimates,900,1961,female,93.557
estimates,900,1962,female,94.885
estimates,900,1963,female,96.281
estimates,900,1964,female,97.461
estimates,900,1965,female,98.302
estimates,900,1966,female,99.617
estimates,900,1967,female,100.516
estimates,900,1968,female,101.057
estimates,900,1969,female,101.319
estimates,900,1970,female,101.328
estimates,900,1971,female,101.381
estimates,900,1972,female,101.069
estimates,900,1973,female,100.509
estimates,900,1974,female,99.819
estimates,900,1975,female,99.074
estimates,900,1976,female,98.617
estimates,900,1977,female,98.052
estimates,900,1978,female,97.376
estimates,900,1979,female,96.595
estimates,900,1980,female,95.726
estimates,900,1981,female,95.002
estimates,900,1982,female,94.265
estimates,900,1983,female,93.462
estimates,900,1984,female,92.523
estimates,900,1985,female,91.441
estimates,900,1986,female,90.7
estimates,900,1987,female,89.777
estimates,900,1988,female,88.747
estimates,900,1989,female,87.673
estimates,900,1990,female,86.57
estimates,900,1991,female,85.819
estimates,900,1992,female,84.845
estimates,900,1993,female,83.768
estimates,900,1994,female,82.737
estimates,900,1995,female,81.813
estimates,900,1996,female,80.863
estimates,900,1997,female,80.109
estimates,900,1998,female,79.425
estimates,900,1999,female,78.642
estimates,900,2000,female,77.698
estimates,900,2001,female,76.973
estimates,900,2002,female,76.102
estimates,900,2003,female,75.114
estimates,900,2004,female,74.06
estimates,900,2005,female,72.968
estimates,900,2006,female,72.003
estimates,900,2007,female,70.955
estimates,900,2008,female,69.898
estimates,900,2009,female,68.899
estimates,900,2010,female,67.996
estimates,900,2011,female,67.289
estimates,900,2012,female,66.641
estimates,900,2013,female,66.071
estimates,900,2014,female,65.585
estimates,900,2015,female,65.18
medium_variant,900,2015,female,65.18
medium_variant,900,2016,female,64.936
medium_variant,900,2017,female,64.743
medium_variant,900,2018,female,64.599
medium_variant,900,2019,female,64.505
medium_variant,900,2020,female,64.461
medium_variant,900,2021,female,64.536
medium_variant,900,2022,female,64.638
medium_variant,900,2023,female,64.74
medium_variant,900,2024,female,64.808
medium_variant,900,2025,female,64.828
medium_variant,900,2026,female,64.89
medium_variant,900,2027,female,64.887
medium_variant,900,2028,female,64.846
medium_variant,900,2029,female,64.799
medium_variant,900,2030,female,64.769
medium_variant,900,2031,female,64.823
medium_variant,900,2032,female,64.861
medium_variant,900,2033,female,64.897
medium_variant,900,2034,female,64.945
medium_variant,900,2035,female,65.016
medium_variant,900,2036,female,65.161
medium_variant,900,2037,female,65.303
medium_variant,900,2038,female,65.446
medium_variant,900,2039,female,65.591
medium_variant,900,2040,female,65.737
medium_variant,900,2041,female,65.934
medium_variant,900,2042,female,66.112
medium_variant,900,2043,female,66.269
medium_variant,900,2044,female,66.402
medium_variant,900,2045,female,66.511
medium_variant,900,2046,female,66.647
medium_variant,900,2047,female,66.732
medium_variant,900,2048,female,66.793
medium_variant,900,2049,female,66.863
medium_variant,900,2050,female,66.968
medium_variant,900,2051,female,67.135
medium_variant,900,2052,female,67.294
medium_variant,900,2053,female,67.463
medium_variant,900,2054,female,67.664
medium_variant,900,2055,female,67.911
medium_variant,900,2056,female,68.23
medium_variant,900,2057,female,68.558
medium_variant,900,2058,female,68.877
medium_variant,900,2059,female,69.154
medium_variant,900,2060,female,69.376
medium_variant,900,2061,female,69.568
medium_variant,900,2062,female,69.676
medium_variant,900,2063,female,69.719
medium_variant,900,2064,female,69.724
medium_variant,900,2065,female,69.712
medium_variant,900,2066,female,69.691
medium_variant,900,2067,female,69.615
medium_variant,900,2068,female,69.508
medium_variant,900,2069,female,69.4
medium_variant,900,2070,female,69.314
medium_variant,900,2071,female,69.246
medium_variant,900,2072,female,69.163
medium_variant,900,2073,female,69.087
medium_variant,900,2074,female,69.037
medium_variant,900,2075,female,69.028
medium_variant,900,2076,female,69.049
medium_variant,900,2077,female,69.073
medium_variant,900,2078,female,69.109
medium_variant,900,2079,female,69.168
medium_variant,900,2080,female,69.26
medium_variant,900,2081,female,69.381
medium_variant,900,2082,female,69.492
medium_variant,900,2083,female,69.601
medium_variant,900,2084,female,69.719
medium_variant,900,2085,female,69.862
medium_variant,900,2086,female,70
medium_variant,900,2087,female,70.113
medium_variant,900,2088,female,70.222
medium_variant,900,2089,female,70.342
medium_variant,900,2090,female,70.483
medium_variant,900,2091,female,70.591
medium_variant,900,2092,female,70.677
medium_variant,900,2093,female,70.759
medium_variant,900,2094,female,70.851
medium_variant,900,2095,female,70.967
medium_variant,900,2096,female,71.04
medium_variant,900,2097,female,71.101
medium_variant,900,2098,female,71.164
medium_variant,900,2099,female,71.243
medium_variant,900,2100,female,71.353
