country,variant,gender,freq,year,lifeexpectancyatbirth
104,estimates,female,5yearly,1950,39.33
104,estimates,male,5yearly,1950,33.11
104,estimates,female,5yearly,1955,44.32
104,estimates,male,5yearly,1955,38.37
104,estimates,female,5yearly,1960,47.16
104,estimates,male,5yearly,1960,41.41
104,estimates,female,5yearly,1965,52.25
104,estimates,male,5yearly,1965,47.07
104,estimates,female,5yearly,1970,54.42
104,estimates,male,5yearly,1970,49.4
104,estimates,female,5yearly,1975,56.43
104,estimates,male,5yearly,1975,51.56
104,estimates,female,5yearly,1980,58.33
104,estimates,male,5yearly,1980,53.61
104,estimates,female,5yearly,1985,60.12
104,estimates,male,5yearly,1985,55.56
104,estimates,female,5yearly,1990,61.84
104,estimates,male,5yearly,1990,57.41
104,estimates,female,5yearly,1995,63.41
104,estimates,male,5yearly,1995,59.15
104,estimates,female,5yearly,2000,64.95
104,estimates,male,5yearly,2000,60.9
104,estimates,female,5yearly,2005,66.27
104,estimates,male,5yearly,2005,62.21
104,estimates,female,5yearly,2010,68.26
104,estimates,male,5yearly,2010,63.71
104,medium_variant,female,5yearly,2015,69.11
104,medium_variant,male,5yearly,2015,64.38
104,medium_variant,female,5yearly,2020,69.91
104,medium_variant,male,5yearly,2020,65.01
104,medium_variant,female,5yearly,2025,70.69
104,medium_variant,male,5yearly,2025,65.6
104,medium_variant,female,5yearly,2030,71.42
104,medium_variant,male,5yearly,2030,66.14
104,medium_variant,female,5yearly,2035,72.11
104,medium_variant,male,5yearly,2035,66.66
104,medium_variant,female,5yearly,2040,72.81
104,medium_variant,male,5yearly,2040,67.16
104,medium_variant,female,5yearly,2045,73.46
104,medium_variant,male,5yearly,2045,67.65
104,medium_variant,female,5yearly,2050,74.1
104,medium_variant,male,5yearly,2050,68.11
104,medium_variant,female,5yearly,2055,74.74
104,medium_variant,male,5yearly,2055,68.59
104,medium_variant,female,5yearly,2060,75.35
104,medium_variant,male,5yearly,2060,69.09
104,medium_variant,female,5yearly,2065,75.95
104,medium_variant,male,5yearly,2065,69.57
104,medium_variant,female,5yearly,2070,76.56
104,medium_variant,male,5yearly,2070,70.13
104,medium_variant,female,5yearly,2075,77.15
104,medium_variant,male,5yearly,2075,70.67
104,medium_variant,female,5yearly,2080,77.72
104,medium_variant,male,5yearly,2080,71.27
104,medium_variant,female,5yearly,2085,78.3
104,medium_variant,male,5yearly,2085,71.9
104,medium_variant,female,5yearly,2090,78.88
104,medium_variant,male,5yearly,2090,72.58
104,medium_variant,female,5yearly,2095,79.45
104,medium_variant,male,5yearly,2095,73.26
