country,variant,gender,freq,year,lifeexpectancyatbirth
776,estimates,female,5yearly,1950,58.72
776,estimates,male,5yearly,1950,58.46
776,estimates,female,5yearly,1955,60.72
776,estimates,male,5yearly,1955,60.16
776,estimates,female,5yearly,1960,62.72
776,estimates,male,5yearly,1960,61.86
776,estimates,female,5yearly,1965,64.72
776,estimates,male,5yearly,1965,63.36
776,estimates,female,5yearly,1970,66.52
776,estimates,male,5yearly,1970,64.86
776,estimates,female,5yearly,1975,68.02
776,estimates,male,5yearly,1975,65.86
776,estimates,female,5yearly,1980,69.52
776,estimates,male,5yearly,1980,66.86
776,estimates,female,5yearly,1985,70.82
776,estimates,male,5yearly,1985,67.77
776,estimates,female,5yearly,1990,71.35
776,estimates,male,5yearly,1990,68.38
776,estimates,female,5yearly,1995,72.14
776,estimates,male,5yearly,1995,68.79
776,estimates,female,5yearly,2000,73.52
776,estimates,male,5yearly,2000,68.82
776,estimates,female,5yearly,2005,74.7
776,estimates,male,5yearly,2005,69.05
776,estimates,female,5yearly,2010,75.56
776,estimates,male,5yearly,2010,69.57
776,medium_variant,female,5yearly,2015,76.3
776,medium_variant,male,5yearly,2015,70.23
776,medium_variant,female,5yearly,2020,77.03
776,medium_variant,male,5yearly,2020,70.9
776,medium_variant,female,5yearly,2025,77.73
776,medium_variant,male,5yearly,2025,71.6
776,medium_variant,female,5yearly,2030,78.39
776,medium_variant,male,5yearly,2030,72.32
776,medium_variant,female,5yearly,2035,79.05
776,medium_variant,male,5yearly,2035,73.06
776,medium_variant,female,5yearly,2040,79.68
776,medium_variant,male,5yearly,2040,73.84
776,medium_variant,female,5yearly,2045,80.32
776,medium_variant,male,5yearly,2045,74.62
776,medium_variant,female,5yearly,2050,80.92
776,medium_variant,male,5yearly,2050,75.44
776,medium_variant,female,5yearly,2055,81.54
776,medium_variant,male,5yearly,2055,76.28
776,medium_variant,female,5yearly,2060,82.14
776,medium_variant,male,5yearly,2060,77.14
776,medium_variant,female,5yearly,2065,82.72
776,medium_variant,male,5yearly,2065,78.03
776,medium_variant,female,5yearly,2070,83.32
776,medium_variant,male,5yearly,2070,78.93
776,medium_variant,female,5yearly,2075,83.9
776,medium_variant,male,5yearly,2075,79.84
776,medium_variant,female,5yearly,2080,84.48
776,medium_variant,male,5yearly,2080,80.73
776,medium_variant,female,5yearly,2085,85.02
776,medium_variant,male,5yearly,2085,81.58
776,medium_variant,female,5yearly,2090,85.59
776,medium_variant,male,5yearly,2090,82.38
776,medium_variant,female,5yearly,2095,86.15
776,medium_variant,male,5yearly,2095,83.08
776,estimates,female,5yearly,Regi,Tonga
776,estimates,male,5yearly,Regi,Tonga
776,medium_variant,female,5yearly,Regi,Tonga
776,medium_variant,male,5yearly,Regi,Tonga
