country,variant,gender,freq,year,lifeexpectancyatbirth
562,estimates,female,5yearly,1950,34.92
562,estimates,male,5yearly,1950,34
562,estimates,female,5yearly,1955,35.23
562,estimates,male,5yearly,1955,34.33
562,estimates,female,5yearly,1960,35.72
562,estimates,male,5yearly,1960,34.77
562,estimates,female,5yearly,1965,36.06
562,estimates,male,5yearly,1965,35.13
562,estimates,female,5yearly,1970,36.84
562,estimates,male,5yearly,1970,35.75
562,estimates,female,5yearly,1975,38.34
562,estimates,male,5yearly,1975,37.14
562,estimates,female,5yearly,1980,40.87
562,estimates,male,5yearly,1980,39.64
562,estimates,female,5yearly,1985,42.92
562,estimates,male,5yearly,1985,41.6
562,estimates,female,5yearly,1990,45.7
562,estimates,male,5yearly,1990,44.29
562,estimates,female,5yearly,1995,48.99
562,estimates,male,5yearly,1995,47.72
562,estimates,female,5yearly,2000,52.01
562,estimates,male,5yearly,2000,50.82
562,estimates,female,5yearly,2005,55.62
562,estimates,male,5yearly,2005,54.25
562,estimates,female,5yearly,2010,59.49
562,estimates,male,5yearly,2010,57.64
562,medium_variant,female,5yearly,2015,61.61
562,medium_variant,male,5yearly,2015,59.54
562,medium_variant,female,5yearly,2020,63.58
562,medium_variant,male,5yearly,2020,61.29
562,medium_variant,female,5yearly,2025,65.39
562,medium_variant,male,5yearly,2025,62.85
562,medium_variant,female,5yearly,2030,67
562,medium_variant,male,5yearly,2030,64.2
562,medium_variant,female,5yearly,2035,68.44
562,medium_variant,male,5yearly,2035,65.38
562,medium_variant,female,5yearly,2040,69.7
562,medium_variant,male,5yearly,2040,66.41
562,medium_variant,female,5yearly,2045,70.83
562,medium_variant,male,5yearly,2045,67.29
562,medium_variant,female,5yearly,2050,71.87
562,medium_variant,male,5yearly,2050,68.09
562,medium_variant,female,5yearly,2055,72.81
562,medium_variant,male,5yearly,2055,68.77
562,medium_variant,female,5yearly,2060,73.67
562,medium_variant,male,5yearly,2060,69.39
562,medium_variant,female,5yearly,2065,74.48
562,medium_variant,male,5yearly,2065,69.98
562,medium_variant,female,5yearly,2070,75.23
562,medium_variant,male,5yearly,2070,70.53
562,medium_variant,female,5yearly,2075,75.93
562,medium_variant,male,5yearly,2075,71.1
562,medium_variant,female,5yearly,2080,76.62
562,medium_variant,male,5yearly,2080,71.68
562,medium_variant,female,5yearly,2085,77.29
562,medium_variant,male,5yearly,2085,72.26
562,medium_variant,female,5yearly,2090,77.91
562,medium_variant,male,5yearly,2090,72.87
562,medium_variant,female,5yearly,2095,78.49
562,medium_variant,male,5yearly,2095,73.52
