country,variant,gender,freq,year,lifeexpectancyatbirth
108,estimates,female,5yearly,1950,40.59
108,estimates,male,5yearly,1950,37.46
108,estimates,female,5yearly,1955,42.09
108,estimates,male,5yearly,1955,38.95
108,estimates,female,5yearly,1960,43.61
108,estimates,male,5yearly,1960,40.44
108,estimates,female,5yearly,1965,45.12
108,estimates,male,5yearly,1965,41.92
108,estimates,female,5yearly,1970,45.83
108,estimates,male,5yearly,1970,42.62
108,estimates,female,5yearly,1975,48.04
108,estimates,male,5yearly,1975,44.8
108,estimates,female,5yearly,1980,49.77
108,estimates,male,5yearly,1980,46.26
108,estimates,female,5yearly,1985,50.91
108,estimates,male,5yearly,1985,47.39
108,estimates,female,5yearly,1990,48.92
108,estimates,male,5yearly,1990,45.65
108,estimates,female,5yearly,1995,52.49
108,estimates,male,5yearly,1995,49.18
108,estimates,female,5yearly,2000,53.69
108,estimates,male,5yearly,2000,50.27
108,estimates,female,5yearly,2005,55.38
108,estimates,male,5yearly,2005,52.0
108,estimates,female,5yearly,2010,58.04
108,estimates,male,5yearly,2010,54.18
108,medium_variant,female,5yearly,2015,60.04
108,medium_variant,male,5yearly,2015,56.05
108,medium_variant,female,5yearly,2020,61.99
108,medium_variant,male,5yearly,2020,57.85
108,medium_variant,female,5yearly,2025,63.83
108,medium_variant,male,5yearly,2025,59.53
108,medium_variant,female,5yearly,2030,65.56
108,medium_variant,male,5yearly,2030,61.11
108,medium_variant,female,5yearly,2035,67.14
108,medium_variant,male,5yearly,2035,62.51
108,medium_variant,female,5yearly,2040,68.61
108,medium_variant,male,5yearly,2040,63.79
108,medium_variant,female,5yearly,2045,69.93
108,medium_variant,male,5yearly,2045,64.93
108,medium_variant,female,5yearly,2050,71.13
108,medium_variant,male,5yearly,2050,65.96
108,medium_variant,female,5yearly,2055,72.24
108,medium_variant,male,5yearly,2055,66.85
108,medium_variant,female,5yearly,2060,73.23
108,medium_variant,male,5yearly,2060,67.69
108,medium_variant,female,5yearly,2065,74.18
108,medium_variant,male,5yearly,2065,68.46
108,medium_variant,female,5yearly,2070,75.05
108,medium_variant,male,5yearly,2070,69.18
108,medium_variant,female,5yearly,2075,75.89
108,medium_variant,male,5yearly,2075,69.92
108,medium_variant,female,5yearly,2080,76.67
108,medium_variant,male,5yearly,2080,70.65
108,medium_variant,female,5yearly,2085,77.43
108,medium_variant,male,5yearly,2085,71.37
108,medium_variant,female,5yearly,2090,78.15
108,medium_variant,male,5yearly,2090,72.12
108,medium_variant,female,5yearly,2095,78.83
108,medium_variant,male,5yearly,2095,72.87
108,estimates,female,5yearly,Regi,Burundi
108,estimates,male,5yearly,Regi,Burundi
108,medium_variant,female,5yearly,Regi,Burundi
108,medium_variant,male,5yearly,Regi,Burundi
