country,variant,gender,freq,year,lifeexpectancyatbirth
670,estimates,female,5yearly,1950,52.21
670,estimates,male,5yearly,1950,49.73
670,estimates,female,5yearly,1955,56.75
670,estimates,male,5yearly,1955,53.09
670,estimates,female,5yearly,1960,62.5
670,estimates,male,5yearly,1960,58.51
670,estimates,female,5yearly,1965,65.78
670,estimates,male,5yearly,1965,61.69
670,estimates,female,5yearly,1970,67.76
670,estimates,male,5yearly,1970,63.6
670,estimates,female,5yearly,1975,68.9
670,estimates,male,5yearly,1975,64.23
670,estimates,female,5yearly,1980,70.51
670,estimates,male,5yearly,1980,66.18
670,estimates,female,5yearly,1985,71.91
670,estimates,male,5yearly,1985,67.28
670,estimates,female,5yearly,1990,72.63
670,estimates,male,5yearly,1990,68.35
670,estimates,female,5yearly,1995,72.88
670,estimates,male,5yearly,1995,68.41
670,estimates,female,5yearly,2000,73.26
670,estimates,male,5yearly,2000,68.28
670,estimates,female,5yearly,2005,73.99
670,estimates,male,5yearly,2005,69.82
670,estimates,female,5yearly,2010,74.9
670,estimates,male,5yearly,2010,70.68
670,medium_variant,female,5yearly,2015,75.61
670,medium_variant,male,5yearly,2015,71.19
670,medium_variant,female,5yearly,2020,76.29
670,medium_variant,male,5yearly,2020,71.72
670,medium_variant,female,5yearly,2025,76.93
670,medium_variant,male,5yearly,2025,72.26
670,medium_variant,female,5yearly,2030,77.55
670,medium_variant,male,5yearly,2030,72.85
670,medium_variant,female,5yearly,2035,78.16
670,medium_variant,male,5yearly,2035,73.43
670,medium_variant,female,5yearly,2040,78.75
670,medium_variant,male,5yearly,2040,74.05
670,medium_variant,female,5yearly,2045,79.33
670,medium_variant,male,5yearly,2045,74.69
670,medium_variant,female,5yearly,2050,79.89
670,medium_variant,male,5yearly,2050,75.36
670,medium_variant,female,5yearly,2055,80.44
670,medium_variant,male,5yearly,2055,76.01
670,medium_variant,female,5yearly,2060,80.99
670,medium_variant,male,5yearly,2060,76.73
670,medium_variant,female,5yearly,2065,81.54
670,medium_variant,male,5yearly,2065,77.43
670,medium_variant,female,5yearly,2070,82.05
670,medium_variant,male,5yearly,2070,78.16
670,medium_variant,female,5yearly,2075,82.59
670,medium_variant,male,5yearly,2075,78.96
670,medium_variant,female,5yearly,2080,83.11
670,medium_variant,male,5yearly,2080,79.75
670,medium_variant,female,5yearly,2085,83.65
670,medium_variant,male,5yearly,2085,80.54
670,medium_variant,female,5yearly,2090,84.17
670,medium_variant,male,5yearly,2090,81.33
670,medium_variant,female,5yearly,2095,84.68
670,medium_variant,male,5yearly,2095,82.09
