country,variant,gender,freq,year,lifeexpectancyatbirth
408,estimates,female,5yearly,1950,43.16
408,estimates,male,5yearly,1950,32.57
408,estimates,female,5yearly,1955,52.54
408,estimates,male,5yearly,1955,47.03
408,estimates,female,5yearly,1960,54.55
408,estimates,male,5yearly,1960,48.37
408,estimates,female,5yearly,1965,60.06
408,estimates,male,5yearly,1965,53.89
408,estimates,female,5yearly,1970,64.59
408,estimates,male,5yearly,1970,58.24
408,estimates,female,5yearly,1975,67.86
408,estimates,male,5yearly,1975,61.51
408,estimates,female,5yearly,1980,69.83
408,estimates,male,5yearly,1980,63.53
408,estimates,female,5yearly,1985,71.33
408,estimates,male,5yearly,1985,65.02
408,estimates,female,5yearly,1990,73.31
408,estimates,male,5yearly,1990,65.81
408,estimates,female,5yearly,1995,67.39
408,estimates,male,5yearly,1995,59.25
408,estimates,female,5yearly,2000,71.46
408,estimates,male,5yearly,2000,64.18
408,estimates,female,5yearly,2005,71.75
408,estimates,male,5yearly,2005,64.8
408,estimates,female,5yearly,2010,74.1
408,estimates,male,5yearly,2010,67.17
408,medium_variant,female,5yearly,2015,75.36
408,medium_variant,male,5yearly,2015,68.3
408,medium_variant,female,5yearly,2020,76.47
408,medium_variant,male,5yearly,2020,69.37
408,medium_variant,female,5yearly,2025,77.45
408,medium_variant,male,5yearly,2025,70.38
408,medium_variant,female,5yearly,2030,78.34
408,medium_variant,male,5yearly,2030,71.35
408,medium_variant,female,5yearly,2035,79.16
408,medium_variant,male,5yearly,2035,72.3
408,medium_variant,female,5yearly,2040,79.95
408,medium_variant,male,5yearly,2040,73.26
408,medium_variant,female,5yearly,2045,80.68
408,medium_variant,male,5yearly,2045,74.22
408,medium_variant,female,5yearly,2050,81.37
408,medium_variant,male,5yearly,2050,75.15
408,medium_variant,female,5yearly,2055,82.06
408,medium_variant,male,5yearly,2055,76.15
408,medium_variant,female,5yearly,2060,82.71
408,medium_variant,male,5yearly,2060,77.11
408,medium_variant,female,5yearly,2065,83.33
408,medium_variant,male,5yearly,2065,78.13
408,medium_variant,female,5yearly,2070,83.94
408,medium_variant,male,5yearly,2070,79.1
408,medium_variant,female,5yearly,2075,84.54
408,medium_variant,male,5yearly,2075,80.05
408,medium_variant,female,5yearly,2080,85.13
408,medium_variant,male,5yearly,2080,80.97
408,medium_variant,female,5yearly,2085,85.71
408,medium_variant,male,5yearly,2085,81.79
408,medium_variant,female,5yearly,2090,86.28
408,medium_variant,male,5yearly,2090,82.52
408,medium_variant,female,5yearly,2095,86.84
408,medium_variant,male,5yearly,2095,83.19
408,estimates,female,5yearly,Regi,Dem. People's Republic of Korea
408,estimates,male,5yearly,Regi,Dem. People's Republic of Korea
408,medium_variant,female,5yearly,Regi,Dem. People's Republic of Korea
408,medium_variant,male,5yearly,Regi,Dem. People's Republic of Korea
