country,variant,gender,freq,year,lifeexpectancyatbirth
732,estimates,female,5yearly,1950,37.1
732,estimates,male,5yearly,1950,34.01
732,estimates,female,5yearly,1955,39.1
732,estimates,male,5yearly,1955,35.98
732,estimates,female,5yearly,1960,41.0
732,estimates,male,5yearly,1960,37.96
732,estimates,female,5yearly,1965,43.0
732,estimates,male,5yearly,1965,39.9
732,estimates,female,5yearly,1970,45.1
732,estimates,male,5yearly,1970,41.9
732,estimates,female,5yearly,1975,49.42
732,estimates,male,5yearly,1975,46.18
732,estimates,female,5yearly,1980,53.73
732,estimates,male,5yearly,1980,50.47
732,estimates,female,5yearly,1985,58.05
732,estimates,male,5yearly,1985,54.75
732,estimates,female,5yearly,1990,60.55
732,estimates,male,5yearly,1990,57.25
732,estimates,female,5yearly,1995,63.05
732,estimates,male,5yearly,1995,59.75
732,estimates,female,5yearly,2000,65.83
732,estimates,male,5yearly,2000,62.26
732,estimates,female,5yearly,2005,68.1
732,estimates,male,5yearly,2005,64.71
732,estimates,female,5yearly,2010,70.3
732,estimates,male,5yearly,2010,66.9
732,medium_variant,female,5yearly,2015,71.87
732,medium_variant,male,5yearly,2015,68.24
732,medium_variant,female,5yearly,2020,73.23
732,medium_variant,male,5yearly,2020,69.33
732,medium_variant,female,5yearly,2025,74.42
732,medium_variant,male,5yearly,2025,70.27
732,medium_variant,female,5yearly,2030,75.47
732,medium_variant,male,5yearly,2030,71.14
732,medium_variant,female,5yearly,2035,76.42
732,medium_variant,male,5yearly,2035,71.95
732,medium_variant,female,5yearly,2040,77.31
732,medium_variant,male,5yearly,2040,72.77
732,medium_variant,female,5yearly,2045,78.12
732,medium_variant,male,5yearly,2045,73.58
732,medium_variant,female,5yearly,2050,78.91
732,medium_variant,male,5yearly,2050,74.4
732,medium_variant,female,5yearly,2055,79.64
732,medium_variant,male,5yearly,2055,75.22
732,medium_variant,female,5yearly,2060,80.35
732,medium_variant,male,5yearly,2060,76.05
732,medium_variant,female,5yearly,2065,81.02
732,medium_variant,male,5yearly,2065,76.89
732,medium_variant,female,5yearly,2070,81.7
732,medium_variant,male,5yearly,2070,77.78
732,medium_variant,female,5yearly,2075,82.34
732,medium_variant,male,5yearly,2075,78.62
732,medium_variant,female,5yearly,2080,82.96
732,medium_variant,male,5yearly,2080,79.5
732,medium_variant,female,5yearly,2085,83.59
732,medium_variant,male,5yearly,2085,80.42
732,medium_variant,female,5yearly,2090,84.2
732,medium_variant,male,5yearly,2090,81.29
732,medium_variant,female,5yearly,2095,84.78
732,medium_variant,male,5yearly,2095,82.15
732,estimates,female,5yearly,Regi,Western Sahara
732,estimates,male,5yearly,Regi,Western Sahara
732,medium_variant,female,5yearly,Regi,Western Sahara
732,medium_variant,male,5yearly,Regi,Western Sahara
