country,variant,gender,freq,year,lifeexpectancyatbirth
528,estimates,female,5yearly,1950,73.24
528,estimates,male,5yearly,1950,70.64
528,estimates,female,5yearly,1955,74.67
528,estimates,male,5yearly,1955,71.24
528,estimates,female,5yearly,1960,75.81
528,estimates,male,5yearly,1960,71.19
528,estimates,female,5yearly,1965,76.36
528,estimates,male,5yearly,1965,71.01
528,estimates,female,5yearly,1970,77.11
528,estimates,male,5yearly,1970,71.2
528,estimates,female,5yearly,1975,78.43
528,estimates,male,5yearly,1975,71.98
528,estimates,female,5yearly,1980,79.45
528,estimates,male,5yearly,1980,72.81
528,estimates,female,5yearly,1985,79.92
528,estimates,male,5yearly,1985,73.46
528,estimates,female,5yearly,1990,80.19
528,estimates,male,5yearly,1990,74.22
528,estimates,female,5yearly,1995,80.49
528,estimates,male,5yearly,1995,75.07
528,estimates,female,5yearly,2000,80.96
528,estimates,male,5yearly,2000,76.24
528,estimates,female,5yearly,2005,82.2
528,estimates,male,5yearly,2005,78.01
528,estimates,female,5yearly,2010,83.14
528,estimates,male,5yearly,2010,79.36
528,medium_variant,female,5yearly,2015,83.77
528,medium_variant,male,5yearly,2015,80.33
528,medium_variant,female,5yearly,2020,84.38
528,medium_variant,male,5yearly,2020,81.31
528,medium_variant,female,5yearly,2025,84.98
528,medium_variant,male,5yearly,2025,82.29
528,medium_variant,female,5yearly,2030,85.56
528,medium_variant,male,5yearly,2030,83.16
528,medium_variant,female,5yearly,2035,86.14
528,medium_variant,male,5yearly,2035,83.87
528,medium_variant,female,5yearly,2040,86.71
528,medium_variant,male,5yearly,2040,84.5
528,medium_variant,female,5yearly,2045,87.27
528,medium_variant,male,5yearly,2045,85.07
528,medium_variant,female,5yearly,2050,87.81
528,medium_variant,male,5yearly,2050,85.62
528,medium_variant,female,5yearly,2055,88.36
528,medium_variant,male,5yearly,2055,86.16
528,medium_variant,female,5yearly,2060,88.91
528,medium_variant,male,5yearly,2060,86.7
528,medium_variant,female,5yearly,2065,89.45
528,medium_variant,male,5yearly,2065,87.21
528,medium_variant,female,5yearly,2070,89.98
528,medium_variant,male,5yearly,2070,87.74
528,medium_variant,female,5yearly,2075,90.5
528,medium_variant,male,5yearly,2075,88.25
528,medium_variant,female,5yearly,2080,91.04
528,medium_variant,male,5yearly,2080,88.77
528,medium_variant,female,5yearly,2085,91.58
528,medium_variant,male,5yearly,2085,89.3
528,medium_variant,female,5yearly,2090,92.11
528,medium_variant,male,5yearly,2090,89.83
528,medium_variant,female,5yearly,2095,92.64
528,medium_variant,male,5yearly,2095,90.34
