country,variant,gender,freq,year,lifeexpectancyatbirth
638,estimates,female,5yearly,1950,50.59
638,estimates,male,5yearly,1950,44.91
638,estimates,female,5yearly,1955,56.95
638,estimates,male,5yearly,1955,49.87
638,estimates,female,5yearly,1960,61.51
638,estimates,male,5yearly,1960,53.95
638,estimates,female,5yearly,1965,65.35
638,estimates,male,5yearly,1965,57.49
638,estimates,female,5yearly,1970,68.58
638,estimates,male,5yearly,1970,60.54
638,estimates,female,5yearly,1975,71.33
638,estimates,male,5yearly,1975,63.22
638,estimates,female,5yearly,1980,73.68
638,estimates,male,5yearly,1980,65.59
638,estimates,female,5yearly,1985,75.73
638,estimates,male,5yearly,1985,67.7
638,estimates,female,5yearly,1990,77.53
638,estimates,male,5yearly,1990,69.61
638,estimates,female,5yearly,1995,79.12
638,estimates,male,5yearly,1995,71.36
638,estimates,female,5yearly,2000,80.56
638,estimates,male,5yearly,2000,72.97
638,estimates,female,5yearly,2005,81.87
638,estimates,male,5yearly,2005,74.47
638,estimates,female,5yearly,2010,82.9
638,estimates,male,5yearly,2010,76.04
638,medium_variant,female,5yearly,2015,83.75
638,medium_variant,male,5yearly,2015,77.32
638,medium_variant,female,5yearly,2020,84.55
638,medium_variant,male,5yearly,2020,78.6
638,medium_variant,female,5yearly,2025,85.32
638,medium_variant,male,5yearly,2025,79.83
638,medium_variant,female,5yearly,2030,86.06
638,medium_variant,male,5yearly,2030,80.8
638,medium_variant,female,5yearly,2035,86.77
638,medium_variant,male,5yearly,2035,81.58
638,medium_variant,female,5yearly,2040,87.47
638,medium_variant,male,5yearly,2040,82.29
638,medium_variant,female,5yearly,2045,88.14
638,medium_variant,male,5yearly,2045,82.97
638,medium_variant,female,5yearly,2050,88.8
638,medium_variant,male,5yearly,2050,83.65
638,medium_variant,female,5yearly,2055,89.44
638,medium_variant,male,5yearly,2055,84.29
638,medium_variant,female,5yearly,2060,90.08
638,medium_variant,male,5yearly,2060,84.93
638,medium_variant,female,5yearly,2065,90.71
638,medium_variant,male,5yearly,2065,85.55
638,medium_variant,female,5yearly,2070,91.32
638,medium_variant,male,5yearly,2070,86.17
638,medium_variant,female,5yearly,2075,91.93
638,medium_variant,male,5yearly,2075,86.78
638,medium_variant,female,5yearly,2080,92.53
638,medium_variant,male,5yearly,2080,87.37
638,medium_variant,female,5yearly,2085,93.13
638,medium_variant,male,5yearly,2085,87.96
638,medium_variant,female,5yearly,2090,93.72
638,medium_variant,male,5yearly,2090,88.56
638,medium_variant,female,5yearly,2095,94.31
638,medium_variant,male,5yearly,2095,89.14
