country,variant,gender,freq,year,lifeexpectancyatbirth
36,estimates,female,5yearly,1950,72.29
36,estimates,male,5yearly,1950,66.73
36,estimates,female,5yearly,1955,73.58
36,estimates,male,5yearly,1955,67.55
36,estimates,female,5yearly,1960,74.24
36,estimates,male,5yearly,1960,67.8
36,estimates,female,5yearly,1965,74.35
36,estimates,male,5yearly,1965,67.63
36,estimates,female,5yearly,1970,75.33
36,estimates,male,5yearly,1970,68.45
36,estimates,female,5yearly,1975,77.21
36,estimates,male,5yearly,1975,70.17
36,estimates,female,5yearly,1980,78.56
36,estimates,male,5yearly,1980,71.74
36,estimates,female,5yearly,1985,79.4
36,estimates,male,5yearly,1985,73.04
36,estimates,female,5yearly,1990,80.69
36,estimates,male,5yearly,1990,74.72
36,estimates,female,5yearly,1995,81.66
36,estimates,male,5yearly,1995,76.03
36,estimates,female,5yearly,2000,82.84
36,estimates,male,5yearly,2000,77.81
36,estimates,female,5yearly,2005,83.77
36,estimates,male,5yearly,2005,79.19
36,estimates,female,5yearly,2010,84.41
36,estimates,male,5yearly,2010,80.21
36,medium_variant,female,5yearly,2015,85.04
36,medium_variant,male,5yearly,2015,81.28
36,medium_variant,female,5yearly,2020,85.66
36,medium_variant,male,5yearly,2020,82.27
36,medium_variant,female,5yearly,2025,86.29
36,medium_variant,male,5yearly,2025,83.01
36,medium_variant,female,5yearly,2030,86.91
36,medium_variant,male,5yearly,2030,83.67
36,medium_variant,female,5yearly,2035,87.52
36,medium_variant,male,5yearly,2035,84.3
36,medium_variant,female,5yearly,2040,88.13
36,medium_variant,male,5yearly,2040,84.92
36,medium_variant,female,5yearly,2045,88.74
36,medium_variant,male,5yearly,2045,85.52
36,medium_variant,female,5yearly,2050,89.34
36,medium_variant,male,5yearly,2050,86.11
36,medium_variant,female,5yearly,2055,89.95
36,medium_variant,male,5yearly,2055,86.72
36,medium_variant,female,5yearly,2060,90.55
36,medium_variant,male,5yearly,2060,87.29
36,medium_variant,female,5yearly,2065,91.14
36,medium_variant,male,5yearly,2065,87.9
36,medium_variant,female,5yearly,2070,91.73
36,medium_variant,male,5yearly,2070,88.49
36,medium_variant,female,5yearly,2075,92.32
36,medium_variant,male,5yearly,2075,89.07
36,medium_variant,female,5yearly,2080,92.92
36,medium_variant,male,5yearly,2080,89.68
36,medium_variant,female,5yearly,2085,93.51
36,medium_variant,male,5yearly,2085,90.27
36,medium_variant,female,5yearly,2090,94.09
36,medium_variant,male,5yearly,2090,90.84
36,medium_variant,female,5yearly,2095,94.68
36,medium_variant,male,5yearly,2095,91.44
