country,variant,gender,freq,year,lifeexpectancyatbirth
8,estimates,female,5yearly,1950,56.1
8,estimates,male,5yearly,1950,54.4
8,estimates,female,5yearly,1955,60.1
8,estimates,male,5yearly,1955,58.5
8,estimates,female,5yearly,1960,66.0
8,estimates,male,5yearly,1960,63.7
8,estimates,female,5yearly,1965,67.4
8,estimates,male,5yearly,1965,65.1
8,estimates,female,5yearly,1970,69.5
8,estimates,male,5yearly,1970,65.99
8,estimates,female,5yearly,1975,71.2
8,estimates,male,5yearly,1975,68.28
8,estimates,female,5yearly,1980,73.0
8,estimates,male,5yearly,1980,68.45
8,estimates,female,5yearly,1985,75.01
8,estimates,male,5yearly,1985,69.3
8,estimates,female,5yearly,1990,74.86
8,estimates,male,5yearly,1990,68.91
8,estimates,female,5yearly,1995,76.1
8,estimates,male,5yearly,1995,70.15
8,estimates,female,5yearly,2000,77.75
8,estimates,male,5yearly,2000,72.25
8,estimates,female,5yearly,2005,78.54
8,estimates,male,5yearly,2005,73.16
8,estimates,female,5yearly,2010,79.87
8,estimates,male,5yearly,2010,75.64
8,medium_variant,female,5yearly,2015,80.64
8,medium_variant,male,5yearly,2015,76.55
8,medium_variant,female,5yearly,2020,81.4
8,medium_variant,male,5yearly,2020,77.48
8,medium_variant,female,5yearly,2025,82.11
8,medium_variant,male,5yearly,2025,78.41
8,medium_variant,female,5yearly,2030,82.8
8,medium_variant,male,5yearly,2030,79.38
8,medium_variant,female,5yearly,2035,83.48
8,medium_variant,male,5yearly,2035,80.34
8,medium_variant,female,5yearly,2040,84.14
8,medium_variant,male,5yearly,2040,81.34
8,medium_variant,female,5yearly,2045,84.78
8,medium_variant,male,5yearly,2045,82.32
8,medium_variant,female,5yearly,2050,85.41
8,medium_variant,male,5yearly,2050,83.23
8,medium_variant,female,5yearly,2055,86.03
8,medium_variant,male,5yearly,2055,83.98
8,medium_variant,female,5yearly,2060,86.63
8,medium_variant,male,5yearly,2060,84.65
8,medium_variant,female,5yearly,2065,87.23
8,medium_variant,male,5yearly,2065,85.25
8,medium_variant,female,5yearly,2070,87.82
8,medium_variant,male,5yearly,2070,85.83
8,medium_variant,female,5yearly,2075,88.43
8,medium_variant,male,5yearly,2075,86.41
8,medium_variant,female,5yearly,2080,89.02
8,medium_variant,male,5yearly,2080,86.99
8,medium_variant,female,5yearly,2085,89.6
8,medium_variant,male,5yearly,2085,87.56
8,medium_variant,female,5yearly,2090,90.17
8,medium_variant,male,5yearly,2090,88.14
8,medium_variant,female,5yearly,2095,90.74
8,medium_variant,male,5yearly,2095,88.69
8,estimates,female,5yearly,Regi,Albania
8,estimates,male,5yearly,Regi,Albania
8,medium_variant,female,5yearly,Regi,Albania
8,medium_variant,male,5yearly,Regi,Albania
