country,variant,gender,freq,year,lifeexpectancyatbirth
364,estimates,female,5yearly,1950,39.05
364,estimates,male,5yearly,1950,42.12
364,estimates,female,5yearly,1955,42.46
364,estimates,male,5yearly,1955,44.51
364,estimates,female,5yearly,1960,45.83
364,estimates,male,5yearly,1960,46.89
364,estimates,female,5yearly,1965,49.2
364,estimates,male,5yearly,1965,49.17
364,estimates,female,5yearly,1970,52.85
364,estimates,male,5yearly,1970,52.52
364,estimates,female,5yearly,1975,57.22
364,estimates,male,5yearly,1975,56.24
364,estimates,female,5yearly,1980,61.3
364,estimates,male,5yearly,1980,45.18
364,estimates,female,5yearly,1985,64.81
364,estimates,male,5yearly,1985,55.82
364,estimates,female,5yearly,1990,67.53
364,estimates,male,5yearly,1990,66.23
364,estimates,female,5yearly,1995,69.88
364,estimates,male,5yearly,1995,68.24
364,estimates,female,5yearly,2000,72.33
364,estimates,male,5yearly,2000,69.98
364,estimates,female,5yearly,2005,74.58
364,estimates,male,5yearly,2005,71.03
364,estimates,female,5yearly,2010,76.22
364,estimates,male,5yearly,2010,73.98
364,medium_variant,female,5yearly,2015,77.43
364,medium_variant,male,5yearly,2015,75.07
364,medium_variant,female,5yearly,2020,78.5
364,medium_variant,male,5yearly,2020,76.08
364,medium_variant,female,5yearly,2025,79.48
364,medium_variant,male,5yearly,2025,77.05
364,medium_variant,female,5yearly,2030,80.38
364,medium_variant,male,5yearly,2030,78.01
364,medium_variant,female,5yearly,2035,81.23
364,medium_variant,male,5yearly,2035,78.95
364,medium_variant,female,5yearly,2040,82.02
364,medium_variant,male,5yearly,2040,79.9
364,medium_variant,female,5yearly,2045,82.78
364,medium_variant,male,5yearly,2045,80.85
364,medium_variant,female,5yearly,2050,83.5
364,medium_variant,male,5yearly,2050,81.78
364,medium_variant,female,5yearly,2055,84.21
364,medium_variant,male,5yearly,2055,82.67
364,medium_variant,female,5yearly,2060,84.87
364,medium_variant,male,5yearly,2060,83.52
364,medium_variant,female,5yearly,2065,85.53
364,medium_variant,male,5yearly,2065,84.3
364,medium_variant,female,5yearly,2070,86.17
364,medium_variant,male,5yearly,2070,84.97
364,medium_variant,female,5yearly,2075,86.79
364,medium_variant,male,5yearly,2075,85.58
364,medium_variant,female,5yearly,2080,87.42
364,medium_variant,male,5yearly,2080,86.18
364,medium_variant,female,5yearly,2085,88.02
364,medium_variant,male,5yearly,2085,86.76
364,medium_variant,female,5yearly,2090,88.63
364,medium_variant,male,5yearly,2090,87.32
364,medium_variant,female,5yearly,2095,89.22
364,medium_variant,male,5yearly,2095,87.87
