country,variant,gender,freq,year,lifeexpectancyatbirth
414,estimates,female,5yearly,1950,54.96
414,estimates,male,5yearly,1950,52.5
414,estimates,female,5yearly,1955,59.8
414,estimates,male,5yearly,1955,57.18
414,estimates,female,5yearly,1960,63.68
414,estimates,male,5yearly,1960,60.94
414,estimates,female,5yearly,1965,66.6
414,estimates,male,5yearly,1965,63.72
414,estimates,female,5yearly,1970,68.8
414,estimates,male,5yearly,1970,65.84
414,estimates,female,5yearly,1975,70.38
414,estimates,male,5yearly,1975,67.6
414,estimates,female,5yearly,1980,71.81
414,estimates,male,5yearly,1980,69.39
414,estimates,female,5yearly,1985,72.94
414,estimates,male,5yearly,1985,70.84
414,estimates,female,5yearly,1990,73.61
414,estimates,male,5yearly,1990,71.68
414,estimates,female,5yearly,1995,74.07
414,estimates,male,5yearly,1995,72.22
414,estimates,female,5yearly,2000,74.43
414,estimates,male,5yearly,2000,72.62
414,estimates,female,5yearly,2005,74.75
414,estimates,male,5yearly,2005,73.01
414,estimates,female,5yearly,2010,75.48
414,estimates,male,5yearly,2010,73.46
414,medium_variant,female,5yearly,2015,76.21
414,medium_variant,male,5yearly,2015,73.95
414,medium_variant,female,5yearly,2020,76.91
414,medium_variant,male,5yearly,2020,74.46
414,medium_variant,female,5yearly,2025,77.55
414,medium_variant,male,5yearly,2025,74.98
414,medium_variant,female,5yearly,2030,78.18
414,medium_variant,male,5yearly,2030,75.51
414,medium_variant,female,5yearly,2035,78.8
414,medium_variant,male,5yearly,2035,76.08
414,medium_variant,female,5yearly,2040,79.41
414,medium_variant,male,5yearly,2040,76.68
414,medium_variant,female,5yearly,2045,79.98
414,medium_variant,male,5yearly,2045,77.28
414,medium_variant,female,5yearly,2050,80.56
414,medium_variant,male,5yearly,2050,77.91
414,medium_variant,female,5yearly,2055,81.11
414,medium_variant,male,5yearly,2055,78.56
414,medium_variant,female,5yearly,2060,81.65
414,medium_variant,male,5yearly,2060,79.21
414,medium_variant,female,5yearly,2065,82.2
414,medium_variant,male,5yearly,2065,79.91
414,medium_variant,female,5yearly,2070,82.74
414,medium_variant,male,5yearly,2070,80.62
414,medium_variant,female,5yearly,2075,83.27
414,medium_variant,male,5yearly,2075,81.34
414,medium_variant,female,5yearly,2080,83.8
414,medium_variant,male,5yearly,2080,82.03
414,medium_variant,female,5yearly,2085,84.31
414,medium_variant,male,5yearly,2085,82.74
414,medium_variant,female,5yearly,2090,84.84
414,medium_variant,male,5yearly,2090,83.4
414,medium_variant,female,5yearly,2095,85.36
414,medium_variant,male,5yearly,2095,84.03
