country,variant,gender,freq,year,lifeexpectancyatbirth
756,estimates,female,5yearly,1950,71.63
756,estimates,male,5yearly,1950,66.98
756,estimates,female,5yearly,1955,73.24
756,estimates,male,5yearly,1955,68.1
756,estimates,female,5yearly,1960,74.43
756,estimates,male,5yearly,1960,68.68
756,estimates,female,5yearly,1965,75.44
756,estimates,male,5yearly,1965,69.64
756,estimates,female,5yearly,1970,76.77
756,estimates,male,5yearly,1970,70.58
756,estimates,female,5yearly,1975,78.45
756,estimates,male,5yearly,1975,71.85
756,estimates,female,5yearly,1980,79.4
756,estimates,male,5yearly,1980,72.69
756,estimates,female,5yearly,1985,80.56
756,estimates,male,5yearly,1985,73.8
756,estimates,female,5yearly,1990,81.25
756,estimates,male,5yearly,1990,74.5
756,estimates,female,5yearly,1995,82.16
756,estimates,male,5yearly,1995,76.12
756,estimates,female,5yearly,2000,83.08
756,estimates,male,5yearly,2000,77.72
756,estimates,female,5yearly,2005,84.09
756,estimates,male,5yearly,2005,79.29
756,estimates,female,5yearly,2010,84.75
756,estimates,male,5yearly,2010,80.5
756,medium_variant,female,5yearly,2015,85.41
756,medium_variant,male,5yearly,2015,81.61
756,medium_variant,female,5yearly,2020,86.06
756,medium_variant,male,5yearly,2020,82.46
756,medium_variant,female,5yearly,2025,86.7
756,medium_variant,male,5yearly,2025,83.15
756,medium_variant,female,5yearly,2030,87.33
756,medium_variant,male,5yearly,2030,83.79
756,medium_variant,female,5yearly,2035,87.96
756,medium_variant,male,5yearly,2035,84.43
756,medium_variant,female,5yearly,2040,88.58
756,medium_variant,male,5yearly,2040,85.06
756,medium_variant,female,5yearly,2045,89.19
756,medium_variant,male,5yearly,2045,85.67
756,medium_variant,female,5yearly,2050,89.79
756,medium_variant,male,5yearly,2050,86.27
756,medium_variant,female,5yearly,2055,90.4
756,medium_variant,male,5yearly,2055,86.86
756,medium_variant,female,5yearly,2060,90.98
756,medium_variant,male,5yearly,2060,87.46
756,medium_variant,female,5yearly,2065,91.57
756,medium_variant,male,5yearly,2065,88.05
756,medium_variant,female,5yearly,2070,92.16
756,medium_variant,male,5yearly,2070,88.63
756,medium_variant,female,5yearly,2075,92.75
756,medium_variant,male,5yearly,2075,89.22
756,medium_variant,female,5yearly,2080,93.33
756,medium_variant,male,5yearly,2080,89.79
756,medium_variant,female,5yearly,2085,93.91
756,medium_variant,male,5yearly,2085,90.36
756,medium_variant,female,5yearly,2090,94.49
756,medium_variant,male,5yearly,2090,90.95
756,medium_variant,female,5yearly,2095,95.07
756,medium_variant,male,5yearly,2095,91.52
