country,variant,gender,freq,year,lifeexpectancyatbirth
372,estimates,female,5yearly,1950,68.33
372,estimates,male,5yearly,1950,65.55
372,estimates,female,5yearly,1955,70.94
372,estimates,male,5yearly,1955,67.49
372,estimates,female,5yearly,1960,72.2
372,estimates,male,5yearly,1960,68.22
372,estimates,female,5yearly,1965,73.08
372,estimates,male,5yearly,1965,68.63
372,estimates,female,5yearly,1970,73.87
372,estimates,male,5yearly,1970,68.82
372,estimates,female,5yearly,1975,74.81
372,estimates,male,5yearly,1975,69.43
372,estimates,female,5yearly,1980,76.14
372,estimates,male,5yearly,1980,70.46
372,estimates,female,5yearly,1985,77.15
372,estimates,male,5yearly,1985,71.47
372,estimates,female,5yearly,1990,78.2
372,estimates,male,5yearly,1990,72.6
372,estimates,female,5yearly,1995,78.82
372,estimates,male,5yearly,1995,73.33
372,estimates,female,5yearly,2000,80.38
372,estimates,male,5yearly,2000,75.3
372,estimates,female,5yearly,2005,81.99
372,estimates,male,5yearly,2005,77.36
372,estimates,female,5yearly,2010,82.96
372,estimates,male,5yearly,2010,78.73
372,medium_variant,female,5yearly,2015,83.66
372,medium_variant,male,5yearly,2015,79.77
372,medium_variant,female,5yearly,2020,84.34
372,medium_variant,male,5yearly,2020,80.82
372,medium_variant,female,5yearly,2025,85.01
372,medium_variant,male,5yearly,2025,81.89
372,medium_variant,female,5yearly,2030,85.66
372,medium_variant,male,5yearly,2030,82.83
372,medium_variant,female,5yearly,2035,86.3
372,medium_variant,male,5yearly,2035,83.59
372,medium_variant,female,5yearly,2040,86.92
372,medium_variant,male,5yearly,2040,84.27
372,medium_variant,female,5yearly,2045,87.55
372,medium_variant,male,5yearly,2045,84.9
372,medium_variant,female,5yearly,2050,88.16
372,medium_variant,male,5yearly,2050,85.5
372,medium_variant,female,5yearly,2055,88.76
372,medium_variant,male,5yearly,2055,86.09
372,medium_variant,female,5yearly,2060,89.36
372,medium_variant,male,5yearly,2060,86.69
372,medium_variant,female,5yearly,2065,89.95
372,medium_variant,male,5yearly,2065,87.28
372,medium_variant,female,5yearly,2070,90.54
372,medium_variant,male,5yearly,2070,87.88
372,medium_variant,female,5yearly,2075,91.13
372,medium_variant,male,5yearly,2075,88.46
372,medium_variant,female,5yearly,2080,91.72
372,medium_variant,male,5yearly,2080,89.04
372,medium_variant,female,5yearly,2085,92.32
372,medium_variant,male,5yearly,2085,89.6
372,medium_variant,female,5yearly,2090,92.89
372,medium_variant,male,5yearly,2090,90.18
372,medium_variant,female,5yearly,2095,93.47
372,medium_variant,male,5yearly,2095,90.76
