country,variant,gender,freq,year,lifeexpectancyatbirth
496,estimates,female,5yearly,1950,44.91
496,estimates,male,5yearly,1950,41.47
496,estimates,female,5yearly,1955,48.48
496,estimates,male,5yearly,1955,43.78
496,estimates,female,5yearly,1960,52.85
496,estimates,male,5yearly,1960,48.66
496,estimates,female,5yearly,1965,56.13
496,estimates,male,5yearly,1965,51.68
496,estimates,female,5yearly,1970,58.79
496,estimates,male,5yearly,1970,54.15
496,estimates,female,5yearly,1975,59.25
496,estimates,male,5yearly,1975,54.53
496,estimates,female,5yearly,1980,59.73
496,estimates,male,5yearly,1980,54.96
496,estimates,female,5yearly,1985,61.99
496,estimates,male,5yearly,1985,57.3
496,estimates,female,5yearly,1990,63.53
496,estimates,male,5yearly,1990,58.15
496,estimates,female,5yearly,1995,64.29
496,estimates,male,5yearly,1995,59.46
496,estimates,female,5yearly,2000,67.74
496,estimates,male,5yearly,2000,60.77
496,estimates,female,5yearly,2005,70.27
496,estimates,male,5yearly,2005,62.36
496,estimates,female,5yearly,2010,72.7
496,estimates,male,5yearly,2010,64.52
496,medium_variant,female,5yearly,2015,73.76
496,medium_variant,male,5yearly,2015,65.47
496,medium_variant,female,5yearly,2020,74.74
496,medium_variant,male,5yearly,2020,66.35
496,medium_variant,female,5yearly,2025,75.64
496,medium_variant,male,5yearly,2025,67.2
496,medium_variant,female,5yearly,2030,76.48
496,medium_variant,male,5yearly,2030,68.04
496,medium_variant,female,5yearly,2035,77.3
496,medium_variant,male,5yearly,2035,68.89
496,medium_variant,female,5yearly,2040,78.07
496,medium_variant,male,5yearly,2040,69.79
496,medium_variant,female,5yearly,2045,78.79
496,medium_variant,male,5yearly,2045,70.67
496,medium_variant,female,5yearly,2050,79.51
496,medium_variant,male,5yearly,2050,71.59
496,medium_variant,female,5yearly,2055,80.21
496,medium_variant,male,5yearly,2055,72.52
496,medium_variant,female,5yearly,2060,80.89
496,medium_variant,male,5yearly,2060,73.43
496,medium_variant,female,5yearly,2065,81.54
496,medium_variant,male,5yearly,2065,74.39
496,medium_variant,female,5yearly,2070,82.19
496,medium_variant,male,5yearly,2070,75.36
496,medium_variant,female,5yearly,2075,82.82
496,medium_variant,male,5yearly,2075,76.37
496,medium_variant,female,5yearly,2080,83.46
496,medium_variant,male,5yearly,2080,77.41
496,medium_variant,female,5yearly,2085,84.07
496,medium_variant,male,5yearly,2085,78.41
496,medium_variant,female,5yearly,2090,84.69
496,medium_variant,male,5yearly,2090,79.38
496,medium_variant,female,5yearly,2095,85.27
496,medium_variant,male,5yearly,2095,80.28
