country,variant,gender,freq,year,lifeexpectancyatbirth
516,estimates,female,5yearly,1950,44.1
516,estimates,male,5yearly,1950,39.5
516,estimates,female,5yearly,1955,47.5
516,estimates,male,5yearly,1955,43.1
516,estimates,female,5yearly,1960,50.6
516,estimates,male,5yearly,1960,46.3
516,estimates,female,5yearly,1965,53.22
516,estimates,male,5yearly,1965,49.2
516,estimates,female,5yearly,1970,56
516,estimates,male,5yearly,1970,51.1
516,estimates,female,5yearly,1975,59.2
516,estimates,male,5yearly,1975,54.07
516,estimates,female,5yearly,1980,61.1
516,estimates,male,5yearly,1980,55.55
516,estimates,female,5yearly,1985,63.46
516,estimates,male,5yearly,1985,57.84
516,estimates,female,5yearly,1990,64.62
516,estimates,male,5yearly,1990,58.42
516,estimates,female,5yearly,1995,60.96
516,estimates,male,5yearly,1995,55.25
516,estimates,female,5yearly,2000,55.88
516,estimates,male,5yearly,2000,51.73
516,estimates,female,5yearly,2005,56.57
516,estimates,male,5yearly,2005,53.28
516,estimates,female,5yearly,2010,64.28
516,estimates,male,5yearly,2010,59.07
516,medium_variant,female,5yearly,2015,67.89
516,medium_variant,male,5yearly,2015,61.97
516,medium_variant,female,5yearly,2020,68.85
516,medium_variant,male,5yearly,2020,63.48
516,medium_variant,female,5yearly,2025,70.12
516,medium_variant,male,5yearly,2025,65.18
516,medium_variant,female,5yearly,2030,71.41
516,medium_variant,male,5yearly,2030,66.81
516,medium_variant,female,5yearly,2035,72.74
516,medium_variant,male,5yearly,2035,68.29
516,medium_variant,female,5yearly,2040,74.04
516,medium_variant,male,5yearly,2040,69.64
516,medium_variant,female,5yearly,2045,75.29
516,medium_variant,male,5yearly,2045,70.88
516,medium_variant,female,5yearly,2050,76.41
516,medium_variant,male,5yearly,2050,71.98
516,medium_variant,female,5yearly,2055,77.38
516,medium_variant,male,5yearly,2055,72.93
516,medium_variant,female,5yearly,2060,78.28
516,medium_variant,male,5yearly,2060,73.79
516,medium_variant,female,5yearly,2065,79.02
516,medium_variant,male,5yearly,2065,74.49
516,medium_variant,female,5yearly,2070,79.71
516,medium_variant,male,5yearly,2070,75.18
516,medium_variant,female,5yearly,2075,80.4
516,medium_variant,male,5yearly,2075,75.85
516,medium_variant,female,5yearly,2080,81.06
516,medium_variant,male,5yearly,2080,76.52
516,medium_variant,female,5yearly,2085,81.72
516,medium_variant,male,5yearly,2085,77.19
516,medium_variant,female,5yearly,2090,82.37
516,medium_variant,male,5yearly,2090,77.86
516,medium_variant,female,5yearly,2095,83.01
516,medium_variant,male,5yearly,2095,78.53
