country,variant,gender,freq,year,lifeexpectancyatbirth
270,estimates,female,5yearly,1950,31.44
270,estimates,male,5yearly,1950,29.09
270,estimates,female,5yearly,1955,32.77
270,estimates,male,5yearly,1955,30.36
270,estimates,female,5yearly,1960,34.08
270,estimates,male,5yearly,1960,31.62
270,estimates,female,5yearly,1965,37.07
270,estimates,male,5yearly,1965,34.64
270,estimates,female,5yearly,1970,41.38
270,estimates,male,5yearly,1970,38.89
270,estimates,female,5yearly,1975,45.57
270,estimates,male,5yearly,1975,43.04
270,estimates,female,5yearly,1980,49.57
270,estimates,male,5yearly,1980,47.01
270,estimates,female,5yearly,1985,52.73
270,estimates,male,5yearly,1985,50.14
270,estimates,female,5yearly,1990,54.17
270,estimates,male,5yearly,1990,51.72
270,estimates,female,5yearly,1995,56.23
270,estimates,male,5yearly,1995,53.77
270,estimates,female,5yearly,2000,58.08
270,estimates,male,5yearly,2000,55.9
270,estimates,female,5yearly,2005,60.16
270,estimates,male,5yearly,2005,57.63
270,estimates,female,5yearly,2010,61.64
270,estimates,male,5yearly,2010,59.06
270,medium_variant,female,5yearly,2015,62.95
270,medium_variant,male,5yearly,2015,60.17
270,medium_variant,female,5yearly,2020,64.07
270,medium_variant,male,5yearly,2020,61.09
270,medium_variant,female,5yearly,2025,65.08
270,medium_variant,male,5yearly,2025,61.91
270,medium_variant,female,5yearly,2030,66
270,medium_variant,male,5yearly,2030,62.62
270,medium_variant,female,5yearly,2035,66.86
270,medium_variant,male,5yearly,2035,63.28
270,medium_variant,female,5yearly,2040,67.66
270,medium_variant,male,5yearly,2040,63.88
270,medium_variant,female,5yearly,2045,68.4
270,medium_variant,male,5yearly,2045,64.43
270,medium_variant,female,5yearly,2050,69.11
270,medium_variant,male,5yearly,2050,64.92
270,medium_variant,female,5yearly,2055,69.8
270,medium_variant,male,5yearly,2055,65.39
270,medium_variant,female,5yearly,2060,70.46
270,medium_variant,male,5yearly,2060,65.85
270,medium_variant,female,5yearly,2065,71.09
270,medium_variant,male,5yearly,2065,66.28
270,medium_variant,female,5yearly,2070,71.74
270,medium_variant,male,5yearly,2070,66.72
270,medium_variant,female,5yearly,2075,72.37
270,medium_variant,male,5yearly,2075,67.17
270,medium_variant,female,5yearly,2080,72.98
270,medium_variant,male,5yearly,2080,67.56
270,medium_variant,female,5yearly,2085,73.56
270,medium_variant,male,5yearly,2085,67.97
270,medium_variant,female,5yearly,2090,74.17
270,medium_variant,male,5yearly,2090,68.41
270,medium_variant,female,5yearly,2095,74.75
270,medium_variant,male,5yearly,2095,68.84
