country,variant,gender,freq,year,lifeexpectancyatbirth
12,estimates,female,5yearly,1950,43.54
12,estimates,male,5yearly,1950,42.29
12,estimates,female,5yearly,1955,45.7
12,estimates,male,5yearly,1955,44.34
12,estimates,female,5yearly,1960,48.04
12,estimates,male,5yearly,1960,46.55
12,estimates,female,5yearly,1965,50.27
12,estimates,male,5yearly,1965,48.66
12,estimates,female,5yearly,1970,52.35
12,estimates,male,5yearly,1970,50.61
12,estimates,female,5yearly,1975,55.87
12,estimates,male,5yearly,1975,53.99
12,estimates,female,5yearly,1980,63.04
12,estimates,male,5yearly,1980,60.11
12,estimates,female,5yearly,1985,67.31
12,estimates,male,5yearly,1985,64.41
12,estimates,female,5yearly,1990,68.83
12,estimates,male,5yearly,1990,65.63
12,estimates,female,5yearly,1995,70.63
12,estimates,male,5yearly,1995,67.72
12,estimates,female,5yearly,2000,72.93
12,estimates,male,5yearly,2000,70.13
12,estimates,female,5yearly,2005,75.18
12,estimates,male,5yearly,2005,72.64
12,estimates,female,5yearly,2010,76.49
12,estimates,male,5yearly,2010,74.1
12,medium_variant,female,5yearly,2015,77.67
12,medium_variant,male,5yearly,2015,75.16
12,medium_variant,female,5yearly,2020,78.73
12,medium_variant,male,5yearly,2020,76.19
12,medium_variant,female,5yearly,2025,79.7
12,medium_variant,male,5yearly,2025,77.15
12,medium_variant,female,5yearly,2030,80.58
12,medium_variant,male,5yearly,2030,78.1
12,medium_variant,female,5yearly,2035,81.41
12,medium_variant,male,5yearly,2035,79.05
12,medium_variant,female,5yearly,2040,82.19
12,medium_variant,male,5yearly,2040,79.97
12,medium_variant,female,5yearly,2045,82.92
12,medium_variant,male,5yearly,2045,80.9
12,medium_variant,female,5yearly,2050,83.64
12,medium_variant,male,5yearly,2050,81.83
12,medium_variant,female,5yearly,2055,84.32
12,medium_variant,male,5yearly,2055,82.75
12,medium_variant,female,5yearly,2060,84.98
12,medium_variant,male,5yearly,2060,83.59
12,medium_variant,female,5yearly,2065,85.63
12,medium_variant,male,5yearly,2065,84.37
12,medium_variant,female,5yearly,2070,86.25
12,medium_variant,male,5yearly,2070,85.03
12,medium_variant,female,5yearly,2075,86.87
12,medium_variant,male,5yearly,2075,85.61
12,medium_variant,female,5yearly,2080,87.48
12,medium_variant,male,5yearly,2080,86.19
12,medium_variant,female,5yearly,2085,88.09
12,medium_variant,male,5yearly,2085,86.77
12,medium_variant,female,5yearly,2090,88.67
12,medium_variant,male,5yearly,2090,87.32
12,medium_variant,female,5yearly,2095,89.26
12,medium_variant,male,5yearly,2095,87.88
12,estimates,female,5yearly,Regi,Algeria
12,estimates,male,5yearly,Regi,Algeria
12,medium_variant,female,5yearly,Regi,Algeria
12,medium_variant,male,5yearly,Regi,Algeria
