country,variant,gender,freq,year,lifeexpectancyatbirth
84,estimates,female,5yearly,1950,57.3
84,estimates,male,5yearly,1950,54.56
84,estimates,female,5yearly,1955,60.01
84,estimates,male,5yearly,1955,57.3
84,estimates,female,5yearly,1960,62.66
84,estimates,male,5yearly,1960,60.06
84,estimates,female,5yearly,1965,65.41
84,estimates,male,5yearly,1965,63.13
84,estimates,female,5yearly,1970,68
84,estimates,male,5yearly,1970,65.46
84,estimates,female,5yearly,1975,70.41
84,estimates,male,5yearly,1975,66.92
84,estimates,female,5yearly,1980,72.29
84,estimates,male,5yearly,1980,68.54
84,estimates,female,5yearly,1985,73.6
84,estimates,male,5yearly,1985,69.47
84,estimates,female,5yearly,1990,73.12
84,estimates,male,5yearly,1990,68.24
84,estimates,female,5yearly,1995,71.46
84,estimates,male,5yearly,1995,66.02
84,estimates,female,5yearly,2000,71.63
84,estimates,male,5yearly,2000,65.73
84,estimates,female,5yearly,2005,72.39
84,estimates,male,5yearly,2005,67
84,estimates,female,5yearly,2010,72.72
84,estimates,male,5yearly,2010,67.19
84,medium_variant,female,5yearly,2015,73.75
84,medium_variant,male,5yearly,2015,68.03
84,medium_variant,female,5yearly,2020,74.7
84,medium_variant,male,5yearly,2020,68.79
84,medium_variant,female,5yearly,2025,75.55
84,medium_variant,male,5yearly,2025,69.49
84,medium_variant,female,5yearly,2030,76.37
84,medium_variant,male,5yearly,2030,70.21
84,medium_variant,female,5yearly,2035,77.12
84,medium_variant,male,5yearly,2035,70.93
84,medium_variant,female,5yearly,2040,77.85
84,medium_variant,male,5yearly,2040,71.67
84,medium_variant,female,5yearly,2045,78.55
84,medium_variant,male,5yearly,2045,72.4
84,medium_variant,female,5yearly,2050,79.2
84,medium_variant,male,5yearly,2050,73.17
84,medium_variant,female,5yearly,2055,79.85
84,medium_variant,male,5yearly,2055,73.94
84,medium_variant,female,5yearly,2060,80.46
84,medium_variant,male,5yearly,2060,74.74
84,medium_variant,female,5yearly,2065,81.08
84,medium_variant,male,5yearly,2065,75.58
84,medium_variant,female,5yearly,2070,81.68
84,medium_variant,male,5yearly,2070,76.41
84,medium_variant,female,5yearly,2075,82.27
84,medium_variant,male,5yearly,2075,77.26
84,medium_variant,female,5yearly,2080,82.86
84,medium_variant,male,5yearly,2080,78.11
84,medium_variant,female,5yearly,2085,83.41
84,medium_variant,male,5yearly,2085,79.02
84,medium_variant,female,5yearly,2090,83.98
84,medium_variant,male,5yearly,2090,79.9
84,medium_variant,female,5yearly,2095,84.53
84,medium_variant,male,5yearly,2095,80.77
