country,variant,freq,year,lifeexpectancyat60
804,estimates,5yearly,1950,16.947944
804,estimates,5yearly,1955,17.41121
804,estimates,5yearly,1960,17.651174
804,estimates,5yearly,1965,18.163586
804,estimates,5yearly,1970,18.23808
804,estimates,5yearly,1975,17.972175
804,estimates,5yearly,1980,17.491151
804,estimates,5yearly,1985,18.046459
804,estimates,5yearly,1990,17.293787
804,estimates,5yearly,1995,16.76342
804,estimates,5yearly,2000,16.885416
804,estimates,5yearly,2005,17.208876
804,estimates,5yearly,2010,18.310945
804,medium_variant,5yearly,2015,18.775954
804,medium_variant,5yearly,2020,19.195521
804,medium_variant,5yearly,2025,19.603587
804,medium_variant,5yearly,2030,20.002863
804,medium_variant,5yearly,2035,20.503212
804,medium_variant,5yearly,2040,20.985591
804,medium_variant,5yearly,2045,21.458428
804,medium_variant,5yearly,2050,21.934562
804,medium_variant,5yearly,2055,22.417542
804,medium_variant,5yearly,2060,22.894009
804,medium_variant,5yearly,2065,23.390583
804,medium_variant,5yearly,2070,23.907938
804,medium_variant,5yearly,2075,24.409869
804,medium_variant,5yearly,2080,24.887214
804,medium_variant,5yearly,2085,25.36236
804,medium_variant,5yearly,2090,25.80901
804,medium_variant,5yearly,2095,26.234481
804,estimates,5yearly,Regi,Ukraine
804,medium_variant,5yearly,Regi,Ukraine
