country,variant,freq,year,lifeexpectancyat60
498,estimates,5yearly,1950,14.17417
498,estimates,5yearly,1955,14.493407
498,estimates,5yearly,1960,14.7759
498,estimates,5yearly,1965,15.702218
498,estimates,5yearly,1970,15.96475
498,estimates,5yearly,1975,15.963857
498,estimates,5yearly,1980,15.505991
498,estimates,5yearly,1985,16.55797
498,estimates,5yearly,1990,16.388295
498,estimates,5yearly,1995,15.943976
498,estimates,5yearly,2000,15.98249
498,estimates,5yearly,2005,16.034078
498,estimates,5yearly,2010,17.209607
498,medium_variant,5yearly,2015,17.576666
498,medium_variant,5yearly,2020,17.980985
498,medium_variant,5yearly,2025,18.367332
498,medium_variant,5yearly,2030,18.756565
498,medium_variant,5yearly,2035,19.215654
498,medium_variant,5yearly,2040,19.6703
498,medium_variant,5yearly,2045,20.124704
498,medium_variant,5yearly,2050,20.601541
498,medium_variant,5yearly,2055,21.103489
498,medium_variant,5yearly,2060,21.61435
498,medium_variant,5yearly,2065,22.138602
498,medium_variant,5yearly,2070,22.651649
498,medium_variant,5yearly,2075,23.207979
498,medium_variant,5yearly,2080,23.771536
498,medium_variant,5yearly,2085,24.328017
498,medium_variant,5yearly,2090,24.878016
498,medium_variant,5yearly,2095,25.394146
498,estimates,5yearly,Regi,Republic of Moldova
498,medium_variant,5yearly,Regi,Republic of Moldova
