country,variant,freq,year,lifeexpectancyat60
144,estimates,5yearly,1950,14.543318
144,estimates,5yearly,1955,15.240452
144,estimates,5yearly,1960,15.307092
144,estimates,5yearly,1965,16.036416
144,estimates,5yearly,1970,17.060335
144,estimates,5yearly,1975,17.51811
144,estimates,5yearly,1980,18.325394
144,estimates,5yearly,1985,18.324159
144,estimates,5yearly,1990,18.387486
144,estimates,5yearly,1995,17.320459
144,estimates,5yearly,2000,19.930314
144,estimates,5yearly,2005,19.97431
144,estimates,5yearly,2010,20.432587
144,medium_variant,5yearly,2015,21.014805
144,medium_variant,5yearly,2020,21.5537
144,medium_variant,5yearly,2025,22.098581
144,medium_variant,5yearly,2030,22.621343
144,medium_variant,5yearly,2035,23.151154
144,medium_variant,5yearly,2040,23.693449
144,medium_variant,5yearly,2045,24.255535
144,medium_variant,5yearly,2050,24.826674
144,medium_variant,5yearly,2055,25.398068
144,medium_variant,5yearly,2060,25.936502
144,medium_variant,5yearly,2065,26.447177
144,medium_variant,5yearly,2070,26.930196
144,medium_variant,5yearly,2075,27.384222
144,medium_variant,5yearly,2080,27.816297
144,medium_variant,5yearly,2085,28.252314
144,medium_variant,5yearly,2090,28.691548
144,medium_variant,5yearly,2095,29.120519
144,estimates,5yearly,Regi,Sri Lanka
144,medium_variant,5yearly,Regi,Sri Lanka
