continent,variant,gender,freq,year,lifeexpectancyatbirth
905,estimates,female,5yearly,1950,71.8131614716736
905,estimates,male,5yearly,1950,65.9100569955326
905,estimates,female,5yearly,1955,73.0228224283093
905,estimates,male,5yearly,1955,66.6605515047045
905,estimates,female,5yearly,1960,73.7157038102584
905,estimates,male,5yearly,1960,66.9402784988008
905,estimates,female,5yearly,1965,74.3315697898592
905,estimates,male,5yearly,1965,66.9530321798919
905,estimates,female,5yearly,1970,75.465691282741
905,estimates,male,5yearly,1970,67.8556253313219
905,estimates,female,5yearly,1975,77.2042970730418
905,estimates,male,5yearly,1975,69.6101532517114
905,estimates,female,5yearly,1980,78.1144941065946
905,estimates,male,5yearly,1980,70.926750379142
905,estimates,female,5yearly,1985,78.5569717566811
905,estimates,male,5yearly,1985,71.5780020926736
905,estimates,female,5yearly,1990,79.1951520489214
905,estimates,male,5yearly,1990,72.4653758802042
905,estimates,female,5yearly,1995,79.5239262922253
905,estimates,male,5yearly,1995,73.7652605972429
905,estimates,female,5yearly,2000,79.9521387345577
905,estimates,male,5yearly,2000,74.7946246051554
905,estimates,female,5yearly,2005,80.8522397374959
905,estimates,male,5yearly,2005,75.9194579041333
905,estimates,female,5yearly,2010,81.5014128184397
905,estimates,male,5yearly,2010,76.7916546651426
905,medium_variant,female,5yearly,2015,82.1392360981326
905,medium_variant,male,5yearly,2015,77.6748708674958
905,medium_variant,female,5yearly,2020,82.7645703492052
905,medium_variant,male,5yearly,2020,78.6014444063986
905,medium_variant,female,5yearly,2025,83.3819328946531
905,medium_variant,male,5yearly,2025,79.5061294028922
905,medium_variant,female,5yearly,2030,83.9753610299687
905,medium_variant,male,5yearly,2030,80.4092879135659
905,medium_variant,female,5yearly,2035,84.5639973397104
905,medium_variant,male,5yearly,2035,81.3206659318466
905,medium_variant,female,5yearly,2040,85.1475201388659
905,medium_variant,male,5yearly,2040,82.1975690102559
905,medium_variant,female,5yearly,2045,85.7164355768957
905,medium_variant,male,5yearly,2045,83.0249313713947
905,medium_variant,female,5yearly,2050,86.2858906340562
905,medium_variant,male,5yearly,2050,83.7326737990464
905,medium_variant,female,5yearly,2055,86.8372868284049
905,medium_variant,male,5yearly,2055,84.3819576625344
905,medium_variant,female,5yearly,2060,87.3861869806372
905,medium_variant,male,5yearly,2060,84.9528635147769
905,medium_variant,female,5yearly,2065,87.9328394240989
905,medium_variant,male,5yearly,2065,85.5290142797617
905,medium_variant,female,5yearly,2070,88.4737367463287
905,medium_variant,male,5yearly,2070,86.0525822717882
905,medium_variant,female,5yearly,2075,89.0124626334986
905,medium_variant,male,5yearly,2075,86.5953761074658
905,medium_variant,female,5yearly,2080,89.5564604828333
905,medium_variant,male,5yearly,2080,87.1226772873054
905,medium_variant,female,5yearly,2085,90.0986505568854
905,medium_variant,male,5yearly,2085,87.6372135856469
905,medium_variant,female,5yearly,2090,90.6312813633749
905,medium_variant,male,5yearly,2090,88.1829451784196
905,medium_variant,female,5yearly,2095,91.1723327753805
905,medium_variant,male,5yearly,2095,88.6864858646892
905,estimates,female,5yearly,Regi,NORTHERN AMERICA
905,estimates,male,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,female,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,male,5yearly,Regi,NORTHERN AMERICA
