continent,variant,gender,freq,year,lifeexpectancyatbirth
909,estimates,female,5yearly,1950,64.5213673082676
909,estimates,male,5yearly,1950,58.967017360131
909,estimates,female,5yearly,1955,66.3140198437794
909,estimates,male,5yearly,1955,60.7153933501722
909,estimates,female,5yearly,1960,67.5502233122609
909,estimates,male,5yearly,1960,61.5784549219465
909,estimates,female,5yearly,1965,68.7336038470452
909,estimates,male,5yearly,1965,62.4097833734199
909,estimates,female,5yearly,1970,70.2199406524684
909,estimates,male,5yearly,1970,63.7994068034237
909,estimates,female,5yearly,1975,72.0595620793539
909,estimates,male,5yearly,1975,65.5015929463541
909,estimates,female,5yearly,1980,73.9159398325895
909,estimates,male,5yearly,1980,67.1664982071891
909,estimates,female,5yearly,1985,74.659132873208
909,estimates,male,5yearly,1985,68.3317277159296
909,estimates,female,5yearly,1990,76.1298250254421
909,estimates,male,5yearly,1990,70.0683624098817
909,estimates,female,5yearly,1995,77.0589835673563
909,estimates,male,5yearly,1995,71.4053638089149
909,estimates,female,5yearly,2000,78.2466025570709
909,estimates,male,5yearly,2000,73.1088623281833
909,estimates,female,5yearly,2005,79.4433291276951
909,estimates,male,5yearly,2005,74.6456192227125
909,estimates,female,5yearly,2010,80.1996795444053
909,estimates,male,5yearly,2010,75.7008737579386
909,medium_variant,female,5yearly,2015,80.9165560750805
909,medium_variant,male,5yearly,2015,76.6652238489736
909,medium_variant,female,5yearly,2020,81.5943753852783
909,medium_variant,male,5yearly,2020,77.5210852784088
909,medium_variant,female,5yearly,2025,82.2077440446845
909,medium_variant,male,5yearly,2025,78.166297116796
909,medium_variant,female,5yearly,2030,82.797423440002
909,medium_variant,male,5yearly,2030,78.7335480210493
909,medium_variant,female,5yearly,2035,83.3586347625903
909,medium_variant,male,5yearly,2035,79.2420193839898
909,medium_variant,female,5yearly,2040,83.9138406803507
909,medium_variant,male,5yearly,2040,79.757501049222
909,medium_variant,female,5yearly,2045,84.4490767398924
909,medium_variant,male,5yearly,2045,80.2318754962833
909,medium_variant,female,5yearly,2050,84.9814305630543
909,medium_variant,male,5yearly,2050,80.6806510727929
909,medium_variant,female,5yearly,2055,85.4856075259284
909,medium_variant,male,5yearly,2055,81.1406189661913
909,medium_variant,female,5yearly,2060,85.9928663957563
909,medium_variant,male,5yearly,2060,81.5882830102392
909,medium_variant,female,5yearly,2065,86.4877930261148
909,medium_variant,male,5yearly,2065,82.0472754743688
909,medium_variant,female,5yearly,2070,86.9787412586556
909,medium_variant,male,5yearly,2070,82.5163050375353
909,medium_variant,female,5yearly,2075,87.4682790501136
909,medium_variant,male,5yearly,2075,83.0057797602537
909,medium_variant,female,5yearly,2080,87.9840584770579
909,medium_variant,male,5yearly,2080,83.5346913249779
909,medium_variant,female,5yearly,2085,88.4863157556947
909,medium_variant,male,5yearly,2085,84.0933765397944
909,medium_variant,female,5yearly,2090,89.0187809823194
909,medium_variant,male,5yearly,2090,84.643594181673
909,medium_variant,female,5yearly,2095,89.5697420551607
909,medium_variant,male,5yearly,2095,85.2302431034072
