continent,variant,gender,freq,year,lifeexpectancyatbirth
903,estimates,female,5yearly,1950,38.7506752709966
903,estimates,male,5yearly,1950,36.2298556870936
903,estimates,female,5yearly,1955,41.2962103245278
903,estimates,male,5yearly,1955,38.6653240085313
903,estimates,female,5yearly,1960,43.6979225082636
903,estimates,male,5yearly,1960,41.0054622046122
903,estimates,female,5yearly,1965,45.8276702319339
903,estimates,male,5yearly,1965,43.0621090424853
903,estimates,female,5yearly,1970,48.0388649927555
903,estimates,male,5yearly,1970,45.0456099420348
903,estimates,female,5yearly,1975,50.2531690031023
903,estimates,male,5yearly,1975,47.1329315018427
903,estimates,female,5yearly,1980,52.1214244015952
903,estimates,male,5yearly,1980,48.8389505094586
903,estimates,female,5yearly,1985,53.4762529439573
903,estimates,male,5yearly,1985,50.0370134046739
903,estimates,female,5yearly,1990,53.5593290231416
903,estimates,male,5yearly,1990,49.9450562410167
903,estimates,female,5yearly,1995,54.0038076898794
903,estimates,male,5yearly,1995,50.7292640786329
903,estimates,female,5yearly,2000,55.1586220442657
903,estimates,male,5yearly,2000,52.1933063354069
903,estimates,female,5yearly,2005,58.4336509800705
903,estimates,male,5yearly,2005,55.5202463420116
903,estimates,female,5yearly,2010,61.8985783909227
903,estimates,male,5yearly,2010,58.5787947875292
903,medium_variant,female,5yearly,2015,64.2017548833501
903,medium_variant,male,5yearly,2015,60.7017915260733
903,medium_variant,female,5yearly,2020,65.9460982131414
903,medium_variant,male,5yearly,2020,62.29477162347
903,medium_variant,female,5yearly,2025,67.611145064766
903,medium_variant,male,5yearly,2025,63.8190905207652
903,medium_variant,female,5yearly,2030,69.1826641217434
903,medium_variant,male,5yearly,2030,65.2440435563546
903,medium_variant,female,5yearly,2035,70.6192610265482
903,medium_variant,male,5yearly,2035,66.5289230747766
903,medium_variant,female,5yearly,2040,71.9092365592648
903,medium_variant,male,5yearly,2040,67.6890100561935
903,medium_variant,female,5yearly,2045,73.0897681660232
903,medium_variant,male,5yearly,2045,68.7529427294463
903,medium_variant,female,5yearly,2050,74.1856936182022
903,medium_variant,male,5yearly,2050,69.7475373196036
903,medium_variant,female,5yearly,2055,75.1755460409747
903,medium_variant,male,5yearly,2055,70.6434415841172
903,medium_variant,female,5yearly,2060,76.057239832705
903,medium_variant,male,5yearly,2060,71.4600790618905
903,medium_variant,female,5yearly,2065,76.8654357735822
903,medium_variant,male,5yearly,2065,72.2140075551369
903,medium_variant,female,5yearly,2070,77.5945404238788
903,medium_variant,male,5yearly,2070,72.9054560018652
903,medium_variant,female,5yearly,2075,78.2730575995795
903,medium_variant,male,5yearly,2075,73.5622491639996
903,medium_variant,female,5yearly,2080,78.9267100178467
903,medium_variant,male,5yearly,2080,74.1980311756215
903,medium_variant,female,5yearly,2085,79.5442677292999
903,medium_variant,male,5yearly,2085,74.8323686844079
903,medium_variant,female,5yearly,2090,80.1397719506675
903,medium_variant,male,5yearly,2090,75.4761946952122
903,medium_variant,female,5yearly,2095,80.7169584690446
903,medium_variant,male,5yearly,2095,76.12068127455
