variant,continent,year,dependencyratio2064
estimates,909,1950,80.955
estimates,909,1951,82.355
estimates,909,1952,83.651
estimates,909,1953,85.091
estimates,909,1954,86.636
estimates,909,1955,88.142
estimates,909,1956,89.688
estimates,909,1957,91.268
estimates,909,1958,92.703
estimates,909,1959,93.878
estimates,909,1960,94.786
estimates,909,1961,96.133
estimates,909,1962,97.109
estimates,909,1963,97.731
estimates,909,1964,98.029
estimates,909,1965,98.026
estimates,909,1966,97.934
estimates,909,1967,97.401
estimates,909,1968,96.575
estimates,909,1969,95.67
estimates,909,1970,94.841
estimates,909,1971,94.524
estimates,909,1972,94.361
estimates,909,1973,94.157
estimates,909,1974,93.684
estimates,909,1975,92.877
estimates,909,1976,92.665
estimates,909,1977,91.972
estimates,909,1978,91.009
estimates,909,1979,90.04
estimates,909,1980,89.181
estimates,909,1981,87.862
estimates,909,1982,86.808
estimates,909,1983,85.934
estimates,909,1984,85.086
estimates,909,1985,84.218
estimates,909,1986,83.748
estimates,909,1987,83.163
estimates,909,1988,82.523
estimates,909,1989,81.896
estimates,909,1990,81.283
estimates,909,1991,80.609
estimates,909,1992,79.946
estimates,909,1993,79.317
estimates,909,1994,78.729
estimates,909,1995,78.197
estimates,909,1996,77.805
estimates,909,1997,77.478
estimates,909,1998,77.23
estimates,909,1999,77.044
estimates,909,2000,76.873
estimates,909,2001,76.586
estimates,909,2002,76.217
estimates,909,2003,75.78
estimates,909,2004,75.332
estimates,909,2005,74.944
estimates,909,2006,74.728
estimates,909,2007,74.513
estimates,909,2008,74.286
estimates,909,2009,74.039
estimates,909,2010,73.796
estimates,909,2011,74.068
estimates,909,2012,74.283
estimates,909,2013,74.458
estimates,909,2014,74.633
estimates,909,2015,74.828
medium_variant,909,2015,74.828
medium_variant,909,2016,75.155
medium_variant,909,2017,75.573
medium_variant,909,2018,76.047
medium_variant,909,2019,76.525
medium_variant,909,2020,76.985
medium_variant,909,2021,77.614
medium_variant,909,2022,78.2
medium_variant,909,2023,78.746
medium_variant,909,2024,79.265
medium_variant,909,2025,79.755
medium_variant,909,2026,80.202
medium_variant,909,2027,80.632
medium_variant,909,2028,81.013
medium_variant,909,2029,81.299
medium_variant,909,2030,81.473
medium_variant,909,2031,81.586
medium_variant,909,2032,81.585
medium_variant,909,2033,81.519
medium_variant,909,2034,81.468
medium_variant,909,2035,81.477
medium_variant,909,2036,81.538
medium_variant,909,2037,81.659
medium_variant,909,2038,81.794
medium_variant,909,2039,81.856
medium_variant,909,2040,81.794
medium_variant,909,2041,81.63
medium_variant,909,2042,81.374
medium_variant,909,2043,81.083
medium_variant,909,2044,80.845
medium_variant,909,2045,80.723
medium_variant,909,2046,80.713
medium_variant,909,2047,80.805
medium_variant,909,2048,80.978
medium_variant,909,2049,81.183
medium_variant,909,2050,81.384
medium_variant,909,2051,81.564
medium_variant,909,2052,81.754
medium_variant,909,2053,81.956
medium_variant,909,2054,82.168
medium_variant,909,2055,82.382
medium_variant,909,2056,82.579
medium_variant,909,2057,82.794
medium_variant,909,2058,82.997
medium_variant,909,2059,83.163
medium_variant,909,2060,83.291
medium_variant,909,2061,83.356
medium_variant,909,2062,83.384
medium_variant,909,2063,83.398
medium_variant,909,2064,83.411
medium_variant,909,2065,83.413
medium_variant,909,2066,83.345
medium_variant,909,2067,83.293
medium_variant,909,2068,83.248
medium_variant,909,2069,83.226
medium_variant,909,2070,83.262
medium_variant,909,2071,83.301
medium_variant,909,2072,83.39
medium_variant,909,2073,83.544
medium_variant,909,2074,83.754
medium_variant,909,2075,83.987
medium_variant,909,2076,84.13
medium_variant,909,2077,84.316
medium_variant,909,2078,84.533
medium_variant,909,2079,84.777
medium_variant,909,2080,85.063
medium_variant,909,2081,85.301
medium_variant,909,2082,85.585
medium_variant,909,2083,85.909
medium_variant,909,2084,86.262
medium_variant,909,2085,86.631
medium_variant,909,2086,86.904
medium_variant,909,2087,87.199
medium_variant,909,2088,87.51
medium_variant,909,2089,87.837
medium_variant,909,2090,88.182
medium_variant,909,2091,88.428
medium_variant,909,2092,88.691
medium_variant,909,2093,88.972
medium_variant,909,2094,89.277
medium_variant,909,2095,89.604
medium_variant,909,2096,89.806
medium_variant,909,2097,90.03
medium_variant,909,2098,90.282
medium_variant,909,2099,90.565
medium_variant,909,2100,90.879
high_variant,909,2015,74.8280295909164
low_variant,909,2015,74.8280295909164
constant_fertility,909,2015,74.8280295909164
instant_replacement,909,2015,74.8280295909164
zero_migration,909,2015,74.8280295909164
constant_mortality,909,2015,74.8280295909164
no_change,909,2015,74.8280295909164
high_variant,909,2020,78.4773124917297
low_variant,909,2020,75.4933784780056
constant_fertility,909,2020,77.6309885128933
instant_replacement,909,2020,75.8715519251248
zero_migration,909,2020,76.7680634993346
constant_mortality,909,2020,76.7615303076732
no_change,909,2020,77.4060557188641
high_variant,909,2025,83.5703805608485
low_variant,909,2025,75.9406187344389
constant_fertility,909,2025,81.5070736127677
instant_replacement,909,2025,77.943250571074
zero_migration,909,2025,79.8176410768785
constant_mortality,909,2025,79.1209041530769
no_change,909,2025,80.8676239901094
high_variant,909,2030,88.0611638751227
low_variant,909,2030,74.8841887325836
constant_fertility,909,2030,84.7091883178053
instant_replacement,909,2030,79.2614808615173
zero_migration,909,2030,82.0587010073967
constant_mortality,909,2030,80.2559200329807
no_change,909,2030,83.4804749419728
high_variant,909,2035,90.6694137800486
low_variant,909,2035,72.2964528783207
constant_fertility,909,2035,86.5548428439364
instant_replacement,909,2035,79.0850406179176
zero_migration,909,2035,82.6341365685294
constant_mortality,909,2035,79.5618449746448
no_change,909,2035,84.6165973228097
high_variant,909,2040,91.3235494610459
low_variant,909,2040,72.113719096656
constant_fertility,909,2040,88.1481274448606
instant_replacement,909,2040,80.8828595942467
zero_migration,909,2040,83.9613172950994
constant_mortality,909,2040,79.0967309523517
no_change,909,2040,85.4213110914014
high_variant,909,2045,89.5465719768934
low_variant,909,2045,71.6334215828244
constant_fertility,909,2045,88.0507205870175
instant_replacement,909,2045,80.705200026718
zero_migration,909,2045,83.5786839477331
constant_mortality,909,2045,77.2909934919822
no_change,909,2045,84.5965284625918
high_variant,909,2050,89.3194924678433
low_variant,909,2050,73.3125929360627
constant_fertility,909,2050,89.622136642241
instant_replacement,909,2050,81.9556264934929
zero_migration,909,2050,85.010156553598
