region,year,variant,freq,age5yearinterval,fertilityrateper1000women
928,1950,estimates,5yearly,15_19,96.8583107617842
928,1950,estimates,5yearly,20_24,279.846113854952
928,1950,estimates,5yearly,25_29,289.083365041402
928,1950,estimates,5yearly,30_34,249.901587168642
928,1950,estimates,5yearly,35_39,193.160447391864
928,1950,estimates,5yearly,40_44,105.204688766333
928,1950,estimates,5yearly,45_49,46.5813389161155
928,1955,estimates,5yearly,15_19,95.1522149819855
928,1955,estimates,5yearly,20_24,283.335616276598
928,1955,estimates,5yearly,25_29,295.526136088288
928,1955,estimates,5yearly,30_34,251.254645649109
928,1955,estimates,5yearly,35_39,192.87623640053
928,1955,estimates,5yearly,40_44,104.455489640675
928,1955,estimates,5yearly,45_49,46.1490355067229
928,1960,estimates,5yearly,15_19,93.1606476076183
928,1960,estimates,5yearly,20_24,281.845096304363
928,1960,estimates,5yearly,25_29,289.203362113101
928,1960,estimates,5yearly,30_34,246.174583991819
928,1960,estimates,5yearly,35_39,188.658382978723
928,1960,estimates,5yearly,40_44,102.105996205845
928,1960,estimates,5yearly,45_49,46.1691197023586
928,1965,estimates,5yearly,15_19,88.6010172641463
928,1965,estimates,5yearly,20_24,266.725438265541
928,1965,estimates,5yearly,25_29,276.028096667389
928,1965,estimates,5yearly,30_34,239.197916073269
928,1965,estimates,5yearly,35_39,182.459259981
928,1965,estimates,5yearly,40_44,102.786520414557
928,1965,estimates,5yearly,45_49,48.2674178661027
928,1970,estimates,5yearly,15_19,92.2043742626373
928,1970,estimates,5yearly,20_24,262.811540283394
928,1970,estimates,5yearly,25_29,269.535325072275
928,1970,estimates,5yearly,30_34,227.983908656886
928,1970,estimates,5yearly,35_39,164.880981290507
928,1970,estimates,5yearly,40_44,96.3344487597013
928,1970,estimates,5yearly,45_49,49.4013031812955
928,1975,estimates,5yearly,15_19,89.2267040281489
928,1975,estimates,5yearly,20_24,258.900931472696
928,1975,estimates,5yearly,25_29,263.279957255962
928,1975,estimates,5yearly,30_34,215.854942110803
928,1975,estimates,5yearly,35_39,155.201736927809
928,1975,estimates,5yearly,40_44,85.4372229675798
