region,year,variant,freq,age5yearinterval,fertilityrateper1000women
1517,1950,estimates,5yearly,15_19,96.6091042042912
1517,1950,estimates,5yearly,20_24,255.794094603361
1517,1950,estimates,5yearly,25_29,276.174425712507
1517,1950,estimates,5yearly,30_34,229.109058497759
1517,1950,estimates,5yearly,35_39,166.281625489421
1517,1950,estimates,5yearly,40_44,82.8916630023283
1517,1950,estimates,5yearly,45_49,20.4765750481019
1517,1955,estimates,5yearly,15_19,93.2188955132463
1517,1955,estimates,5yearly,20_24,251.828065566727
1517,1955,estimates,5yearly,25_29,268.568756612401
1517,1955,estimates,5yearly,30_34,223.464832054385
1517,1955,estimates,5yearly,35_39,160.998382971011
1517,1955,estimates,5yearly,40_44,79.3093741285543
1517,1955,estimates,5yearly,45_49,19.0298702706677
1517,1960,estimates,5yearly,15_19,93.5511487440852
1517,1960,estimates,5yearly,20_24,266.894311587333
1517,1960,estimates,5yearly,25_29,279.771031129438
1517,1960,estimates,5yearly,30_34,233.900398552197
1517,1960,estimates,5yearly,35_39,167.93001929582
1517,1960,estimates,5yearly,40_44,79.567956477385
1517,1960,estimates,5yearly,45_49,18.2308320313514
1517,1965,estimates,5yearly,15_19,86.8559995104272
1517,1965,estimates,5yearly,20_24,269.168708042519
1517,1965,estimates,5yearly,25_29,283.405382248705
1517,1965,estimates,5yearly,30_34,229.747628463727
1517,1965,estimates,5yearly,35_39,158.454097493911
1517,1965,estimates,5yearly,40_44,75.5938006072474
1517,1965,estimates,5yearly,45_49,17.3871011536348
1517,1970,estimates,5yearly,15_19,78.5988199569525
1517,1970,estimates,5yearly,20_24,248.117281591023
1517,1970,estimates,5yearly,25_29,264.848742213764
1517,1970,estimates,5yearly,30_34,201.982893450806
1517,1970,estimates,5yearly,35_39,133.604513476232
1517,1970,estimates,5yearly,40_44,61.9641705717802
1517,1970,estimates,5yearly,45_49,15.1658733047556
1517,1975,estimates,5yearly,15_19,73.9720787485526
1517,1975,estimates,5yearly,20_24,226.205095269063
1517,1975,estimates,5yearly,25_29,224.946247449897
1517,1975,estimates,5yearly,30_34,164.745443327642
1517,1975,estimates,5yearly,35_39,100.738696072181
1517,1975,estimates,5yearly,40_44,46.3105204474159
1517,1975,estimates,5yearly,45_49,12.4793179677957
1517,1980,estimates,5yearly,15_19,71.745330270197
1517,1980,estimates,5yearly,20_24,227.470632826533
1517,1980,estimates,5yearly,25_29,215.788517219921
1517,1980,estimates,5yearly,30_34,131.760736930347
1517,1980,estimates,5yearly,35_39,80.4159621387163
1517,1980,estimates,5yearly,40_44,37.0738039719952
1517,1980,estimates,5yearly,45_49,10.076579408371
1517,1985,estimates,5yearly,15_19,69.9216655617596
1517,1985,estimates,5yearly,20_24,228.86232857229
1517,1985,estimates,5yearly,25_29,199.559656121158
1517,1985,estimates,5yearly,30_34,122.486057392049
1517,1985,estimates,5yearly,35_39,68.0508063632497
1517,1985,estimates,5yearly,40_44,31.1651573914589
1517,1985,estimates,5yearly,45_49,8.91440823994769
1517,1990,estimates,5yearly,15_19,65.3540643651354
1517,1990,estimates,5yearly,20_24,190.718720537505
1517,1990,estimates,5yearly,25_29,170.511403007488
1517,1990,estimates,5yearly,30_34,102.289390146479
1517,1990,estimates,5yearly,35_39,54.9087946588785
1517,1990,estimates,5yearly,40_44,23.742624596862
1517,1990,estimates,5yearly,45_49,6.66921819100539
1517,1995,estimates,5yearly,15_19,57.7536251780825
1517,1995,estimates,5yearly,20_24,172.530660331429
1517,1995,estimates,5yearly,25_29,150.827998949687
1517,1995,estimates,5yearly,30_34,88.8682082949823
1517,1995,estimates,5yearly,35_39,47.6821967402015
1517,1995,estimates,5yearly,40_44,19.4874682552932
1517,1995,estimates,5yearly,45_49,5.57809360175188
1517,2000,estimates,5yearly,15_19,49.6762965385201
1517,2000,estimates,5yearly,20_24,163.933070073684
1517,2000,estimates,5yearly,25_29,147.549600741016
1517,2000,estimates,5yearly,30_34,86.2609708525448
1517,2000,estimates,5yearly,35_39,42.8181033234744
1517,2000,estimates,5yearly,40_44,16.5921902973215
1517,2000,estimates,5yearly,45_49,4.71168431034313
1517,2005,estimates,5yearly,15_19,44.5119633541453
1517,2005,estimates,5yearly,20_24,156.058808594241
1517,2005,estimates,5yearly,25_29,145.069642142743
1517,2005,estimates,5yearly,30_34,86.021835038762
1517,2005,estimates,5yearly,35_39,41.0304800412126
1517,2005,estimates,5yearly,40_44,15.0760492023363
1517,2005,estimates,5yearly,45_49,4.19990271409038
1517,2010,estimates,5yearly,15_19,42.5319249200233
1517,2010,estimates,5yearly,20_24,149.855615647474
1517,2010,estimates,5yearly,25_29,141.151249244059
1517,2010,estimates,5yearly,30_34,86.1794522426735
1517,2010,estimates,5yearly,35_39,42.0324775017807
1517,2010,estimates,5yearly,40_44,14.313039820576
1517,2010,estimates,5yearly,45_49,3.6331637915241
1517,2015,constant_fertility,5yearly,15_19,44.5789210696871
1517,2015,constant_mortality,5yearly,15_19,39.7390345137611
1517,2015,high_variant,5yearly,15_19,43.4780164333033
1517,2015,instant_replacement,5yearly,15_19,33.6314131853821
1517,2015,low_variant,5yearly,15_19,35.8576320471163
1517,2015,medium_variant,5yearly,15_19,39.744762917629
1517,2015,momentum,5yearly,15_19,34.027119521697
1517,2015,no_change,5yearly,15_19,44.5725862882991
1517,2015,zero_migration,5yearly,15_19,39.7588041005738
1517,2015,constant_fertility,5yearly,20_24,153.45896142745
1517,2015,constant_mortality,5yearly,20_24,145.063421952749
1517,2015,high_variant,5yearly,20_24,160.514738074093
1517,2015,instant_replacement,5yearly,20_24,137.919621005986
1517,2015,low_variant,5yearly,20_24,129.350769258887
1517,2015,medium_variant,5yearly,20_24,145.075280452818
1517,2015,momentum,5yearly,20_24,139.232478452305
1517,2015,no_change,5yearly,20_24,153.447162605174
1517,2015,zero_migration,5yearly,20_24,145.082484470603
1517,2015,constant_fertility,5yearly,25_29,143.017085088815
1517,2015,constant_mortality,5yearly,25_29,138.960335271277
1517,2015,high_variant,5yearly,25_29,154.394827365513
1517,2015,instant_replacement,5yearly,25_29,135.757810695439
1517,2015,low_variant,5yearly,25_29,123.567754174627
1517,2015,medium_variant,5yearly,25_29,138.970590372592
1517,2015,momentum,5yearly,25_29,136.906060075916
1517,2015,no_change,5yearly,25_29,143.005782423458
1517,2015,zero_migration,5yearly,25_29,138.994085329178
1517,2015,constant_fertility,5yearly,30_34,86.4354933760052
1517,2015,constant_mortality,5yearly,30_34,84.7729952374207
1517,2015,high_variant,5yearly,30_34,93.9995422004444
1517,2015,instant_replacement,5yearly,30_34,80.1146611217638
1517,2015,low_variant,5yearly,30_34,75.7265210507547
1517,2015,medium_variant,5yearly,30_34,84.7838597902477
1517,2015,momentum,5yearly,30_34,80.8003489777639
1517,2015,no_change,5yearly,30_34,86.4224046440322
1517,2015,zero_migration,5yearly,30_34,84.8103985616614
1517,2015,constant_fertility,5yearly,35_39,43.9999811025565
1517,2015,constant_mortality,5yearly,35_39,42.5148063185909
1517,2015,high_variant,5yearly,35_39,46.9433803535656
1517,2015,instant_replacement,5yearly,35_39,37.9951583809607
1517,2015,low_variant,5yearly,35_39,38.2691799477108
1517,2015,medium_variant,5yearly,35_39,42.5271537263886
1517,2015,momentum,5yearly,35_39,38.3458961181014
1517,2015,no_change,5yearly,35_39,43.9859305086376
1517,2015,zero_migration,5yearly,35_39,42.5387691602788
1517,2015,constant_fertility,5yearly,40_44,15.2960223248401
1517,2015,constant_mortality,5yearly,40_44,14.6330644980287
1517,2015,high_variant,5yearly,40_44,16.1402284963328
1517,2015,instant_replacement,5yearly,40_44,13.0382335723114
1517,2015,low_variant,5yearly,40_44,13.181787796404
1517,2015,medium_variant,5yearly,40_44,14.6386742643183
1517,2015,momentum,5yearly,40_44,13.1636326173916
1517,2015,no_change,5yearly,40_44,15.2893008258856
1517,2015,zero_migration,5yearly,40_44,14.6433603315069
1517,2015,constant_fertility,5yearly,45_49,3.79430575145284
1517,2015,constant_mortality,5yearly,45_49,3.34950022935608
1517,2015,high_variant,5yearly,45_49,3.65679085382564
1517,2015,instant_replacement,5yearly,45_49,2.75058115561104
1517,2015,low_variant,5yearly,45_49,3.04156694425183
1517,2015,medium_variant,5yearly,45_49,3.35132434413526
1517,2015,momentum,5yearly,45_49,2.78510166992668
1517,2015,no_change,5yearly,45_49,3.79221440012493
1517,2015,zero_migration,5yearly,45_49,3.35333872117034
1517,2020,constant_fertility,5yearly,15_19,45.4717433867619
1517,2020,constant_mortality,5yearly,15_19,35.90619321909
1517,2020,high_variant,5yearly,15_19,41.458990942607
1517,2020,instant_replacement,5yearly,15_19,30.7561742061752
1517,2020,low_variant,5yearly,15_19,30.2342557612485
1517,2020,medium_variant,5yearly,15_19,35.9311689274332
1517,2020,momentum,5yearly,15_19,31.4420856671579
1517,2020,no_change,5yearly,15_19,45.4418323542583
1517,2020,zero_migration,5yearly,15_19,35.9461414066637
1517,2020,constant_fertility,5yearly,20_24,156.185126260062
1517,2020,constant_mortality,5yearly,20_24,136.882419855447
1517,2020,high_variant,5yearly,20_24,160.503977761628
1517,2020,instant_replacement,5yearly,20_24,130.383524630759
1517,2020,low_variant,5yearly,20_24,113.046678164223
1517,2020,medium_variant,5yearly,20_24,136.930235626166
1517,2020,momentum,5yearly,20_24,132.862825992952
