region,year,variant,freq,age5yearinterval,fertilityrateper1000women
1500,1950,estimates,5yearly,15_19,136.64969597996
1500,1950,estimates,5yearly,20_24,273.82141886262
1500,1950,estimates,5yearly,25_29,280.562055751832
1500,1950,estimates,5yearly,30_34,245.360548819829
1500,1950,estimates,5yearly,35_39,183.228082855453
1500,1950,estimates,5yearly,40_44,109.675847633014
1500,1950,estimates,5yearly,45_49,49.5402811652758
1500,1955,estimates,5yearly,15_19,136.875896594961
1500,1955,estimates,5yearly,20_24,276.231855891749
1500,1955,estimates,5yearly,25_29,289.464249973145
1500,1955,estimates,5yearly,30_34,252.864495471339
1500,1955,estimates,5yearly,35_39,189.932757668607
1500,1955,estimates,5yearly,40_44,113.348653561331
1500,1955,estimates,5yearly,45_49,48.4233095688129
1500,1960,estimates,5yearly,15_19,138.125913610414
1500,1960,estimates,5yearly,20_24,273.425095505513
1500,1960,estimates,5yearly,25_29,285.56293079095
1500,1960,estimates,5yearly,30_34,250.15631388277
1500,1960,estimates,5yearly,35_39,189.54340646145
1500,1960,estimates,5yearly,40_44,112.757772102037
1500,1960,estimates,5yearly,45_49,47.0643676164003
1500,1965,estimates,5yearly,15_19,139.658363941491
1500,1965,estimates,5yearly,20_24,277.15146205615
1500,1965,estimates,5yearly,25_29,295.02902504047
1500,1965,estimates,5yearly,30_34,254.842010113482
1500,1965,estimates,5yearly,35_39,192.297885825793
1500,1965,estimates,5yearly,40_44,113.379365949006
1500,1965,estimates,5yearly,45_49,45.8508965573461
1500,1970,estimates,5yearly,15_19,138.243848771895
1500,1970,estimates,5yearly,20_24,281.818310884493
1500,1970,estimates,5yearly,25_29,297.886355843185
1500,1970,estimates,5yearly,30_34,256.311829675843
1500,1970,estimates,5yearly,35_39,192.900757603146
1500,1970,estimates,5yearly,40_44,112.138658070441
1500,1970,estimates,5yearly,45_49,43.9094378283889
1500,1975,estimates,5yearly,15_19,137.144734173017
1500,1975,estimates,5yearly,20_24,279.512460820671
1500,1975,estimates,5yearly,25_29,294.679414054613
1500,1975,estimates,5yearly,30_34,253.714350515741
1500,1975,estimates,5yearly,35_39,192.065269243218
1500,1975,estimates,5yearly,40_44,109.11068114178
1500,1975,estimates,5yearly,45_49,42.826109187221
1500,1980,estimates,5yearly,15_19,135.866647528583
1500,1980,estimates,5yearly,20_24,278.433687006558
1500,1980,estimates,5yearly,25_29,295.4477227834
1500,1980,estimates,5yearly,30_34,257.249991879856
1500,1980,estimates,5yearly,35_39,196.043006557697
1500,1980,estimates,5yearly,40_44,107.603477152899
1500,1980,estimates,5yearly,45_49,41.6457083408078
1500,1985,estimates,5yearly,15_19,133.019763469397
1500,1985,estimates,5yearly,20_24,271.483123142012
1500,1985,estimates,5yearly,25_29,289.995833871171
1500,1985,estimates,5yearly,30_34,249.744172819311
1500,1985,estimates,5yearly,35_39,195.556213751341
1500,1985,estimates,5yearly,40_44,107.251217903446
1500,1985,estimates,5yearly,45_49,38.9832105790491
1500,1990,estimates,5yearly,15_19,133.784719582207
1500,1990,estimates,5yearly,20_24,264.244023904089
1500,1990,estimates,5yearly,25_29,282.953918069435
1500,1990,estimates,5yearly,30_34,240.779164425268
1500,1990,estimates,5yearly,35_39,183.782179542703
1500,1990,estimates,5yearly,40_44,104.485600929011
1500,1990,estimates,5yearly,45_49,35.4754417164775
1500,1995,estimates,5yearly,15_19,132.431325371382
1500,1995,estimates,5yearly,20_24,263.473713639208
1500,1995,estimates,5yearly,25_29,273.544443001396
1500,1995,estimates,5yearly,30_34,232.337494686681
1500,1995,estimates,5yearly,35_39,171.730790438157
1500,1995,estimates,5yearly,40_44,95.6323700023958
1500,1995,estimates,5yearly,45_49,33.1104072541552
1500,2000,estimates,5yearly,15_19,125.361036001594
1500,2000,estimates,5yearly,20_24,255.865302786296
1500,2000,estimates,5yearly,25_29,263.452884013794
1500,2000,estimates,5yearly,30_34,222.746637013381
1500,2000,estimates,5yearly,35_39,159.647788295033
1500,2000,estimates,5yearly,40_44,85.6442338451674
1500,2000,estimates,5yearly,45_49,29.6712428495226
1500,2005,estimates,5yearly,15_19,116.660212035139
1500,2005,estimates,5yearly,20_24,245.192412202249
1500,2005,estimates,5yearly,25_29,254.55774626971
1500,2005,estimates,5yearly,30_34,213.617414658806
1500,2005,estimates,5yearly,35_39,146.504494844931
1500,2005,estimates,5yearly,40_44,73.5026759373623
1500,2005,estimates,5yearly,45_49,26.4129299075479
1500,2010,estimates,5yearly,15_19,106.340226717135
1500,2010,estimates,5yearly,20_24,230.635689693788
1500,2010,estimates,5yearly,25_29,244.608763549559
1500,2010,estimates,5yearly,30_34,197.858674742122
1500,2010,estimates,5yearly,35_39,134.666660184828
1500,2010,estimates,5yearly,40_44,63.9317636195752
1500,2010,estimates,5yearly,45_49,21.243743130861
1500,2015,constant_fertility,5yearly,15_19,107.838285223792
1500,2015,constant_mortality,5yearly,15_19,97.0868565247388
1500,2015,high_variant,5yearly,15_19,102.140101316694
1500,2015,instant_replacement,5yearly,15_19,47.0194355272611
1500,2015,low_variant,5yearly,15_19,92.0365741093145
1500,2015,medium_variant,5yearly,15_19,97.0881807662697
1500,2015,momentum,5yearly,15_19,48.2919134679577
1500,2015,no_change,5yearly,15_19,107.836818005298
1500,2015,zero_migration,5yearly,15_19,97.0534969847465
1500,2015,constant_fertility,5yearly,20_24,232.482151977294
1500,2015,constant_mortality,5yearly,20_24,216.01648603227
1500,2015,high_variant,5yearly,20_24,227.731468501527
1500,2015,instant_replacement,5yearly,20_24,108.327727288312
1500,2015,low_variant,5yearly,20_24,204.30422440864
1500,2015,medium_variant,5yearly,20_24,216.018093474485
1500,2015,momentum,5yearly,20_24,111.187500305128
1500,2015,no_change,5yearly,20_24,232.479871178586
1500,2015,zero_migration,5yearly,20_24,215.969016526784
1500,2015,constant_fertility,5yearly,25_29,245.724715064996
1500,2015,constant_mortality,5yearly,25_29,232.245792345752
1500,2015,high_variant,5yearly,25_29,245.096583179723
1500,2015,instant_replacement,5yearly,25_29,118.612307524707
1500,2015,low_variant,5yearly,25_29,219.391336236053
1500,2015,medium_variant,5yearly,25_29,232.243948458974
1500,2015,momentum,5yearly,25_29,121.588079426211
1500,2015,no_change,5yearly,25_29,245.726769787818
1500,2015,zero_migration,5yearly,25_29,232.16739659673
1500,2015,constant_fertility,5yearly,30_34,198.745227947384
1500,2015,constant_mortality,5yearly,30_34,182.504681571448
