region,year,variant,freq,age5yearinterval,fertilityrateper1000women
901,1950,estimates,5yearly,15_19,34.9278578259406
901,1950,estimates,5yearly,20_24,157.172824637794
901,1950,estimates,5yearly,25_29,171.865072016763
901,1950,estimates,5yearly,30_34,111.833748439511
901,1950,estimates,5yearly,35_39,63.1592805844614
901,1950,estimates,5yearly,40_44,22.3023496262985
901,1950,estimates,5yearly,45_49,2.58150231384327
901,1955,estimates,5yearly,15_19,40.5467102089884
901,1955,estimates,5yearly,20_24,165.622232427949
901,1955,estimates,5yearly,25_29,170.040075954537
901,1955,estimates,5yearly,30_34,105.905894216269
901,1955,estimates,5yearly,35_39,56.880289135253
901,1955,estimates,5yearly,40_44,17.6959235504568
901,1955,estimates,5yearly,45_49,1.86297437247341
901,1960,estimates,5yearly,15_19,41.5863887687494
901,1960,estimates,5yearly,20_24,166.698458616484
901,1960,estimates,5yearly,25_29,164.257768628122
901,1960,estimates,5yearly,30_34,95.5524271908456
901,1960,estimates,5yearly,35_39,47.3147218224413
901,1960,estimates,5yearly,40_44,15.0873467119367
901,1960,estimates,5yearly,45_49,1.36211369214292
901,1965,estimates,5yearly,15_19,39.9275794500772
901,1965,estimates,5yearly,20_24,152.064907227478
901,1965,estimates,5yearly,25_29,149.420162785722
901,1965,estimates,5yearly,30_34,83.9969740983218
901,1965,estimates,5yearly,35_39,39.1255503969358
901,1965,estimates,5yearly,40_44,11.2681227326113
901,1965,estimates,5yearly,45_49,1.00043469868209
901,1970,estimates,5yearly,15_19,39.2696987481107
901,1970,estimates,5yearly,20_24,141.228575959415
901,1970,estimates,5yearly,25_29,139.574850501049
901,1970,estimates,5yearly,30_34,71.2917238486039
901,1970,estimates,5yearly,35_39,30.9243899266026
901,1970,estimates,5yearly,40_44,8.28900842413332
901,1970,estimates,5yearly,45_49,0.633101245938185
901,1975,estimates,5yearly,15_19,36.5675038052453
901,1975,estimates,5yearly,20_24,128.974075228279
901,1975,estimates,5yearly,25_29,127.027656799502
901,1975,estimates,5yearly,30_34,62.510708220844
901,1975,estimates,5yearly,35_39,22.6959706710133
901,1975,estimates,5yearly,40_44,5.73621780907829
901,1975,estimates,5yearly,45_49,0.444738674200956
901,1980,estimates,5yearly,15_19,34.2877996750845
901,1980,estimates,5yearly,20_24,121.1636897489
901,1980,estimates,5yearly,25_29,122.498470568362
901,1980,estimates,5yearly,30_34,64.5753346150171
901,1980,estimates,5yearly,35_39,21.7119791286902
901,1980,estimates,5yearly,40_44,4.3359604058417
901,1980,estimates,5yearly,45_49,0.314734651107777
901,1985,estimates,5yearly,15_19,33.0751337767467
901,1985,estimates,5yearly,20_24,109.614308865316
901,1985,estimates,5yearly,25_29,120.032968510463
901,1985,estimates,5yearly,30_34,69.8604434120423
901,1985,estimates,5yearly,35_39,24.5047320344629
901,1985,estimates,5yearly,40_44,4.42093518769992
901,1985,estimates,5yearly,45_49,0.242182857247381
