region,year,variant,freq,age5yearinterval,fertilityrateper1000women
911,1950,estimates,5yearly,15_19,187.984431747133
911,1950,estimates,5yearly,20_24,286.325765639913
911,1950,estimates,5yearly,25_29,260.065199044329
911,1950,estimates,5yearly,30_34,204.890473604257
911,1950,estimates,5yearly,35_39,125.70659077398
911,1950,estimates,5yearly,40_44,91.3079201464002
911,1950,estimates,5yearly,45_49,58.836017594373
911,1955,estimates,5yearly,15_19,188.2991735761
911,1955,estimates,5yearly,20_24,286.603797165829
911,1955,estimates,5yearly,25_29,262.202384791328
911,1955,estimates,5yearly,30_34,208.886538711627
911,1955,estimates,5yearly,35_39,133.470952751099
911,1955,estimates,5yearly,40_44,91.8558244683454
911,1955,estimates,5yearly,45_49,51.1073127745152
911,1960,estimates,5yearly,15_19,190.62257744051
911,1960,estimates,5yearly,20_24,293.19273345161
911,1960,estimates,5yearly,25_29,267.816536333152
911,1960,estimates,5yearly,30_34,216.709630516704
911,1960,estimates,5yearly,35_39,143.101625018559
911,1960,estimates,5yearly,40_44,93.3882658428764
911,1960,estimates,5yearly,45_49,43.9026160457693
911,1965,estimates,5yearly,15_19,187.334296875303
911,1965,estimates,5yearly,20_24,297.488917423154
911,1965,estimates,5yearly,25_29,273.505517308573
911,1965,estimates,5yearly,30_34,226.458116490533
911,1965,estimates,5yearly,35_39,153.115419499262
911,1965,estimates,5yearly,40_44,95.0561248789917
911,1965,estimates,5yearly,45_49,37.8226500102396
911,1970,estimates,5yearly,15_19,180.052541417315
911,1970,estimates,5yearly,20_24,302.141840528584
911,1970,estimates,5yearly,25_29,281.242170501747
911,1970,estimates,5yearly,30_34,238.576111641758
911,1970,estimates,5yearly,35_39,166.640973575023
911,1970,estimates,5yearly,40_44,97.4645614453128
911,1970,estimates,5yearly,45_49,33.3982862424742
911,1975,estimates,5yearly,15_19,174.743142784612
911,1975,estimates,5yearly,20_24,303.59491693771
911,1975,estimates,5yearly,25_29,288.479194185751
911,1975,estimates,5yearly,30_34,250.152336635815
911,1975,estimates,5yearly,35_39,182.894059231486
911,1975,estimates,5yearly,40_44,99.5600366313887
911,1975,estimates,5yearly,45_49,30.9794909096882
911,1980,estimates,5yearly,15_19,170.803815045508
911,1980,estimates,5yearly,20_24,300.209205447747
911,1980,estimates,5yearly,25_29,291.231149178419
911,1980,estimates,5yearly,30_34,257.744525061265
911,1980,estimates,5yearly,35_39,196.565098545593
911,1980,estimates,5yearly,40_44,99.8951032545031
911,1980,estimates,5yearly,45_49,30.0345818862273
911,1985,estimates,5yearly,15_19,166.62037682884
911,1985,estimates,5yearly,20_24,296.428864990149
911,1985,estimates,5yearly,25_29,290.056703789301
911,1985,estimates,5yearly,30_34,259.078714366499
911,1985,estimates,5yearly,35_39,201.669632881927
911,1985,estimates,5yearly,40_44,108.074442662715
911,1985,estimates,5yearly,45_49,29.7605835717767
911,1990,estimates,5yearly,15_19,159.768462949912
911,1990,estimates,5yearly,20_24,291.935342040296
911,1990,estimates,5yearly,25_29,288.006409019846
911,1990,estimates,5yearly,30_34,256.758925640881
911,1990,estimates,5yearly,35_39,199.047676270015
911,1990,estimates,5yearly,40_44,109.207202724046
911,1990,estimates,5yearly,45_49,29.8734531384602
911,1995,estimates,5yearly,15_19,153.453641308413
911,1995,estimates,5yearly,20_24,281.739803155773
911,1995,estimates,5yearly,25_29,285.210015604475
911,1995,estimates,5yearly,30_34,257.036618326703
911,1995,estimates,5yearly,35_39,192.983134747976
911,1995,estimates,5yearly,40_44,104.796852304574
911,1995,estimates,5yearly,45_49,29.7616739416069
911,2000,estimates,5yearly,15_19,150.146669601208
911,2000,estimates,5yearly,20_24,272.944404048395
911,2000,estimates,5yearly,25_29,281.272630942659
911,2000,estimates,5yearly,30_34,259.649550356448
911,2000,estimates,5yearly,35_39,187.993359554939
911,2000,estimates,5yearly,40_44,95.6423530665469
911,2000,estimates,5yearly,45_49,30.1917763342227
911,2005,estimates,5yearly,15_19,145.58639374247
911,2005,estimates,5yearly,20_24,266.94174440392
911,2005,estimates,5yearly,25_29,275.483778730648
911,2005,estimates,5yearly,30_34,255.756917569986
911,2005,estimates,5yearly,35_39,185.701587487421
911,2005,estimates,5yearly,40_44,86.2190985994573
911,2005,estimates,5yearly,45_49,31.353888178905
911,2010,estimates,5yearly,15_19,138.720630123161
911,2010,estimates,5yearly,20_24,258.257199516467
911,2010,estimates,5yearly,25_29,271.749801147907
911,2010,estimates,5yearly,30_34,235.157646972959
911,2010,estimates,5yearly,35_39,177.713101938208
911,2010,estimates,5yearly,40_44,83.7618431143673
911,2010,estimates,5yearly,45_49,22.4831605802795
911,2015,constant_fertility,5yearly,15_19,138.980425839236
911,2015,constant_mortality,5yearly,15_19,129.004034255544
911,2015,high_variant,5yearly,15_19,134.820180517197
911,2015,instant_replacement,5yearly,15_19,56.0724169271343
911,2015,low_variant,5yearly,15_19,123.184903399321
911,2015,medium_variant,5yearly,15_19,129.002302741932
911,2015,momentum,5yearly,15_19,57.5569472682467
911,2015,no_change,5yearly,15_19,138.982641375547
911,2015,zero_migration,5yearly,15_19,128.989209262159
911,2015,constant_fertility,5yearly,20_24,258.828604565931
911,2015,constant_mortality,5yearly,20_24,242.569148528925
911,2015,high_variant,5yearly,20_24,253.519651324867
911,2015,instant_replacement,5yearly,20_24,105.506752682512
911,2015,low_variant,5yearly,20_24,231.618619070862
911,2015,medium_variant,5yearly,20_24,242.569762969228
911,2015,momentum,5yearly,20_24,108.353350950476
911,2015,no_change,5yearly,20_24,258.828210650202
911,2015,zero_migration,5yearly,20_24,242.558062813497
911,2015,constant_fertility,5yearly,25_29,272.439481149633
911,2015,constant_mortality,5yearly,25_29,258.271407103192
911,2015,high_variant,5yearly,25_29,269.917143325211
911,2015,instant_replacement,5yearly,25_29,112.121503854937
911,2015,low_variant,5yearly,25_29,246.622350479862
911,2015,medium_variant,5yearly,25_29,258.269276982217
911,2015,momentum,5yearly,25_29,115.158805506583
911,2015,no_change,5yearly,25_29,272.441887836025
911,2015,zero_migration,5yearly,25_29,258.261063838715
911,2015,constant_fertility,5yearly,30_34,235.514518032698
911,2015,constant_mortality,5yearly,30_34,216.763151700863
911,2015,high_variant,5yearly,30_34,226.562267983419
911,2015,instant_replacement,5yearly,30_34,94.3644164596777
911,2015,low_variant,5yearly,30_34,206.938957572658
911,2015,medium_variant,5yearly,30_34,216.750651523143
911,2015,momentum,5yearly,30_34,96.9019373924008
911,2015,no_change,5yearly,30_34,235.528859853092
911,2015,zero_migration,5yearly,30_34,216.724276998246
911,2015,constant_fertility,5yearly,35_39,177.686633927559
911,2015,constant_mortality,5yearly,35_39,166.8792430318
911,2015,high_variant,5yearly,35_39,174.364767876133
911,2015,instant_replacement,5yearly,35_39,72.2831781377329
911,2015,low_variant,5yearly,35_39,159.334195194479
911,2015,medium_variant,5yearly,35_39,166.849787632971
911,2015,momentum,5yearly,35_39,74.2087602407693
911,2015,no_change,5yearly,35_39,177.718461196462
911,2015,zero_migration,5yearly,35_39,166.762014369065
911,2015,constant_fertility,5yearly,40_44,83.5635743933167
911,2015,constant_mortality,5yearly,40_44,75.5400894930354
911,2015,high_variant,5yearly,40_44,78.9056850769454
911,2015,instant_replacement,5yearly,40_44,32.5066557099046
911,2015,low_variant,5yearly,40_44,72.1456010937455
911,2015,medium_variant,5yearly,40_44,75.5253235145697
911,2015,momentum,5yearly,40_44,33.3755679489018
911,2015,no_change,5yearly,40_44,83.5794051584079
911,2015,zero_migration,5yearly,40_44,75.4971711699057
911,2015,constant_fertility,5yearly,45_49,22.2785484196545
911,2015,constant_mortality,5yearly,45_49,18.8573693637156
911,2015,high_variant,5yearly,45_49,19.7283919572155
911,2015,instant_replacement,5yearly,45_49,8.32529821360524
911,2015,low_variant,5yearly,45_49,18.0073863042917
911,2015,medium_variant,5yearly,45_49,18.8677808959425
911,2015,momentum,5yearly,45_49,8.57196324887356
911,2015,no_change,5yearly,45_49,22.2664419809673
