region,year,variant,freq,age5yearinterval,fertilityrateper1000women
925,1950,estimates,5yearly,15_19,18.4605956181353
925,1950,estimates,5yearly,20_24,116.173083999363
925,1950,estimates,5yearly,25_29,160.986539228375
925,1950,estimates,5yearly,30_34,121.653667500975
925,1950,estimates,5yearly,35_39,82.6939315114069
925,1950,estimates,5yearly,40_44,31.931716808079
925,1950,estimates,5yearly,45_49,4.8305633280274
925,1955,estimates,5yearly,15_19,20.9413975651209
925,1955,estimates,5yearly,20_24,121.889028684052
925,1955,estimates,5yearly,25_29,161.059922473056
925,1955,estimates,5yearly,30_34,116.640425405502
925,1955,estimates,5yearly,35_39,72.3694379447566
925,1955,estimates,5yearly,40_44,26.9848978983438
925,1955,estimates,5yearly,45_49,3.57980975996947
925,1960,estimates,5yearly,15_19,24.205094411927
925,1960,estimates,5yearly,20_24,130.16628126259
925,1960,estimates,5yearly,25_29,169.904766212723
925,1960,estimates,5yearly,30_34,120.897710259098
925,1960,estimates,5yearly,35_39,66.775022722637
925,1960,estimates,5yearly,40_44,25.3409049359163
925,1960,estimates,5yearly,45_49,3.10380791194567
925,1965,estimates,5yearly,15_19,28.992683435426
925,1965,estimates,5yearly,20_24,138.227344755879
925,1965,estimates,5yearly,25_29,166.516319595705
925,1965,estimates,5yearly,30_34,115.048550417437
925,1965,estimates,5yearly,35_39,63.7349388833669
925,1965,estimates,5yearly,40_44,21.1694168573463
925,1965,estimates,5yearly,45_49,2.58867897363926
925,1970,estimates,5yearly,15_19,32.0644177471788
925,1970,estimates,5yearly,20_24,142.398775399337
925,1970,estimates,5yearly,25_29,163.13346865818
925,1970,estimates,5yearly,30_34,101.497524131802
925,1970,estimates,5yearly,35_39,53.2931532516199
925,1970,estimates,5yearly,40_44,17.6170162407657
925,1970,estimates,5yearly,45_49,1.65902661834292
925,1975,estimates,5yearly,15_19,32.7872598469822
925,1975,estimates,5yearly,20_24,134.195359844552
925,1975,estimates,5yearly,25_29,140.882514485697
925,1975,estimates,5yearly,30_34,86.0677071502709
925,1975,estimates,5yearly,35_39,40.4781115094449
925,1975,estimates,5yearly,40_44,12.4476768989381
925,1975,estimates,5yearly,45_49,1.2300148697557
925,1980,estimates,5yearly,15_19,25.6975800750334
925,1980,estimates,5yearly,20_24,110.261253158711
925,1980,estimates,5yearly,25_29,120.410298768677
925,1980,estimates,5yearly,30_34,70.0599473797048
925,1980,estimates,5yearly,35_39,30.7788692672293
925,1980,estimates,5yearly,40_44,7.9134342468195
925,1980,estimates,5yearly,45_49,0.75161942103512
