region,variant,gender,freq,year,under40mortalityper1000livebirth
957,estimates,female,5yearly,1950,280.944070116125
957,estimates,male,5yearly,1950,312.558746941468
957,estimates,female,5yearly,1955,230.353487835897
957,estimates,male,5yearly,1955,264.638898284191
957,estimates,female,5yearly,1960,201.278662562003
957,estimates,male,5yearly,1960,236.13504828218
957,estimates,female,5yearly,1965,172.362504316049
957,estimates,male,5yearly,1965,207.032782044626
957,estimates,female,5yearly,1970,148.57294609631
957,estimates,male,5yearly,1970,181.809592655607
957,estimates,female,5yearly,1975,125.516876140233
957,estimates,male,5yearly,1975,158.478706827178
957,estimates,female,5yearly,1980,97.075506786352
957,estimates,male,5yearly,1980,131.135046028343
957,estimates,female,5yearly,1985,77.4393468605842
957,estimates,male,5yearly,1985,110.93731389448
957,estimates,female,5yearly,1990,65.7116550741808
957,estimates,male,5yearly,1990,91.6627591390589
957,estimates,female,5yearly,1995,52.4457554862657
957,estimates,male,5yearly,1995,78.5871673525269
957,estimates,female,5yearly,2000,44.3009446644033
957,estimates,male,5yearly,2000,67.2276514004078
957,estimates,female,5yearly,2005,37.7192212487802
957,estimates,male,5yearly,2005,55.0242000439098
957,estimates,female,5yearly,2010,32.6324216110696
957,estimates,male,5yearly,2010,48.1149191665975
957,medium_variant,female,5yearly,2015,29.490273812223
957,medium_variant,male,5yearly,2015,43.1617512698967
957,medium_variant,female,5yearly,2020,27.2048503451702
957,medium_variant,male,5yearly,2020,38.4763394448995
957,medium_variant,female,5yearly,2025,25.3527801390806
957,medium_variant,male,5yearly,2025,34.3509042106435
957,medium_variant,female,5yearly,2030,23.6845810365017
957,medium_variant,male,5yearly,2030,30.7678451645015
957,medium_variant,female,5yearly,2035,22.0824660039499
957,medium_variant,male,5yearly,2035,27.6638885696231
957,medium_variant,female,5yearly,2040,20.5651962745301
957,medium_variant,male,5yearly,2040,24.9385499623708
957,medium_variant,female,5yearly,2045,19.1301157969745
957,medium_variant,male,5yearly,2045,22.5100966174441
957,medium_variant,female,5yearly,2050,17.8797166844417
957,medium_variant,male,5yearly,2050,20.410879204513
957,medium_variant,female,5yearly,2055,16.7849813065603
957,medium_variant,male,5yearly,2055,18.5903493798063
957,medium_variant,female,5yearly,2060,15.7675378745714
957,medium_variant,male,5yearly,2060,16.9881311906875
957,medium_variant,female,5yearly,2065,14.7919069383203
957,medium_variant,male,5yearly,2065,15.5454325872275
957,medium_variant,female,5yearly,2070,13.8190262763844
957,medium_variant,male,5yearly,2070,14.282744847586
957,medium_variant,female,5yearly,2075,12.8746434934024
957,medium_variant,male,5yearly,2075,13.0860999891426
957,medium_variant,female,5yearly,2080,12.0255003494703
957,medium_variant,male,5yearly,2080,12.0080837265851
957,medium_variant,female,5yearly,2085,11.2498142498587
957,medium_variant,male,5yearly,2085,11.0354537599663
957,medium_variant,female,5yearly,2090,10.5175968673642
957,medium_variant,male,5yearly,2090,10.166645288445
957,medium_variant,female,5yearly,2095,9.81062204958771
957,medium_variant,male,5yearly,2095,9.37629394517991
