region,variant,gender,freq,year,under40mortalityper1000livebirth
5501,estimates,female,5yearly,1950,516.285912154174
5501,estimates,male,5yearly,1950,492.764593617977
5501,estimates,female,5yearly,1955,468.851798272452
5501,estimates,male,5yearly,1955,442.622373337647
5501,estimates,female,5yearly,1960,421.098974907592
5501,estimates,male,5yearly,1960,393.812644347597
5501,estimates,female,5yearly,1965,373.993775399943
5501,estimates,male,5yearly,1965,346.853290041212
5501,estimates,female,5yearly,1970,337.863896956855
5501,estimates,male,5yearly,1970,311.214776147954
5501,estimates,female,5yearly,1975,290.245689828955
5501,estimates,male,5yearly,1975,269.949893066619
5501,estimates,female,5yearly,1980,255.459613493568
5501,estimates,male,5yearly,1980,252.082095238813
5501,estimates,female,5yearly,1985,227.412640734836
5501,estimates,male,5yearly,1985,220.406539361355
5501,estimates,female,5yearly,1990,197.738298741462
5501,estimates,male,5yearly,1990,188.439289986811
5501,estimates,female,5yearly,1995,171.399102695331
5501,estimates,male,5yearly,1995,167.240990206308
5501,estimates,female,5yearly,2000,147.148677429506
5501,estimates,male,5yearly,2000,146.952298967632
5501,estimates,female,5yearly,2005,123.438278483599
5501,estimates,male,5yearly,2005,128.343434447458
5501,estimates,female,5yearly,2010,101.180045976561
5501,estimates,male,5yearly,2010,112.500541755157
5501,medium_variant,female,5yearly,2015,87.5053256910417
5501,medium_variant,male,5yearly,2015,100.558824951288
5501,medium_variant,female,5yearly,2020,76.2479401493877
5501,medium_variant,male,5yearly,2020,90.0831995877338
5501,medium_variant,female,5yearly,2025,66.8511826140072
5501,medium_variant,male,5yearly,2025,81.3059975097916
5501,medium_variant,female,5yearly,2030,58.7348750480302
5501,medium_variant,male,5yearly,2030,74.9290060787183
5501,medium_variant,female,5yearly,2035,51.8388865467296
5501,medium_variant,male,5yearly,2035,69.406894635358
5501,medium_variant,female,5yearly,2040,46.8496111429488
5501,medium_variant,male,5yearly,2040,64.345522165378
5501,medium_variant,female,5yearly,2045,42.4865633852796
5501,medium_variant,male,5yearly,2045,59.4956426231336
5501,medium_variant,female,5yearly,2050,38.5421139908226
5501,medium_variant,male,5yearly,2050,54.8548809830217
5501,medium_variant,female,5yearly,2055,35.0671526740672
5501,medium_variant,male,5yearly,2055,50.7782766308449
5501,medium_variant,female,5yearly,2060,32.0434319705767
5501,medium_variant,male,5yearly,2060,46.6876462642668
5501,medium_variant,female,5yearly,2065,29.4409376713387
5501,medium_variant,male,5yearly,2065,42.7647607806991
5501,medium_variant,female,5yearly,2070,27.2204450316547
5501,medium_variant,male,5yearly,2070,38.988936004051
5501,medium_variant,female,5yearly,2075,25.1375136605737
5501,medium_variant,male,5yearly,2075,35.3905215130205
5501,medium_variant,female,5yearly,2080,23.2416591957343
5501,medium_variant,male,5yearly,2080,32.0400660283411
5501,medium_variant,female,5yearly,2085,21.5462052147697
5501,medium_variant,male,5yearly,2085,28.9867404447491
5501,medium_variant,female,5yearly,2090,19.9999975470952
5501,medium_variant,male,5yearly,2090,26.2067028867748
5501,medium_variant,female,5yearly,2095,18.4893646407679
5501,medium_variant,male,5yearly,2095,23.5489669652981
5501,estimates,female,5yearly,Regi,Southern Asia
5501,estimates,male,5yearly,Regi,Southern Asia
5501,medium_variant,female,5yearly,Regi,Southern Asia
5501,medium_variant,male,5yearly,Regi,Southern Asia
