region,variant,gender,freq,year,under40mortalityper1000livebirth
921,estimates,female,5yearly,1950,508.698200828811
921,estimates,male,5yearly,1950,487.612662701306
921,estimates,female,5yearly,1955,460.789685456457
921,estimates,male,5yearly,1955,437.313431350201
921,estimates,female,5yearly,1960,412.740677981745
921,estimates,male,5yearly,1960,388.655168961572
921,estimates,female,5yearly,1965,366.443434042472
921,estimates,male,5yearly,1965,342.470197619423
921,estimates,female,5yearly,1970,331.053193388683
921,estimates,male,5yearly,1970,307.407818276037
921,estimates,female,5yearly,1975,284.627833312963
921,estimates,male,5yearly,1975,267.102391991835
921,estimates,female,5yearly,1980,250.488840779431
921,estimates,male,5yearly,1980,249.17436600693
921,estimates,female,5yearly,1985,222.838342534562
921,estimates,male,5yearly,1985,217.858952692005
921,estimates,female,5yearly,1990,194.242654776763
921,estimates,male,5yearly,1990,187.274328377018
921,estimates,female,5yearly,1995,168.930224719964
921,estimates,male,5yearly,1995,166.972514874248
921,estimates,female,5yearly,2000,145.178201377801
921,estimates,male,5yearly,2000,146.743263121458
921,estimates,female,5yearly,2005,121.659713276327
921,estimates,male,5yearly,2005,128.086463848224
921,estimates,female,5yearly,2010,99.4688923064072
921,estimates,male,5yearly,2010,111.71859277487
921,medium_variant,female,5yearly,2015,86.0550197493026
921,medium_variant,male,5yearly,2015,99.915578425177
921,medium_variant,female,5yearly,2020,75.0670204693647
921,medium_variant,male,5yearly,2020,89.5765825181268
921,medium_variant,female,5yearly,2025,65.8907021607511
921,medium_variant,male,5yearly,2025,80.8658067193188
921,medium_variant,female,5yearly,2030,57.9257039946794
921,medium_variant,male,5yearly,2030,74.4947736750549
921,medium_variant,female,5yearly,2035,51.1377117702877
921,medium_variant,male,5yearly,2035,68.9708985520764
921,medium_variant,female,5yearly,2040,46.2076586766563
921,medium_variant,male,5yearly,2040,63.9073078947044
921,medium_variant,female,5yearly,2045,41.9148818412978
921,medium_variant,male,5yearly,2045,59.0850599028851
921,medium_variant,female,5yearly,2050,38.0447929455545
921,medium_variant,male,5yearly,2050,54.468183709249
921,medium_variant,female,5yearly,2055,34.6342943276966
921,medium_variant,male,5yearly,2055,50.3955691068347
921,medium_variant,female,5yearly,2060,31.659550424449
921,medium_variant,male,5yearly,2060,46.3149388803866
921,medium_variant,female,5yearly,2065,29.0928651553771
921,medium_variant,male,5yearly,2065,42.4045232121655
921,medium_variant,female,5yearly,2070,26.8974501025145
921,medium_variant,male,5yearly,2070,38.6503113291324
921,medium_variant,female,5yearly,2075,24.8567455743667
921,medium_variant,male,5yearly,2075,35.0750310376728
921,medium_variant,female,5yearly,2080,22.9715464103423
921,medium_variant,male,5yearly,2080,31.7500550147445
921,medium_variant,female,5yearly,2085,21.2996905092506
921,medium_variant,male,5yearly,2085,28.724633614435
921,medium_variant,female,5yearly,2090,19.7859892392425
921,medium_variant,male,5yearly,2090,25.9698422366298
921,medium_variant,female,5yearly,2095,18.2839034263089
921,medium_variant,male,5yearly,2095,23.3468942652236
