region,variant,gender,freq,year,under40mortalityper1000livebirth
913,estimates,female,5yearly,1950,331.569401692549
913,estimates,male,5yearly,1950,374.615301380985
913,estimates,female,5yearly,1955,296.094975512797
913,estimates,male,5yearly,1955,334.579473296616
913,estimates,female,5yearly,1960,271.882601247791
913,estimates,male,5yearly,1960,308.308624248848
913,estimates,female,5yearly,1965,248.704962731523
913,estimates,male,5yearly,1965,283.050330734768
913,estimates,female,5yearly,1970,196.503780035133
913,estimates,male,5yearly,1970,243.566306861306
913,estimates,female,5yearly,1975,178.894966867886
913,estimates,male,5yearly,1975,228.447373055717
913,estimates,female,5yearly,1980,162.488485982701
913,estimates,male,5yearly,1980,211.838461622274
913,estimates,female,5yearly,1985,132.292919505705
913,estimates,male,5yearly,1985,181.574501702239
913,estimates,female,5yearly,1990,125.104367506377
913,estimates,male,5yearly,1990,172.51926159128
913,estimates,female,5yearly,1995,187.85360134408
913,estimates,male,5yearly,1995,229.024288201751
913,estimates,female,5yearly,2000,290.75662761368
913,estimates,male,5yearly,2000,307.320505949921
913,estimates,female,5yearly,2005,306.206890158479
913,estimates,male,5yearly,2005,306.545996131722
913,estimates,female,5yearly,2010,196.692769921653
913,estimates,male,5yearly,2010,218.379913095148
913,medium_variant,female,5yearly,2015,134.741529283856
913,medium_variant,male,5yearly,2015,155.278243142257
913,medium_variant,female,5yearly,2020,116.719187643996
913,medium_variant,male,5yearly,2020,134.659863045751
913,medium_variant,female,5yearly,2025,102.554376865111
913,medium_variant,male,5yearly,2025,118.673660393171
913,medium_variant,female,5yearly,2030,91.6248704925545
913,medium_variant,male,5yearly,2030,104.421893251818
913,medium_variant,female,5yearly,2035,81.8786891025931
913,medium_variant,male,5yearly,2035,91.0430312955963
913,medium_variant,female,5yearly,2040,72.8780160451021
913,medium_variant,male,5yearly,2040,79.7823042130337
913,medium_variant,female,5yearly,2045,64.7254432270906
913,medium_variant,male,5yearly,2045,70.2849528644426
913,medium_variant,female,5yearly,2050,57.8851356615731
913,medium_variant,male,5yearly,2050,61.9121520118063
913,medium_variant,female,5yearly,2055,52.4908225322001
913,medium_variant,male,5yearly,2055,54.8826478515648
913,medium_variant,female,5yearly,2060,47.6815434714479
913,medium_variant,male,5yearly,2060,48.5789457361244
913,medium_variant,female,5yearly,2065,43.8271948009947
913,medium_variant,male,5yearly,2065,42.87885294324
913,medium_variant,female,5yearly,2070,40.4074775609919
913,medium_variant,male,5yearly,2070,38.7325101217245
913,medium_variant,female,5yearly,2075,37.2467361507167
913,medium_variant,male,5yearly,2075,35.4575528003456
913,medium_variant,female,5yearly,2080,34.3588282020134
913,medium_variant,male,5yearly,2080,32.4988264913023
913,medium_variant,female,5yearly,2085,31.6813041795136
913,medium_variant,male,5yearly,2085,29.7418431366795
913,medium_variant,female,5yearly,2090,29.1795773397824
913,medium_variant,male,5yearly,2090,27.191802499858
913,medium_variant,female,5yearly,2095,26.8367405507883
913,medium_variant,male,5yearly,2095,24.8534953440339
913,estimates,female,5yearly,Regi,Southern Africa
913,estimates,male,5yearly,Regi,Southern Africa
913,medium_variant,female,5yearly,Regi,Southern Africa
913,medium_variant,male,5yearly,Regi,Southern Africa
