region,variant,gender,freq,year,under40mortalityper1000livebirth
947,estimates,female,5yearly,1950,504.320335586057
947,estimates,male,5yearly,1950,533.487628163359
947,estimates,female,5yearly,1955,474.122831928928
947,estimates,male,5yearly,1955,502.54568709586
947,estimates,female,5yearly,1960,443.253834189512
947,estimates,male,5yearly,1960,471.632108050716
947,estimates,female,5yearly,1965,416.64701689173
947,estimates,male,5yearly,1965,444.379015002584
947,estimates,female,5yearly,1970,385.920368195496
947,estimates,male,5yearly,1970,414.935878593988
947,estimates,female,5yearly,1975,359.07329746706
947,estimates,male,5yearly,1975,387.987165905227
947,estimates,female,5yearly,1980,340.062736636705
947,estimates,male,5yearly,1980,369.381574771667
947,estimates,female,5yearly,1985,327.674126929104
947,estimates,male,5yearly,1985,359.343936410075
947,estimates,female,5yearly,1990,332.356017338171
947,estimates,male,5yearly,1990,365.93635335275
947,estimates,female,5yearly,1995,331.266934158921
947,estimates,male,5yearly,1995,357.525072984253
947,estimates,female,5yearly,2000,319.035329434269
947,estimates,male,5yearly,2000,336.821801393877
947,estimates,female,5yearly,2005,271.70314260126
947,estimates,male,5yearly,2005,286.336881100744
947,estimates,female,5yearly,2010,219.6406276378
947,estimates,male,5yearly,2010,242.140384233814
947,medium_variant,female,5yearly,2015,186.677696734532
947,medium_variant,male,5yearly,2015,211.406876855277
947,medium_variant,female,5yearly,2020,162.668502300166
947,medium_variant,male,5yearly,2020,188.456880953195
947,medium_variant,female,5yearly,2025,141.175265658456
947,medium_variant,male,5yearly,2025,167.81203936108
947,medium_variant,female,5yearly,2030,122.389970713056
947,medium_variant,male,5yearly,2030,149.636557980768
947,medium_variant,female,5yearly,2035,106.426465737709
947,medium_variant,male,5yearly,2035,133.90850106948
947,medium_variant,female,5yearly,2040,92.8201169727171
947,medium_variant,male,5yearly,2040,120.759079649521
947,medium_variant,female,5yearly,2045,81.2011744505349
947,medium_variant,male,5yearly,2045,109.379175894858
947,medium_variant,female,5yearly,2050,71.3955562497029
947,medium_variant,male,5yearly,2050,99.3331720988997
947,medium_variant,female,5yearly,2055,63.6217168765059
947,medium_variant,male,5yearly,2055,90.8589823212803
947,medium_variant,female,5yearly,2060,57.3040476614698
947,medium_variant,male,5yearly,2060,83.5963504473696
947,medium_variant,female,5yearly,2065,51.8128175300453
947,medium_variant,male,5yearly,2065,77.2519924507853
947,medium_variant,female,5yearly,2070,47.3926892787558
947,medium_variant,male,5yearly,2070,71.7299516692237
947,medium_variant,female,5yearly,2075,43.5751334918869
947,medium_variant,male,5yearly,2075,66.8655837201871
947,medium_variant,female,5yearly,2080,40.4955993140457
947,medium_variant,male,5yearly,2080,62.8828513742445
947,medium_variant,female,5yearly,2085,37.8596494939766
947,medium_variant,male,5yearly,2085,59.1688598460419
947,medium_variant,female,5yearly,2090,35.4922662161458
947,medium_variant,male,5yearly,2090,55.6006117642638
947,medium_variant,female,5yearly,2095,33.3679701641058
947,medium_variant,male,5yearly,2095,52.2295769722018
