country,variant,gender,freq,year,lifeexpectancyat60
300,estimates,female,5yearly,1950,17.486177
300,estimates,male,5yearly,1950,15.100056
300,estimates,female,5yearly,1955,17.763925
300,estimates,male,5yearly,1955,14.964005
300,estimates,female,5yearly,1960,18.498055
300,estimates,male,5yearly,1960,15.591784
300,estimates,female,5yearly,1965,18.88783
300,estimates,male,5yearly,1965,15.69961
300,estimates,female,5yearly,1970,19.857317
300,estimates,male,5yearly,1970,16.366041
300,estimates,female,5yearly,1975,20.539177
300,estimates,male,5yearly,1975,16.762709
300,estimates,female,5yearly,1980,21.742619
300,estimates,male,5yearly,1980,17.294082
300,estimates,female,5yearly,1985,22.394438
300,estimates,male,5yearly,1985,17.952288
300,estimates,female,5yearly,1990,22.690059
300,estimates,male,5yearly,1990,19.550987
300,estimates,female,5yearly,1995,23.319072
300,estimates,male,5yearly,1995,20.021457
300,estimates,female,5yearly,2000,24.066845
300,estimates,male,5yearly,2000,20.738798
300,estimates,female,5yearly,2005,24.876223
300,estimates,male,5yearly,2005,21.493029
300,estimates,female,5yearly,2010,25.345204
300,estimates,male,5yearly,2010,21.917741
300,medium_variant,female,5yearly,2015,25.766448
300,medium_variant,male,5yearly,2015,22.314981
300,medium_variant,female,5yearly,2020,26.285664
300,medium_variant,male,5yearly,2020,23.09732
300,medium_variant,female,5yearly,2025,26.793884
300,medium_variant,male,5yearly,2025,23.866531
300,medium_variant,female,5yearly,2030,27.30299
300,medium_variant,male,5yearly,2030,24.501721
300,medium_variant,female,5yearly,2035,27.802261
300,medium_variant,male,5yearly,2035,25.045469
300,medium_variant,female,5yearly,2040,28.312649
300,medium_variant,male,5yearly,2040,25.551677
300,medium_variant,female,5yearly,2045,28.82806
300,medium_variant,male,5yearly,2045,26.014448
300,medium_variant,female,5yearly,2050,29.326492
300,medium_variant,male,5yearly,2050,26.498579
300,medium_variant,female,5yearly,2055,29.848587
300,medium_variant,male,5yearly,2055,26.951043
300,medium_variant,female,5yearly,2060,30.360611
300,medium_variant,male,5yearly,2060,27.432918
300,medium_variant,female,5yearly,2065,30.844679
300,medium_variant,male,5yearly,2065,27.883935
300,medium_variant,female,5yearly,2070,31.362674
300,medium_variant,male,5yearly,2070,28.356057
300,medium_variant,female,5yearly,2075,31.871543
300,medium_variant,male,5yearly,2075,28.821358
300,medium_variant,female,5yearly,2080,32.389213
300,medium_variant,male,5yearly,2080,29.302051
300,medium_variant,female,5yearly,2085,32.913794
300,medium_variant,male,5yearly,2085,29.784505
300,medium_variant,female,5yearly,2090,33.414762
300,medium_variant,male,5yearly,2090,30.265299
300,medium_variant,female,5yearly,2095,33.951746
300,medium_variant,male,5yearly,2095,30.751166
300,estimates,female,5yearly,Regi,Greece
300,estimates,male,5yearly,Regi,Greece
300,medium_variant,female,5yearly,Regi,Greece
300,medium_variant,male,5yearly,Regi,Greece
