country,variant,gender,freq,year,lifeexpectancyat60
634,estimates,female,5yearly,1950,16.946
634,estimates,male,5yearly,1950,14.826
634,estimates,female,5yearly,1955,17.365
634,estimates,male,5yearly,1955,15.473
634,estimates,female,5yearly,1960,17.816
634,estimates,male,5yearly,1960,16.153
634,estimates,female,5yearly,1965,18.293
634,estimates,male,5yearly,1965,16.861
634,estimates,female,5yearly,1970,18.784
634,estimates,male,5yearly,1970,17.589
634,estimates,female,5yearly,1975,19.272
634,estimates,male,5yearly,1975,18.213
634,estimates,female,5yearly,1980,19.73
634,estimates,male,5yearly,1980,18.509
634,estimates,female,5yearly,1985,20.131
634,estimates,male,5yearly,1985,18.717
634,estimates,female,5yearly,1990,20.451
634,estimates,male,5yearly,1990,18.9
634,estimates,female,5yearly,1995,20.698
634,estimates,male,5yearly,1995,19.076
634,estimates,female,5yearly,2000,20.967
634,estimates,male,5yearly,2000,19.251
634,estimates,female,5yearly,2005,21.075055
634,estimates,male,5yearly,2005,19.278757
634,estimates,female,5yearly,2010,21.649922
634,estimates,male,5yearly,2010,20.065948
634,medium_variant,female,5yearly,2015,22.250476
634,medium_variant,male,5yearly,2015,20.61538
634,medium_variant,female,5yearly,2020,22.850161
634,medium_variant,male,5yearly,2020,21.196905
634,medium_variant,female,5yearly,2025,23.443315
634,medium_variant,male,5yearly,2025,21.794888
634,medium_variant,female,5yearly,2030,24.017042
634,medium_variant,male,5yearly,2030,22.438372
634,medium_variant,female,5yearly,2035,24.572017
634,medium_variant,male,5yearly,2035,23.089078
634,medium_variant,female,5yearly,2040,25.117205
634,medium_variant,male,5yearly,2040,23.757769
634,medium_variant,female,5yearly,2045,25.641736
634,medium_variant,male,5yearly,2045,24.42449
634,medium_variant,female,5yearly,2050,26.154927
634,medium_variant,male,5yearly,2050,25.064095
634,medium_variant,female,5yearly,2055,26.666204
634,medium_variant,male,5yearly,2055,25.682949
634,medium_variant,female,5yearly,2060,27.168513
634,medium_variant,male,5yearly,2060,26.207874
634,medium_variant,female,5yearly,2065,27.670646
634,medium_variant,male,5yearly,2065,26.677587
634,medium_variant,female,5yearly,2070,28.155945
634,medium_variant,male,5yearly,2070,27.11773
634,medium_variant,female,5yearly,2075,28.645706
634,medium_variant,male,5yearly,2075,27.550797
634,medium_variant,female,5yearly,2080,29.132601
634,medium_variant,male,5yearly,2080,27.98732
634,medium_variant,female,5yearly,2085,29.613514
634,medium_variant,male,5yearly,2085,28.425544
634,medium_variant,female,5yearly,2090,30.098864
634,medium_variant,male,5yearly,2090,28.869926
634,medium_variant,female,5yearly,2095,30.571243
634,medium_variant,male,5yearly,2095,29.32681
