country,variant,gender,freq,year,lifeexpectancyat60
470,estimates,female,5yearly,1950,15.892431
470,estimates,male,5yearly,1950,14.208327
470,estimates,female,5yearly,1955,15.779497
470,estimates,male,5yearly,1955,13.99804
470,estimates,female,5yearly,1960,16.541645
470,estimates,male,5yearly,1960,14.695425
470,estimates,female,5yearly,1965,17.302529
470,estimates,male,5yearly,1965,15.39277
470,estimates,female,5yearly,1970,18.060545
470,estimates,male,5yearly,1970,16.088651
470,estimates,female,5yearly,1975,18.814273
470,estimates,male,5yearly,1975,16.781754
470,estimates,female,5yearly,1980,19.562463
470,estimates,male,5yearly,1980,17.470825
470,estimates,female,5yearly,1985,20.304034
470,estimates,male,5yearly,1985,18.154684
470,estimates,female,5yearly,1990,21.040009
470,estimates,male,5yearly,1990,18.832307
470,estimates,female,5yearly,1995,21.768699
470,estimates,male,5yearly,1995,19.502455
470,estimates,female,5yearly,2000,22.488817
470,estimates,male,5yearly,2000,20.1643
470,estimates,female,5yearly,2005,23.20019
470,estimates,male,5yearly,2005,20.817299
470,estimates,female,5yearly,2010,23.901761
470,estimates,male,5yearly,2010,21.459642
470,medium_variant,female,5yearly,2015,24.444586
470,medium_variant,male,5yearly,2015,22.10717
470,medium_variant,female,5yearly,2020,25.010844
470,medium_variant,male,5yearly,2020,22.831229
470,medium_variant,female,5yearly,2025,25.570832
470,medium_variant,male,5yearly,2025,23.588558
470,medium_variant,female,5yearly,2030,26.127088
470,medium_variant,male,5yearly,2030,24.358025
470,medium_variant,female,5yearly,2035,26.67361
470,medium_variant,male,5yearly,2035,25.108748
470,medium_variant,female,5yearly,2040,27.218273
470,medium_variant,male,5yearly,2040,25.780874
470,medium_variant,female,5yearly,2045,27.764763
470,medium_variant,male,5yearly,2045,26.340734
470,medium_variant,female,5yearly,2050,28.289578
470,medium_variant,male,5yearly,2050,26.859332
470,medium_variant,female,5yearly,2055,28.829606
470,medium_variant,male,5yearly,2055,27.351424
470,medium_variant,female,5yearly,2060,29.360142
470,medium_variant,male,5yearly,2060,27.847765
470,medium_variant,female,5yearly,2065,29.89421
470,medium_variant,male,5yearly,2065,28.353921
470,medium_variant,female,5yearly,2070,30.424014
470,medium_variant,male,5yearly,2070,28.836895
470,medium_variant,female,5yearly,2075,30.942274
470,medium_variant,male,5yearly,2075,29.335654
470,medium_variant,female,5yearly,2080,31.456533
470,medium_variant,male,5yearly,2080,29.812721
470,medium_variant,female,5yearly,2085,31.983392
470,medium_variant,male,5yearly,2085,30.317098
470,medium_variant,female,5yearly,2090,32.500638
470,medium_variant,male,5yearly,2090,30.814075
470,medium_variant,female,5yearly,2095,33.027962
470,medium_variant,male,5yearly,2095,31.307949
