country,variant,gender,freq,year,lifeexpectancyat60
296,estimates,female,5yearly,1950,14.655073
296,estimates,male,5yearly,1950,13.024327
296,estimates,female,5yearly,1955,14.915586
296,estimates,male,5yearly,1955,13.256361
296,estimates,female,5yearly,1960,15.271671
296,estimates,male,5yearly,1960,13.608444
296,estimates,female,5yearly,1965,15.60684
296,estimates,male,5yearly,1965,13.897991
296,estimates,female,5yearly,1970,15.965041
296,estimates,male,5yearly,1970,14.224341
296,estimates,female,5yearly,1975,16.132037
296,estimates,male,5yearly,1975,14.367689
296,estimates,female,5yearly,1980,16.244187
296,estimates,male,5yearly,1980,14.455506
296,estimates,female,5yearly,1985,16.578289
296,estimates,male,5yearly,1985,14.66076
296,estimates,female,5yearly,1990,17.034801
296,estimates,male,5yearly,1990,14.950231
296,estimates,female,5yearly,1995,17.305659
296,estimates,male,5yearly,1995,15.197884
296,estimates,female,5yearly,2000,17.519622
296,estimates,male,5yearly,2000,15.372074
296,estimates,female,5yearly,2005,17.634698
296,estimates,male,5yearly,2005,15.439379
296,estimates,female,5yearly,2010,17.784187
296,estimates,male,5yearly,2010,15.501868
296,medium_variant,female,5yearly,2015,17.98779
296,medium_variant,male,5yearly,2015,15.629531
296,medium_variant,female,5yearly,2020,18.236345
296,medium_variant,male,5yearly,2020,15.749372
296,medium_variant,female,5yearly,2025,18.485853
296,medium_variant,male,5yearly,2025,15.866055
296,medium_variant,female,5yearly,2030,18.740983
296,medium_variant,male,5yearly,2030,15.98747
296,medium_variant,female,5yearly,2035,19.095209
296,medium_variant,male,5yearly,2035,16.112733
296,medium_variant,female,5yearly,2040,19.435948
296,medium_variant,male,5yearly,2040,16.233051
296,medium_variant,female,5yearly,2045,19.767701
296,medium_variant,male,5yearly,2045,16.351321
296,medium_variant,female,5yearly,2050,20.14222
296,medium_variant,male,5yearly,2050,16.482714
296,medium_variant,female,5yearly,2055,20.540877
296,medium_variant,male,5yearly,2055,16.629478
296,medium_variant,female,5yearly,2060,20.925248
296,medium_variant,male,5yearly,2060,16.784346
296,medium_variant,female,5yearly,2065,21.312533
296,medium_variant,male,5yearly,2065,16.960095
296,medium_variant,female,5yearly,2070,21.734491
296,medium_variant,male,5yearly,2070,17.15913
296,medium_variant,female,5yearly,2075,22.146044
296,medium_variant,male,5yearly,2075,17.384903
296,medium_variant,female,5yearly,2080,22.567499
296,medium_variant,male,5yearly,2080,17.623807
296,medium_variant,female,5yearly,2085,22.984203
296,medium_variant,male,5yearly,2085,17.903931
296,medium_variant,female,5yearly,2090,23.401734
296,medium_variant,male,5yearly,2090,18.294933
296,medium_variant,female,5yearly,2095,23.827405
296,medium_variant,male,5yearly,2095,18.680977
