country,variant,gender,freq,year,lifeexpectancyat60
858,estimates,female,5yearly,1950,18.82
858,estimates,male,5yearly,1950,15.25
858,estimates,female,5yearly,1955,19.21
858,estimates,male,5yearly,1955,15.52
858,estimates,female,5yearly,1960,19.7
858,estimates,male,5yearly,1960,15.9
858,estimates,female,5yearly,1965,19.82
858,estimates,male,5yearly,1965,15.93
858,estimates,female,5yearly,1970,19.94
858,estimates,male,5yearly,1970,15.97
858,estimates,female,5yearly,1975,20.29
858,estimates,male,5yearly,1975,16.17
858,estimates,female,5yearly,1980,20.84
858,estimates,male,5yearly,1980,16.4
858,estimates,female,5yearly,1985,21.23
858,estimates,male,5yearly,1985,16.45
858,estimates,female,5yearly,1990,22.0
858,estimates,male,5yearly,1990,16.86
858,estimates,female,5yearly,1995,22.61
858,estimates,male,5yearly,1995,17.4
858,estimates,female,5yearly,2000,23.2
858,estimates,male,5yearly,2000,17.925814
858,estimates,female,5yearly,2005,23.984507
858,estimates,male,5yearly,2005,18.561845
858,estimates,female,5yearly,2010,24.50855
858,estimates,male,5yearly,2010,19.037196
858,medium_variant,female,5yearly,2015,24.938838
858,medium_variant,male,5yearly,2015,19.531674
858,medium_variant,female,5yearly,2020,25.339831
858,medium_variant,male,5yearly,2020,20.037054
858,medium_variant,female,5yearly,2025,25.744627
858,medium_variant,male,5yearly,2025,20.568384000000002
858,medium_variant,female,5yearly,2030,26.15079
858,medium_variant,male,5yearly,2030,21.137303
858,medium_variant,female,5yearly,2035,26.556111
858,medium_variant,male,5yearly,2035,21.736738
858,medium_variant,female,5yearly,2040,26.969341
858,medium_variant,male,5yearly,2040,22.367305
858,medium_variant,female,5yearly,2045,27.37167
858,medium_variant,male,5yearly,2045,23.020596
858,medium_variant,female,5yearly,2050,27.788637
858,medium_variant,male,5yearly,2050,23.654015
858,medium_variant,female,5yearly,2055,28.214789
858,medium_variant,male,5yearly,2055,24.241591
858,medium_variant,female,5yearly,2060,28.636277
858,medium_variant,male,5yearly,2060,24.75437
858,medium_variant,female,5yearly,2065,29.055299
858,medium_variant,male,5yearly,2065,25.219566
858,medium_variant,female,5yearly,2070,29.488362
858,medium_variant,male,5yearly,2070,25.681044
858,medium_variant,female,5yearly,2075,29.913432
858,medium_variant,male,5yearly,2075,26.127256
858,medium_variant,female,5yearly,2080,30.354371
858,medium_variant,male,5yearly,2080,26.567944
858,medium_variant,female,5yearly,2085,30.791601
858,medium_variant,male,5yearly,2085,26.991956
858,medium_variant,female,5yearly,2090,31.235061
858,medium_variant,male,5yearly,2090,27.443369
858,medium_variant,female,5yearly,2095,31.684851
858,medium_variant,male,5yearly,2095,27.888245
858,estimates,female,5yearly,Regi,Uruguay
858,estimates,male,5yearly,Regi,Uruguay
858,medium_variant,female,5yearly,Regi,Uruguay
858,medium_variant,male,5yearly,Regi,Uruguay
