country,variant,gender,freq,year,lifeexpectancyat60
760,estimates,female,5yearly,1950,14.738109
760,estimates,male,5yearly,1950,14.297384
760,estimates,female,5yearly,1955,15.166248
760,estimates,male,5yearly,1955,14.548488
760,estimates,female,5yearly,1960,15.599996
760,estimates,male,5yearly,1960,14.788241
760,estimates,female,5yearly,1965,16.073762
760,estimates,male,5yearly,1965,15.095057
760,estimates,female,5yearly,1970,16.67095
760,estimates,male,5yearly,1970,15.511295
760,estimates,female,5yearly,1975,17.210769
760,estimates,male,5yearly,1975,15.913601
760,estimates,female,5yearly,1980,17.726355
760,estimates,male,5yearly,1980,16.374578
760,estimates,female,5yearly,1985,18.280135
760,estimates,male,5yearly,1985,16.764056
760,estimates,female,5yearly,1990,18.742509
760,estimates,male,5yearly,1990,17.24619
760,estimates,female,5yearly,1995,19.61013
760,estimates,male,5yearly,1995,17.553885
760,estimates,female,5yearly,2000,20.455983
760,estimates,male,5yearly,2000,17.851272
760,estimates,female,5yearly,2005,21.309048
760,estimates,male,5yearly,2005,18.143974
760,estimates,female,5yearly,2010,20.925014
760,estimates,male,5yearly,2010,17.342914
760,medium_variant,female,5yearly,2015,21.556221
760,medium_variant,male,5yearly,2015,17.658573
760,medium_variant,female,5yearly,2020,22.258908
760,medium_variant,male,5yearly,2020,18.605741
760,medium_variant,female,5yearly,2025,22.812405
760,medium_variant,male,5yearly,2025,19.815389
760,medium_variant,female,5yearly,2030,23.345858
760,medium_variant,male,5yearly,2030,20.285083
760,medium_variant,female,5yearly,2035,23.861215
760,medium_variant,male,5yearly,2035,20.78937
760,medium_variant,female,5yearly,2040,24.365234
760,medium_variant,male,5yearly,2040,21.323076
760,medium_variant,female,5yearly,2045,24.859624
760,medium_variant,male,5yearly,2045,21.746088
760,medium_variant,female,5yearly,2050,25.346089
760,medium_variant,male,5yearly,2050,22.165434
760,medium_variant,female,5yearly,2055,25.826543
760,medium_variant,male,5yearly,2055,22.583041
760,medium_variant,female,5yearly,2060,26.302667
760,medium_variant,male,5yearly,2060,22.998372
760,medium_variant,female,5yearly,2065,26.775639
760,medium_variant,male,5yearly,2065,23.413716
760,medium_variant,female,5yearly,2070,27.246204
760,medium_variant,male,5yearly,2070,23.825033
760,medium_variant,female,5yearly,2075,27.716167
760,medium_variant,male,5yearly,2075,24.228908
760,medium_variant,female,5yearly,2080,28.184783
760,medium_variant,male,5yearly,2080,24.632255
760,medium_variant,female,5yearly,2085,28.656486
760,medium_variant,male,5yearly,2085,25.024948
760,medium_variant,female,5yearly,2090,29.122931
760,medium_variant,male,5yearly,2090,25.400417
760,medium_variant,female,5yearly,2095,29.648102
760,medium_variant,male,5yearly,2095,25.786025
760,estimates,female,5yearly,Regi,Syrian Arab Republic
760,estimates,male,5yearly,Regi,Syrian Arab Republic
760,medium_variant,female,5yearly,Regi,Syrian Arab Republic
760,medium_variant,male,5yearly,Regi,Syrian Arab Republic
