region,variant,freq,year,noofbirth
901,estimates,5yearly,1950,93861.903
901,estimates,5yearly,1955,95121.954
901,estimates,5yearly,1960,91805.892
901,estimates,5yearly,1965,84992.832
901,estimates,5yearly,1970,82504.554
901,estimates,5yearly,1975,79108.067
901,estimates,5yearly,1980,79218.266
901,estimates,5yearly,1985,78345.702
901,estimates,5yearly,1990,71514.131
901,estimates,5yearly,1995,66174.428
901,estimates,5yearly,2000,66064.67
901,estimates,5yearly,2005,69482.912
901,estimates,5yearly,2010,68833.523
901,constant_fertility,5yearly,2015,66883.006
901,constant_mortality,5yearly,2015,68423.186
901,high_variant,5yearly,2015,78546.414
901,instant_replacement,5yearly,2015,84072.818
901,low_variant,5yearly,2015,58311.603
901,medium_variant,5yearly,2015,68429.006
901,momentum,5yearly,2015,83279.177
901,no_change,5yearly,2015,66877.58
901,zero_migration,5yearly,2015,67664.81
901,constant_fertility,5yearly,2020,64391.148
901,constant_mortality,5yearly,2020,67390.575
901,high_variant,5yearly,2020,83085.216
901,instant_replacement,5yearly,2020,81321.201
901,low_variant,5yearly,2020,51740.162
901,medium_variant,5yearly,2020,67412.691
901,momentum,5yearly,2020,78790.329
901,no_change,5yearly,2020,64371.724
901,zero_migration,5yearly,2020,65105.774
901,constant_fertility,5yearly,2025,62442.181
901,constant_mortality,5yearly,2025,65732.898
901,high_variant,5yearly,2025,84612.211
901,instant_replacement,5yearly,2025,78106.843
901,low_variant,5yearly,2025,46942.337
901,medium_variant,5yearly,2025,65777.266
901,momentum,5yearly,2025,73864.461
901,no_change,5yearly,2025,62404.002
901,zero_migration,5yearly,2025,61947.973
901,constant_fertility,5yearly,2030,61723.197
901,constant_mortality,5yearly,2030,64861.326
901,high_variant,5yearly,2030,83439.016
901,instant_replacement,5yearly,2030,76347.135
901,low_variant,5yearly,2030,46481.441
901,medium_variant,5yearly,2030,64932.052
901,momentum,5yearly,2030,70711.798
901,no_change,5yearly,2030,61661.454
901,zero_migration,5yearly,2030,59855.568
901,constant_fertility,5yearly,2035,61756.031
901,constant_mortality,5yearly,2035,65346.766
901,high_variant,5yearly,2035,84724.256
901,instant_replacement,5yearly,2035,77131.141
901,low_variant,5yearly,2035,46583.33
901,medium_variant,5yearly,2035,65451.861
901,momentum,5yearly,2035,70515.8
901,no_change,5yearly,2035,61661.765
901,zero_migration,5yearly,2035,59481.708
901,constant_fertility,5yearly,2040,61524.232
901,constant_mortality,5yearly,2040,66209.762
901,high_variant,5yearly,2040,88339.368
901,instant_replacement,5yearly,2040,80235.549
901,low_variant,5yearly,2040,45916.688
901,medium_variant,5yearly,2040,66362.98
901,momentum,5yearly,2040,72730.339
901,no_change,5yearly,2040,61386.28
901,zero_migration,5yearly,2040,59587.631
901,constant_fertility,5yearly,2045,60654.259
901,constant_mortality,5yearly,2045,66520.681
901,high_variant,5yearly,2045,93677.513
901,instant_replacement,5yearly,2045,84488.646
901,low_variant,5yearly,2045,43478.058
901,medium_variant,5yearly,2045,66736.287
901,momentum,5yearly,2045,75817.913
901,no_change,5yearly,2045,60464.654
901,zero_migration,5yearly,2045,58957.514
901,constant_fertility,5yearly,2050,59510.167
901,constant_mortality,5yearly,2050,66196.363
901,high_variant,5yearly,2050,99021.145
901,instant_replacement,5yearly,2050,87247.763
901,low_variant,5yearly,2050,40112.247
901,medium_variant,5yearly,2050,66480.857
901,momentum,5yearly,2050,77132.367
901,no_change,5yearly,2050,59266.234
901,zero_migration,5yearly,2050,57510.187
901,constant_fertility,5yearly,2055,58508.048
901,constant_mortality,5yearly,2055,65493.293
901,high_variant,5yearly,2055,102382.154
901,instant_replacement,5yearly,2055,87070.063
901,low_variant,5yearly,2055,37324.376
901,medium_variant,5yearly,2055,65844.942
901,momentum,5yearly,2055,75507.058
901,no_change,5yearly,2055,58209.679
901,zero_migration,5yearly,2055,55719.22
901,constant_fertility,5yearly,2060,57800.435
901,constant_mortality,5yearly,2060,64893.105
901,high_variant,5yearly,2060,103977.748
901,instant_replacement,5yearly,2060,85830.557
901,low_variant,5yearly,2060,35760.253
901,medium_variant,5yearly,2060,65310.817
901,momentum,5yearly,2060,73060.265
901,no_change,5yearly,2060,57445.957
901,zero_migration,5yearly,2060,54232.606
901,constant_fertility,5yearly,2065,57263.505
901,constant_mortality,5yearly,2065,64723.469
901,high_variant,5yearly,2065,105645.027
901,instant_replacement,5yearly,2065,85720.981
901,low_variant,5yearly,2065,34992.861
901,medium_variant,5yearly,2065,65212.895
901,momentum,5yearly,2065,72040.871
901,no_change,5yearly,2065,56849.476
901,zero_migration,5yearly,2065,53414.915
901,constant_fertility,5yearly,2070,56683.022
901,constant_mortality,5yearly,2070,64849.624
901,high_variant,5yearly,2070,108753.237
901,instant_replacement,5yearly,2070,87228.008
901,low_variant,5yearly,2070,34196.941
901,medium_variant,5yearly,2070,65420.253
901,momentum,5yearly,2070,72795.268
901,no_change,5yearly,2070,56206.577
901,zero_migration,5yearly,2070,53037.476
901,constant_fertility,5yearly,2075,55944.573
901,constant_mortality,5yearly,2075,64917.522
901,high_variant,5yearly,2075,113272.899
901,instant_replacement,5yearly,2075,89574.446
901,low_variant,5yearly,2075,32899.153
901,medium_variant,5yearly,2075,65576.364
901,momentum,5yearly,2075,74355.299
901,no_change,5yearly,2075,55404.882
901,zero_migration,5yearly,2075,52604.021
901,constant_fertility,5yearly,2080,55088.159
901,constant_mortality,5yearly,2080,64618.25
901,high_variant,5yearly,2080,118032.833
901,instant_replacement,5yearly,2080,91509.219
901,low_variant,5yearly,2080,31131.061
901,medium_variant,5yearly,2080,65365.691
901,momentum,5yearly,2080,75397.679
901,no_change,5yearly,2080,54485.595
901,zero_migration,5yearly,2080,51763.258
901,constant_fertility,5yearly,2085,54220.341
901,constant_mortality,5yearly,2085,64011.439
901,high_variant,5yearly,2085,121941.862
901,instant_replacement,5yearly,2085,92220.894
901,low_variant,5yearly,2085,29330.145
901,medium_variant,5yearly,2085,64843.788
901,momentum,5yearly,2085,75191.0330000001
901,no_change,5yearly,2085,53555.027
901,zero_migration,5yearly,2085,50621.876
901,constant_fertility,5yearly,2090,53404.736
901,constant_mortality,5yearly,2090,63333.143
901,high_variant,5yearly,2090,124776.958
901,instant_replacement,5yearly,2090,91964.33
901,low_variant,5yearly,2090,27860.733
901,medium_variant,5yearly,2090,64248.351
901,momentum,5yearly,2090,74128.914
901,no_change,5yearly,2090,52676.194
901,zero_migration,5yearly,2090,49506.381
901,constant_fertility,5yearly,2095,52630.65
901,constant_mortality,5yearly,2095,62766.045
901,high_variant,5yearly,2095,127246.159
901,instant_replacement,5yearly,2095,91700.403
901,low_variant,5yearly,2095,26746.124
901,medium_variant,5yearly,2095,63766.762
901,momentum,5yearly,2095,73243.187
901,no_change,5yearly,2095,51838.345
901,zero_migration,5yearly,2095,48653.189
901,constant_fertility,5yearly,Regi,More developed regions
901,constant_mortality,5yearly,Regi,More developed regions
901,estimates,5yearly,Regi,More developed regions
901,high_variant,5yearly,Regi,More developed regions
901,instant_replacement,5yearly,Regi,More developed regions
901,low_variant,5yearly,Regi,More developed regions
901,medium_variant,5yearly,Regi,More developed regions
901,momentum,5yearly,Regi,More developed regions
901,no_change,5yearly,Regi,More developed regions
901,zero_migration,5yearly,Regi,More developed regions
