region,variant,freq,year,noofbirth
927,estimates,5yearly,1950,1257.829
927,estimates,5yearly,1955,1406.674
927,estimates,5yearly,1960,1467.806
927,estimates,5yearly,1965,1514.784
927,estimates,5yearly,1970,1584.801
927,estimates,5yearly,1975,1392.828
927,estimates,5yearly,1980,1435.269
927,estimates,5yearly,1985,1513.175
927,estimates,5yearly,1990,1589.161
927,estimates,5yearly,1995,1536.438
927,estimates,5yearly,2000,1540.486
927,estimates,5yearly,2005,1774.623
927,estimates,5yearly,2010,1832.683
927,constant_fertility,5yearly,2015,1937.281
927,constant_mortality,5yearly,2015,1882.834
927,high_variant,5yearly,2015,2136.913
927,instant_replacement,5yearly,2015,2106.079
927,low_variant,5yearly,2015,1629
927,medium_variant,5yearly,2015,1882.959
927,momentum,5yearly,2015,2049.595
927,no_change,5yearly,2015,1937.157
927,zero_migration,5yearly,2015,1830.966
927,constant_fertility,5yearly,2020,1985.481
927,constant_mortality,5yearly,2020,1901.9
927,high_variant,5yearly,2020,2320.262
927,instant_replacement,5yearly,2020,2164.36
927,low_variant,5yearly,2020,1484.499
927,medium_variant,5yearly,2020,1902.381
927,momentum,5yearly,2020,1995.307
927,no_change,5yearly,2020,1984.996
927,zero_migration,5yearly,2020,1751.714
927,constant_fertility,5yearly,2025,2001.336
927,constant_mortality,5yearly,2025,1896.861
927,high_variant,5yearly,2025,2424.984
927,instant_replacement,5yearly,2025,2182.468
927,low_variant,5yearly,2025,1370.802
927,medium_variant,5yearly,2025,1897.892
927,momentum,5yearly,2025,1903.707
927,no_change,5yearly,2025,2000.286
927,zero_migration,5yearly,2025,1653.127
927,constant_fertility,5yearly,2030,2038.16
927,constant_mortality,5yearly,2030,1906.127
927,high_variant,5yearly,2030,2446.619
927,instant_replacement,5yearly,2030,2216.146
927,low_variant,5yearly,2030,1370.806
927,medium_variant,5yearly,2030,1907.866
927,momentum,5yearly,2030,1832.828
927,no_change,5yearly,2030,2036.375
927,zero_migration,5yearly,2030,1574.911
927,constant_fertility,5yearly,2035,2121.374
927,constant_mortality,5yearly,2035,1963.506
927,high_variant,5yearly,2035,2545.303
927,instant_replacement,5yearly,2035,2308.629
927,low_variant,5yearly,2035,1398.046
927,medium_variant,5yearly,2035,1966.121
927,momentum,5yearly,2035,1828.041
927,no_change,5yearly,2035,2118.64
927,zero_migration,5yearly,2035,1551.119
927,constant_fertility,5yearly,2040,2229.159
927,constant_mortality,5yearly,2040,2046.914
927,high_variant,5yearly,2040,2717.694
927,instant_replacement,5yearly,2040,2454.015
927,low_variant,5yearly,2040,1422.212
927,medium_variant,5yearly,2040,2050.653
927,momentum,5yearly,2040,1877.477
927,no_change,5yearly,2040,2225.194
927,zero_migration,5yearly,2040,1555.58
927,constant_fertility,5yearly,2045,2325.947
927,constant_mortality,5yearly,2045,2119.941
927,high_variant,5yearly,2045,2935.075
927,instant_replacement,5yearly,2045,2615.655
927,low_variant,5yearly,2045,1407.27
927,medium_variant,5yearly,2045,2125.1
927,momentum,5yearly,2045,1935.84
927,no_change,5yearly,2045,2320.392
927,zero_migration,5yearly,2045,1545.675
927,constant_fertility,5yearly,2050,2393.26
927,constant_mortality,5yearly,2050,2161.083
927,high_variant,5yearly,2050,3144.227
927,instant_replacement,5yearly,2050,2745.593
927,low_variant,5yearly,2050,1351.786
927,medium_variant,5yearly,2050,2167.894
927,momentum,5yearly,2050,1958.697
927,no_change,5yearly,2050,2385.834
927,zero_migration,5yearly,2050,1504.795
927,constant_fertility,5yearly,2055,2434.148
927,constant_mortality,5yearly,2055,2177.847
927,high_variant,5yearly,2055,3298.05
927,instant_replacement,5yearly,2055,2817.932
927,low_variant,5yearly,2055,1293.263
927,medium_variant,5yearly,2055,2186.427
927,momentum,5yearly,2055,1930.287
927,no_change,5yearly,2055,2424.697
