region,variant,freq,year,noofbirth
954,estimates,5yearly,1950,32.887
954,estimates,5yearly,1955,37.709
954,estimates,5yearly,1960,42.604
954,estimates,5yearly,1965,44.1
954,estimates,5yearly,1970,46.32
954,estimates,5yearly,1975,50.329
954,estimates,5yearly,1980,56.38
954,estimates,5yearly,1985,63.051
954,estimates,5yearly,1990,66.446
954,estimates,5yearly,1995,68.2
954,estimates,5yearly,2000,63.354
954,estimates,5yearly,2005,56.816
954,estimates,5yearly,2010,53.765
954,constant_fertility,5yearly,2015,56.498
954,constant_mortality,5yearly,2015,52.871
954,high_variant,5yearly,2015,57.596
954,instant_replacement,5yearly,2015,40.379
954,low_variant,5yearly,2015,48.173
954,medium_variant,5yearly,2015,52.889
954,momentum,5yearly,2015,41.666
954,no_change,5yearly,2015,56.48
954,zero_migration,5yearly,2015,54.538
954,constant_fertility,5yearly,2020,60.235
954,constant_mortality,5yearly,2020,53.078
954,high_variant,5yearly,2020,61.192
954,instant_replacement,5yearly,2020,42.822
954,low_variant,5yearly,2020,45.101
954,medium_variant,5yearly,2020,53.143
954,momentum,5yearly,2020,46.256
954,no_change,5yearly,2020,60.16
954,zero_migration,5yearly,2020,57.489
954,constant_fertility,5yearly,2025,63.85
954,constant_mortality,5yearly,2025,53.446
954,high_variant,5yearly,2025,64.181
954,instant_replacement,5yearly,2025,44.956
954,low_variant,5yearly,2025,42.985
954,medium_variant,5yearly,2025,53.583
954,momentum,5yearly,2025,49.974
954,no_change,5yearly,2025,63.685
954,zero_migration,5yearly,2025,59.562
954,constant_fertility,5yearly,2030,66.723
954,constant_mortality,5yearly,2030,53.177
954,high_variant,5yearly,2030,64.382
954,instant_replacement,5yearly,2030,46.009
954,low_variant,5yearly,2030,42.449
954,medium_variant,5yearly,2030,53.402
954,momentum,5yearly,2030,51.969
954,no_change,5yearly,2030,66.447
954,zero_migration,5yearly,2030,60.087
954,constant_fertility,5yearly,2035,69.018
954,constant_mortality,5yearly,2035,52.139
954,high_variant,5yearly,2035,64.064
954,instant_replacement,5yearly,2035,45.713
954,low_variant,5yearly,2035,41.1
954,medium_variant,5yearly,2035,52.465
954,momentum,5yearly,2035,52.269
954,no_change,5yearly,2035,68.572
954,zero_migration,5yearly,2035,59.481
954,constant_fertility,5yearly,2040,71.653
954,constant_mortality,5yearly,2040,50.657
954,high_variant,5yearly,2040,64.293
954,instant_replacement,5yearly,2040,43.395
954,low_variant,5yearly,2040,38.79
954,medium_variant,5yearly,2040,51.135
954,momentum,5yearly,2040,50.66
954,no_change,5yearly,2040,70.94
954,zero_migration,5yearly,2040,58.759
954,constant_fertility,5yearly,2045,75.329
954,constant_mortality,5yearly,2045,48.91
954,high_variant,5yearly,2045,65.668
954,instant_replacement,5yearly,2045,39.349
954,low_variant,5yearly,2045,35.452
954,medium_variant,5yearly,2045,49.595
954,momentum,5yearly,2045,47.723
954,no_change,5yearly,2045,74.242
954,zero_migration,5yearly,2045,58.53
954,constant_fertility,5yearly,2050,80.295
954,constant_mortality,5yearly,2050,47.46
954,high_variant,5yearly,2050,67.977
954,instant_replacement,5yearly,2050,36.925
954,low_variant,5yearly,2050,32.062
954,medium_variant,5yearly,2050,48.375
954,momentum,5yearly,2050,46.72
954,no_change,5yearly,2050,78.731
954,zero_migration,5yearly,2050,58.955
954,constant_fertility,5yearly,2055,86.111
954,constant_mortality,5yearly,2055,46.378
954,high_variant,5yearly,2055,69.936
954,instant_replacement,5yearly,2055,37.418
954,low_variant,5yearly,2055,29.534
954,medium_variant,5yearly,2055,47.532
954,momentum,5yearly,2055,48.523
954,no_change,5yearly,2055,83.98
954,zero_migration,5yearly,2055,59.369
954,constant_fertility,5yearly,2060,92.173
954,constant_mortality,5yearly,2060,45.332
954,high_variant,5yearly,2060,70.765
954,instant_replacement,5yearly,2060,38.567
954,low_variant,5yearly,2060,27.799
954,medium_variant,5yearly,2060,46.692
954,momentum,5yearly,2060,50.583
954,no_change,5yearly,2060,89.408
954,zero_migration,5yearly,2060,59.096
954,constant_fertility,5yearly,2065,98.304
954,constant_mortality,5yearly,2065,44.048
954,high_variant,5yearly,2065,70.842
954,instant_replacement,5yearly,2065,38.732
954,low_variant,5yearly,2065,26.303
954,medium_variant,5yearly,2065,45.614
954,momentum,5yearly,2065,51.313
954,no_change,5yearly,2065,94.806
954,zero_migration,5yearly,2065,58.147
954,constant_fertility,5yearly,2070,104.862
954,constant_mortality,5yearly,2070,42.456
954,high_variant,5yearly,2070,71.05
954,instant_replacement,5yearly,2070,37.478
954,low_variant,5yearly,2070,24.491
954,medium_variant,5yearly,2070,44.234
954,momentum,5yearly,2070,50.547
954,no_change,5yearly,2070,100.482
954,zero_migration,5yearly,2070,56.916
954,constant_fertility,5yearly,2075,112.435
954,constant_mortality,5yearly,2075,40.762
954,high_variant,5yearly,2075,72.042
954,instant_replacement,5yearly,2075,35.248
954,low_variant,5yearly,2075,22.321
954,medium_variant,5yearly,2075,42.769
954,momentum,5yearly,2075,48.978
954,no_change,5yearly,2075,106.982
954,zero_migration,5yearly,2075,55.95
954,constant_fertility,5yearly,2080,121.456
954,constant_mortality,5yearly,2080,39.134
954,high_variant,5yearly,2080,73.619
954,instant_replacement,5yearly,2080,33.45
954,low_variant,5yearly,2080,20.048
954,medium_variant,5yearly,2080,41.359
954,momentum,5yearly,2080,48.007
954,no_change,5yearly,2080,114.725
954,zero_migration,5yearly,2080,55.237
954,constant_fertility,5yearly,2085,131.788
954,constant_mortality,5yearly,2085,37.635
954,high_variant,5yearly,2085,75.058
954,instant_replacement,5yearly,2085,32.992
954,low_variant,5yearly,2085,18.022
954,medium_variant,5yearly,2085,40.075
954,momentum,5yearly,2085,48.461
954,no_change,5yearly,2085,123.592
954,zero_migration,5yearly,2085,54.598
954,constant_fertility,5yearly,2090,143.139
954,constant_mortality,5yearly,2090,36.325
954,high_variant,5yearly,2090,75.989
954,instant_replacement,5yearly,2090,33.464
954,low_variant,5yearly,2090,16.452
954,medium_variant,5yearly,2090,38.954
954,momentum,5yearly,2090,49.692
954,no_change,5yearly,2090,133.276
954,zero_migration,5yearly,2090,53.839
954,constant_fertility,5yearly,2095,155.419
954,constant_mortality,5yearly,2095,35.122
954,high_variant,5yearly,2095,76.555
954,instant_replacement,5yearly,2095,33.865
954,low_variant,5yearly,2095,15.241
954,medium_variant,5yearly,2095,37.932
954,momentum,5yearly,2095,50.504
954,no_change,5yearly,2095,143.637
954,zero_migration,5yearly,2095,52.76
954,constant_fertility,5yearly,Regi,Micronesia
954,constant_mortality,5yearly,Regi,Micronesia
954,estimates,5yearly,Regi,Micronesia
954,high_variant,5yearly,Regi,Micronesia
954,instant_replacement,5yearly,Regi,Micronesia
954,low_variant,5yearly,Regi,Micronesia
954,medium_variant,5yearly,Regi,Micronesia
954,momentum,5yearly,Regi,Micronesia
954,no_change,5yearly,Regi,Micronesia
954,zero_migration,5yearly,Regi,Micronesia
