region,variant,freq,year,noofbirth
1500,estimates,5yearly,1950,31368.683
1500,estimates,5yearly,1955,35150.302
1500,estimates,5yearly,1960,38606.266
1500,estimates,5yearly,1965,43626.388
1500,estimates,5yearly,1970,48931.547
1500,estimates,5yearly,1975,54332.061
1500,estimates,5yearly,1980,61161.631
1500,estimates,5yearly,1985,67982.379
1500,estimates,5yearly,1990,76137.664
1500,estimates,5yearly,1995,85325.039
1500,estimates,5yearly,2000,94067.461
1500,estimates,5yearly,2005,103128.979
1500,estimates,5yearly,2010,111570.548
1500,constant_fertility,5yearly,2015,130811.94
1500,constant_mortality,5yearly,2015,120140.419
1500,high_variant,5yearly,2015,126839.291
1500,instant_replacement,5yearly,2015,60194.417
1500,low_variant,5yearly,2015,113833.127
1500,medium_variant,5yearly,2015,120336.202
1500,momentum,5yearly,2015,61832.598
1500,no_change,5yearly,2015,130598.313
1500,zero_migration,5yearly,2015,120633.22
1500,constant_fertility,5yearly,2020,152785.386
1500,constant_mortality,5yearly,2020,128401.31
1500,high_variant,5yearly,2020,141177.663
1500,instant_replacement,5yearly,2020,68549.387
1500,low_variant,5yearly,2020,117022.118
1500,medium_variant,5yearly,2020,129099.899
1500,momentum,5yearly,2020,71868.943
1500,no_change,5yearly,2020,151952.682
1500,zero_migration,5yearly,2020,129897.656
1500,constant_fertility,5yearly,2025,177026.834
1500,constant_mortality,5yearly,2025,136281.682
1500,high_variant,5yearly,2025,155109.051
1500,instant_replacement,5yearly,2025,77529.85
1500,low_variant,5yearly,2025,120414.942
1500,medium_variant,5yearly,2025,137761.995
1500,momentum,5yearly,2025,82444.841
1500,no_change,5yearly,2025,175104.732
1500,zero_migration,5yearly,2025,138924.036
1500,constant_fertility,5yearly,2030,204109.234
1500,constant_mortality,5yearly,2030,143277.654
1500,high_variant,5yearly,2030,166236.954
1500,instant_replacement,5yearly,2030,83942.733
1500,low_variant,5yearly,2030,125856.576
1500,medium_variant,5yearly,2030,145979.48
1500,momentum,5yearly,2030,90145.199
1500,no_change,5yearly,2030,200255.757
1500,zero_migration,5yearly,2030,147403.766
1500,constant_fertility,5yearly,2035,236671.817
1500,constant_mortality,5yearly,2035,148846.097
1500,high_variant,5yearly,2035,178302.167
1500,instant_replacement,5yearly,2035,83869.779
1500,low_variant,5yearly,2035,129242.877
1500,medium_variant,5yearly,2035,153411.64
1500,momentum,5yearly,2035,90735.999
