region,variant,freq,year,noofbirth
915,estimates,5yearly,1950,3532.84
915,estimates,5yearly,1955,3760.152
915,estimates,5yearly,1960,4308.368
915,estimates,5yearly,1965,4265.173
915,estimates,5yearly,1970,4151.823
915,estimates,5yearly,1975,3937.243
915,estimates,5yearly,1980,4193.822
915,estimates,5yearly,1985,4296.712
915,estimates,5yearly,1990,4185.987
915,estimates,5yearly,1995,4055.632
915,estimates,5yearly,2000,3920.809
915,estimates,5yearly,2005,3848.015
915,estimates,5yearly,2010,3780.561
915,constant_fertility,5yearly,2015,3886.222
915,constant_mortality,5yearly,2015,3673.319
915,high_variant,5yearly,2015,4089.68
915,instant_replacement,5yearly,2015,3587.591
915,low_variant,5yearly,2015,3260.456
915,medium_variant,5yearly,2015,3675.066
915,momentum,5yearly,2015,3656.91
915,no_change,5yearly,2015,3884.334
915,zero_migration,5yearly,2015,3720.988
915,constant_fertility,5yearly,2020,3928.948
915,constant_mortality,5yearly,2020,3536.823
915,high_variant,5yearly,2020,4209.06
915,instant_replacement,5yearly,2020,3584.061
915,low_variant,5yearly,2020,2877.404
915,medium_variant,5yearly,2020,3543.223
915,momentum,5yearly,2020,3754.677
915,no_change,5yearly,2020,3921.501
915,zero_migration,5yearly,2020,3666.653
915,constant_fertility,5yearly,2025,3933.927
915,constant_mortality,5yearly,2025,3385.776
915,high_variant,5yearly,2025,4224.424
915,instant_replacement,5yearly,2025,3539.544
915,low_variant,5yearly,2025,2573.434
915,medium_variant,5yearly,2025,3398.925
915,momentum,5yearly,2025,3787.784
915,no_change,5yearly,2025,3917.671
915,zero_migration,5yearly,2025,3577.087
915,constant_fertility,5yearly,2030,3937.871
915,constant_mortality,5yearly,2030,3233.828
915,high_variant,5yearly,2030,4093.257
915,instant_replacement,5yearly,2030,3469.037
915,low_variant,5yearly,2030,2427.632
915,medium_variant,5yearly,2030,3255.752
915,momentum,5yearly,2030,3771.728
915,no_change,5yearly,2030,3909.005
915,zero_migration,5yearly,2030,3469.209
915,constant_fertility,5yearly,2035,3975.599
915,constant_mortality,5yearly,2035,3088.565
915,high_variant,5yearly,2035,4030.255
915,instant_replacement,5yearly,2035,3388.04
915,low_variant,5yearly,2035,2257.356
915,medium_variant,5yearly,2035,3121.884
915,momentum,5yearly,2035,3731.802
915,no_change,5yearly,2035,3928.252
915,zero_migration,5yearly,2035,3361.619
915,constant_fertility,5yearly,2040,4050.912
915,constant_mortality,5yearly,2040,2956.712
915,high_variant,5yearly,2040,4056.595
915,instant_replacement,5yearly,2040,3328.276
915,low_variant,5yearly,2040,2062.193
915,medium_variant,5yearly,2040,3004.152
915,momentum,5yearly,2040,3714.073
915,no_change,5yearly,2040,3977.837
915,zero_migration,5yearly,2040,3271.071
915,constant_fertility,5yearly,2045,4143.837
915,constant_mortality,5yearly,2045,2822.778
915,high_variant,5yearly,2045,4130.711
915,instant_replacement,5yearly,2045,3295.232
915,low_variant,5yearly,2045,1842.662
915,medium_variant,5yearly,2045,2886.089
915,momentum,5yearly,2045,3732.071
915,no_change,5yearly,2045,4038.064
915,zero_migration,5yearly,2045,3185.63
915,constant_fertility,5yearly,2050,4243.366
915,constant_mortality,5yearly,2050,2686.439
915,high_variant,5yearly,2050,4195.124
915,instant_replacement,5yearly,2050,3262.003
915,low_variant,5yearly,2050,1630.603
915,medium_variant,5yearly,2050,2766.211
915,momentum,5yearly,2050,3756.389
915,no_change,5yearly,2050,4098.907
915,zero_migration,5yearly,2050,3101.426
915,constant_fertility,5yearly,2055,4348.073
915,constant_mortality,5yearly,2055,2548.322
915,high_variant,5yearly,2055,4202.727
915,instant_replacement,5yearly,2055,3216.328
915,low_variant,5yearly,2055,1452.837
915,medium_variant,5yearly,2055,2643.795
915,momentum,5yearly,2055,3763.954
915,no_change,5yearly,2055,4159.796
915,zero_migration,5yearly,2055,3010.374
915,constant_fertility,5yearly,2060,4461.858
915,constant_mortality,5yearly,2060,2418.084
915,high_variant,5yearly,2060,4170.973
915,instant_replacement,5yearly,2060,3162.334
915,low_variant,5yearly,2060,1316.271
915,medium_variant,5yearly,2060,2528.451
915,momentum,5yearly,2060,3753.026
915,no_change,5yearly,2060,4224.509
915,zero_migration,5yearly,2060,2919.124
915,constant_fertility,5yearly,2065,4591.691
915,constant_mortality,5yearly,2065,2300.11
915,high_variant,5yearly,2065,4149.274
915,instant_replacement,5yearly,2065,3112.596
915,low_variant,5yearly,2065,1202.682
915,medium_variant,5yearly,2065,2424.791
915,momentum,5yearly,2065,3736.719
915,no_change,5yearly,2065,4299.141
915,zero_migration,5yearly,2065,2833.939
915,constant_fertility,5yearly,2070,4740.753
915,constant_mortality,5yearly,2070,2192.298
915,high_variant,5yearly,2070,4169.073
915,instant_replacement,5yearly,2070,3074.658
915,low_variant,5yearly,2070,1092.611
915,medium_variant,5yearly,2070,2330.891
915,momentum,5yearly,2070,3729.845
915,no_change,5yearly,2070,4385.818
915,zero_migration,5yearly,2070,2756.211
915,constant_fertility,5yearly,2075,4909.411
915,constant_mortality,5yearly,2075,2092.19
915,high_variant,5yearly,2075,4226.092
915,instant_replacement,5yearly,2075,3048.898
915,low_variant,5yearly,2075,981.664
915,medium_variant,5yearly,2075,2244.306
915,momentum,5yearly,2075,3737.261
915,no_change,5yearly,2075,4484.036
915,zero_migration,5yearly,2075,2686.168
915,constant_fertility,5yearly,2080,5095.734
915,constant_mortality,5yearly,2080,1995.817
915,high_variant,5yearly,2080,4288.318
915,instant_replacement,5yearly,2080,3026.512
915,low_variant,5yearly,2080,875.424
915,medium_variant,5yearly,2080,2160.837
915,momentum,5yearly,2080,3749.871
915,no_change,5yearly,2080,4591.65
915,zero_migration,5yearly,2080,2619.354
915,constant_fertility,5yearly,2085,5298.416
915,constant_mortality,5yearly,2085,1903.657
915,high_variant,5yearly,2085,4332.236
915,instant_replacement,5yearly,2085,2998.995
915,low_variant,5yearly,2085,782.474
915,medium_variant,5yearly,2085,2080.87
915,momentum,5yearly,2085,3755.303
915,no_change,5yearly,2085,4707.356
915,zero_migration,5yearly,2085,2554.317
915,constant_fertility,5yearly,2090,5517.902
915,constant_mortality,5yearly,2090,1815.899
915,high_variant,5yearly,2090,4354.8
915,instant_replacement,5yearly,2090,2966.54
915,low_variant,5yearly,2090,704.863
915,medium_variant,5yearly,2090,2004.32
915,momentum,5yearly,2090,3750.343
915,no_change,5yearly,2090,4831.268
915,zero_migration,5yearly,2090,2489.096
915,constant_fertility,5yearly,2095,5756.096
915,constant_mortality,5yearly,2095,1734.546
915,high_variant,5yearly,2095,4376.623
915,instant_replacement,5yearly,2095,2935.815
915,low_variant,5yearly,2095,639.368
915,medium_variant,5yearly,2095,1933.325
915,momentum,5yearly,2095,3741.334
915,no_change,5yearly,2095,4964.362
915,zero_migration,5yearly,2095,2425.652
