region,variant,freq,year,noofbirth
910,estimates,5yearly,1950,17549.003
910,estimates,5yearly,1955,19567.263
910,estimates,5yearly,1960,22106.757
910,estimates,5yearly,1965,25043.892
910,estimates,5yearly,1970,28850.76
910,estimates,5yearly,1975,33158.833
910,estimates,5yearly,1980,37987.533
910,estimates,5yearly,1985,42984.339
910,estimates,5yearly,1990,47452.078
910,estimates,5yearly,1995,53093.105
910,estimates,5yearly,2000,58494.645
910,estimates,5yearly,2005,63964.849
910,estimates,5yearly,2010,69075.094
910,constant_fertility,5yearly,2015,81087.073
910,constant_mortality,5yearly,2015,74338.751
910,high_variant,5yearly,2015,78633.05
910,instant_replacement,5yearly,2015,37788.406
910,low_variant,5yearly,2015,70323.723
910,medium_variant,5yearly,2015,74478.376
910,momentum,5yearly,2015,38728.323
910,no_change,5yearly,2015,80934.441
910,zero_migration,5yearly,2015,74585.989
910,constant_fertility,5yearly,2020,94468
910,constant_mortality,5yearly,2020,79355.825
910,high_variant,5yearly,2020,87573.825
910,instant_replacement,5yearly,2020,43267.571
910,low_variant,5yearly,2020,72076.885
910,medium_variant,5yearly,2020,79825.35
910,momentum,5yearly,2020,45048.847
910,no_change,5yearly,2020,93906.683
910,zero_migration,5yearly,2020,80125.556
910,constant_fertility,5yearly,2025,108793.29
910,constant_mortality,5yearly,2025,84068.828
910,high_variant,5yearly,2025,96153.623
910,instant_replacement,5yearly,2025,49097.207
910,low_variant,5yearly,2025,73853.836
910,medium_variant,5yearly,2025,85003.728
910,momentum,5yearly,2025,51655.095
910,no_change,5yearly,2025,107574.216
910,zero_migration,5yearly,2025,85456.007
910,constant_fertility,5yearly,2030,124397.944
910,constant_mortality,5yearly,2030,88299.88
910,high_variant,5yearly,2030,102916.484
910,instant_replacement,5yearly,2030,53434.213
910,low_variant,5yearly,2030,77005.99
910,medium_variant,5yearly,2030,89918.47
910,momentum,5yearly,2030,56616.922
910,no_change,5yearly,2030,122088.175
910,zero_migration,5yearly,2030,90491.518
910,constant_fertility,5yearly,2035,142912.209
910,constant_mortality,5yearly,2035,91682.151
910,high_variant,5yearly,2035,110263.567
910,instant_replacement,5yearly,2035,53492.833
910,low_variant,5yearly,2035,78847.843
910,medium_variant,5yearly,2035,94321.307
910,momentum,5yearly,2035,56957.827
910,no_change,5yearly,2035,138755.395
910,zero_migration,5yearly,2035,95017.829
910,constant_fertility,5yearly,2040,165774.897
910,constant_mortality,5yearly,2040,94288.153
910,high_variant,5yearly,2040,118664.148
910,instant_replacement,5yearly,2040,49935.111
910,low_variant,5yearly,2040,79261.611
910,medium_variant,5yearly,2040,98310.123
910,momentum,5yearly,2040,53411.211
910,no_change,5yearly,2040,158757.451
910,zero_migration,5yearly,2040,99154.136
910,constant_fertility,5yearly,2045,193337.754
910,constant_mortality,5yearly,2045,96109.833
910,high_variant,5yearly,2045,127499.785
910,instant_replacement,5yearly,2045,46783.545
910,low_variant,5yearly,2045,78543.799
910,medium_variant,5yearly,2045,101759.255
910,momentum,5yearly,2045,50378.977
910,no_change,5yearly,2045,182314.168
910,zero_migration,5yearly,2045,102768.495
910,constant_fertility,5yearly,2050,225662.278
910,constant_mortality,5yearly,2050,97337.274
910,high_variant,5yearly,2050,135979.848
910,instant_replacement,5yearly,2050,46375.229
910,low_variant,5yearly,2050,77416.319
910,medium_variant,5yearly,2050,104733.513
910,momentum,5yearly,2050,50335.793
