region,variant,freq,year,noofbirth
916,estimates,5yearly,1950,9989.046
916,estimates,5yearly,1955,11280.498
916,estimates,5yearly,1960,12584.862
916,estimates,5yearly,1965,14233.284
916,estimates,5yearly,1970,16414.797
916,estimates,5yearly,1975,16612.072
916,estimates,5yearly,1980,16654.51
916,estimates,5yearly,1985,17068.137
916,estimates,5yearly,1990,17535.074
916,estimates,5yearly,1995,17681.383
916,estimates,5yearly,2000,17344.632
916,estimates,5yearly,2005,16803.251
916,estimates,5yearly,2010,16810.763
916,constant_fertility,5yearly,2015,17776.052
916,constant_mortality,5yearly,2015,16524.566
916,high_variant,5yearly,2015,18385.724
916,instant_replacement,5yearly,2015,15686.754
916,low_variant,5yearly,2015,14667.624
916,medium_variant,5yearly,2015,16526.668
916,momentum,5yearly,2015,15790.094
916,no_change,5yearly,2015,17773.775
916,zero_migration,5yearly,2015,16568.666
916,constant_fertility,5yearly,2020,18451.212
916,constant_mortality,5yearly,2020,16051.842
916,high_variant,5yearly,2020,19138.074
916,instant_replacement,5yearly,2020,16182.316
916,low_variant,5yearly,2020,12981.428
916,medium_variant,5yearly,2020,16059.75
916,momentum,5yearly,2020,16417.598
916,no_change,5yearly,2020,18442.07
916,zero_migration,5yearly,2020,16175.75
916,constant_fertility,5yearly,2025,18790.216
916,constant_mortality,5yearly,2025,15437.558
916,high_variant,5yearly,2025,19364.194
916,instant_replacement,5yearly,2025,16398.721
916,low_variant,5yearly,2025,11544.739
916,medium_variant,5yearly,2025,15454.47
916,momentum,5yearly,2025,16738.493
916,no_change,5yearly,2025,18769.524
916,zero_migration,5yearly,2025,15623.234
916,constant_fertility,5yearly,2030,18997.193
916,constant_mortality,5yearly,2030,14830.633
916,high_variant,5yearly,2030,18909.579
916,instant_replacement,5yearly,2030,16364.986
916,low_variant,5yearly,2030,10866.936
916,medium_variant,5yearly,2030,14861.964
916,momentum,5yearly,2030,16776.924
916,no_change,5yearly,2030,18955.715
916,zero_migration,5yearly,2030,15062.277
916,constant_fertility,5yearly,2035,19342.707
916,constant_mortality,5yearly,2035,14279.041
916,high_variant,5yearly,2035,18790.483
916,instant_replacement,5yearly,2035,16162.561
916,low_variant,5yearly,2035,10114.232
916,medium_variant,5yearly,2035,14333.351
916,momentum,5yearly,2035,16628.368
916,no_change,5yearly,2035,19263.575
916,zero_migration,5yearly,2035,14555.837
916,constant_fertility,5yearly,2040,19893.973
916,constant_mortality,5yearly,2040,13802.45
916,high_variant,5yearly,2040,19066.803
916,instant_replacement,5yearly,2040,15959.662
916,low_variant,5yearly,2040,9285.616
916,medium_variant,5yearly,2040,13888.357
916,momentum,5yearly,2040,16478.152
916,no_change,5yearly,2040,19758.647
916,zero_migration,5yearly,2040,14134.197
916,constant_fertility,5yearly,2045,20539.309
916,constant_mortality,5yearly,2045,13340.579
916,high_variant,5yearly,2045,19538.732
916,instant_replacement,5yearly,2045,15854.15
916,low_variant,5yearly,2045,8397.957
916,medium_variant,5yearly,2045,13463.884
916,momentum,5yearly,2045,16435.619
916,no_change,5yearly,2045,20333.693
916,zero_migration,5yearly,2045,13740.824
916,constant_fertility,5yearly,2050,21167.115
916,constant_mortality,5yearly,2050,12884.726
916,high_variant,5yearly,2050,19971.778
916,instant_replacement,5yearly,2050,15842.552
916,low_variant,5yearly,2050,7563.976
916,medium_variant,5yearly,2050,13047.342
916,momentum,5yearly,2050,16494.752
916,no_change,5yearly,2050,20881.473
916,zero_migration,5yearly,2050,13360.784
916,constant_fertility,5yearly,2055,21757.295
916,constant_mortality,5yearly,2055,12403.665
916,high_variant,5yearly,2055,20162.777
916,instant_replacement,5yearly,2055,15874.008
916,low_variant,5yearly,2055,6851.423
916,medium_variant,5yearly,2055,12603.96
916,momentum,5yearly,2055,16591.071
916,no_change,5yearly,2055,21382.748
916,zero_migration,5yearly,2055,12950.274
916,constant_fertility,5yearly,2060,22361.5
916,constant_mortality,5yearly,2060,11965.605
916,high_variant,5yearly,2060,20233.725
916,instant_replacement,5yearly,2060,15862.613
916,low_variant,5yearly,2060,6306.432
916,medium_variant,5yearly,2060,12202.295
916,momentum,5yearly,2060,16631.526
916,no_change,5yearly,2060,21886.891
916,zero_migration,5yearly,2060,12573.493
916,constant_fertility,5yearly,2065,23036.028
916,constant_mortality,5yearly,2065,11552.149
916,high_variant,5yearly,2065,20332.924
916,instant_replacement,5yearly,2065,15784.176
916,low_variant,5yearly,2065,5835.942
916,medium_variant,5yearly,2065,11825.261
916,momentum,5yearly,2065,16593.094
916,no_change,5yearly,2065,22447.277
916,zero_migration,5yearly,2065,12214.722
916,constant_fertility,5yearly,2070,23792.011
916,constant_mortality,5yearly,2070,11182.152
916,high_variant,5yearly,2070,20609.683
916,instant_replacement,5yearly,2070,15684.948
916,low_variant,5yearly,2070,5386.733
916,medium_variant,5yearly,2070,11493.11
916,momentum,5yearly,2070,16531.457
916,no_change,5yearly,2070,23073.964
916,zero_migration,5yearly,2070,11899.229
916,constant_fertility,5yearly,2075,24605.506
916,constant_mortality,5yearly,2075,10841.092
916,high_variant,5yearly,2075,21026.441
916,instant_replacement,5yearly,2075,15616.832
916,low_variant,5yearly,2075,4940.662
916,medium_variant,5yearly,2075,11190.984
916,momentum,5yearly,2075,16503.901
916,no_change,5yearly,2075,23743.51
916,zero_migration,5yearly,2075,11615.191
916,constant_fertility,5yearly,2080,25453.843
916,constant_mortality,5yearly,2080,10504.163
916,high_variant,5yearly,2080,21442.04
916,instant_replacement,5yearly,2080,15594.311
916,low_variant,5yearly,2080,4511.817
916,medium_variant,5yearly,2080,10892.303
916,momentum,5yearly,2080,16523.926
916,no_change,5yearly,2080,24433.85
916,zero_migration,5yearly,2080,11334.989
916,constant_fertility,5yearly,2085,26338
916,constant_mortality,5yearly,2085,10180.584
916,high_variant,5yearly,2085,21788.119
916,instant_replacement,5yearly,2085,15594.21
916,low_variant,5yearly,2085,4134.016
916,medium_variant,5yearly,2085,10605.543
916,momentum,5yearly,2085,16563.696
916,no_change,5yearly,2085,25145.252
916,zero_migration,5yearly,2085,11065.335
916,constant_fertility,5yearly,2090,27275.553
916,constant_mortality,5yearly,2090,9862.361
916,high_variant,5yearly,2090,22051.157
916,instant_replacement,5yearly,2090,15583.326
916,low_variant,5yearly,2090,3807.911
916,medium_variant,5yearly,2090,10322.101
916,momentum,5yearly,2090,16586.343
916,no_change,5yearly,2090,25893.353
916,zero_migration,5yearly,2090,10794.774
916,constant_fertility,5yearly,2095,28281.646
916,constant_mortality,5yearly,2095,9561.448
916,high_variant,5yearly,2095,22318.657
916,instant_replacement,5yearly,2095,15547.375
916,low_variant,5yearly,2095,3524.042
916,medium_variant,5yearly,2095,10054.763
916,momentum,5yearly,2095,16576.567
916,no_change,5yearly,2095,26691.242
916,zero_migration,5yearly,2095,10536.194
