region,variant,freq,year,noofbirth
902,estimates,5yearly,1950,395533.763
902,estimates,5yearly,1955,418357.966
902,estimates,5yearly,1960,471758.03
902,estimates,5yearly,1965,513432.326
902,estimates,5yearly,1970,528590.091
902,estimates,5yearly,1975,529676.495
902,estimates,5yearly,1980,570835.586
902,estimates,5yearly,1985,621162.611
902,estimates,5yearly,1990,601008.995
902,estimates,5yearly,1995,587118.664
902,estimates,5yearly,2000,596701.233
902,estimates,5yearly,2005,616040.402
902,estimates,5yearly,2010,632512.509999999
902,constant_fertility,5yearly,2015,671086.203
902,constant_mortality,5yearly,2015,635537.659
902,high_variant,5yearly,2015,697395.772
902,instant_replacement,5yearly,2015,544218.012
902,low_variant,5yearly,2015,574574.619
902,medium_variant,5yearly,2015,636029.076
902,momentum,5yearly,2015,550901.299
902,no_change,5yearly,2015,670559.536
902,zero_migration,5yearly,2015,637291.372
902,constant_fertility,5yearly,2020,704623.445
902,constant_mortality,5yearly,2020,632132.577
902,high_variant,5yearly,2020,733923.807
902,instant_replacement,5yearly,2020,549252.215
902,low_variant,5yearly,2020,533891.842
902,medium_variant,5yearly,2020,633919.701
902,momentum,5yearly,2020,562443.521
902,no_change,5yearly,2020,702572.082
902,zero_migration,5yearly,2020,637203.371999999
902,constant_fertility,5yearly,2025,744093.9
902,constant_mortality,5yearly,2025,630118.595
902,high_variant,5yearly,2025,761471.734
902,instant_replacement,5yearly,2025,556200.433
902,low_variant,5yearly,2025,506299.506
902,medium_variant,5yearly,2025,633903.574
902,momentum,5yearly,2025,574923.476
902,no_change,5yearly,2025,739434.785
902,zero_migration,5yearly,2025,638660.356
902,constant_fertility,5yearly,2030,793407.229999999
902,constant_mortality,5yearly,2030,630302.292
902,high_variant,5yearly,2030,770444.632
902,instant_replacement,5yearly,2030,561427.633
902,low_variant,5yearly,2030,504524.12
902,medium_variant,5yearly,2030,637092.167
902,momentum,5yearly,2030,584444.971
902,no_change,5yearly,2030,784329.663
902,zero_migration,5yearly,2030,642977.045
902,constant_fertility,5yearly,2035,856004.004
902,constant_mortality,5yearly,2035,630841.989
902,high_variant,5yearly,2035,792692.663
902,instant_replacement,5yearly,2035,558511.441
902,low_variant,5yearly,2035,497390.52
902,medium_variant,5yearly,2035,642203.349000001
902,momentum,5yearly,2035,584327.564
902,no_change,5yearly,2035,839282.719
902,zero_migration,5yearly,2035,649029.359
902,constant_fertility,5yearly,2040,933005.237000001
902,constant_mortality,5yearly,2040,629232.534
902,high_variant,5yearly,2040,829038.393
902,instant_replacement,5yearly,2040,551009.838
902,low_variant,5yearly,2040,481017.088
902,medium_variant,5yearly,2040,646830.197
902,momentum,5yearly,2040,578803.694
902,no_change,5yearly,2040,904344.136
902,zero_migration,5yearly,2040,654668.979
902,constant_fertility,5yearly,2045,1023030.586
902,constant_mortality,5yearly,2045,623024.9
902,high_variant,5yearly,2045,869586.705
902,instant_replacement,5yearly,2045,545577.354
902,low_variant,5yearly,2045,457231.199
902,medium_variant,5yearly,2045,647997.365
902,momentum,5yearly,2045,575652.887
902,no_change,5yearly,2045,977768.511
902,zero_migration,5yearly,2045,656979.759
902,constant_fertility,5yearly,2050,1127737.888
902,constant_mortality,5yearly,2050,612340.858
902,high_variant,5yearly,2050,903899.61
902,instant_replacement,5yearly,2050,541763.762
902,low_variant,5yearly,2050,431779.003
902,medium_variant,5yearly,2050,645260.9
902,momentum,5yearly,2050,574559.956
902,no_change,5yearly,2050,1060713.669
902,zero_migration,5yearly,2050,655396.195
902,constant_fertility,5yearly,2055,1251224.909
902,constant_mortality,5yearly,2055,599688.723
902,high_variant,5yearly,2055,928887.156
902,instant_replacement,5yearly,2055,539527.702
902,low_variant,5yearly,2055,410041.897
902,medium_variant,5yearly,2055,640777.441
902,momentum,5yearly,2055,574986.248
902,no_change,5yearly,2055,1156157.308
902,zero_migration,5yearly,2055,651916.571
902,constant_fertility,5yearly,2060,1398423.455
902,constant_mortality,5yearly,2060,587911.22
902,high_variant,5yearly,2060,951051.604
902,instant_replacement,5yearly,2060,538776.188
902,low_variant,5yearly,2060,393165.963
902,medium_variant,5yearly,2060,637414.613
902,momentum,5yearly,2060,576365.16
902,no_change,5yearly,2060,1267162.093
902,zero_migration,5yearly,2060,649360.298
902,constant_fertility,5yearly,2065,1574063.15
902,constant_mortality,5yearly,2065,576433.085
902,high_variant,5yearly,2065,976471.232000001
902,instant_replacement,5yearly,2065,537313.51
902,low_variant,5yearly,2065,377373.047
902,medium_variant,5yearly,2065,634596.236
902,momentum,5yearly,2065,576348.92
902,no_change,5yearly,2065,1396093.151
902,zero_migration,5yearly,2065,647206.811
902,constant_fertility,5yearly,2070,1782672.221
902,constant_mortality,5yearly,2070,564198.632
902,high_variant,5yearly,2070,1007232.004
902,instant_replacement,5yearly,2070,535653.021
902,low_variant,5yearly,2070,359785.507
902,medium_variant,5yearly,2070,631130.198
902,momentum,5yearly,2070,575776.042
902,no_change,5yearly,2070,1544910.288
902,zero_migration,5yearly,2070,644345.271
902,constant_fertility,5yearly,2075,2029742.041
902,constant_mortality,5yearly,2075,550253.508
902,high_variant,5yearly,2075,1039917.205
902,instant_replacement,5yearly,2075,534297.57
902,low_variant,5yearly,2075,340046.032
902,medium_variant,5yearly,2075,625843.115
902,momentum,5yearly,2075,575611.826
902,no_change,5yearly,2075,1716200.229
902,zero_migration,5yearly,2075,639633.552
902,constant_fertility,5yearly,2080,2322468.148
902,constant_mortality,5yearly,2080,534697.306
902,high_variant,5yearly,2080,1070007.201
902,instant_replacement,5yearly,2080,533393.807
902,low_variant,5yearly,2080,319710.491
902,medium_variant,5yearly,2080,618605.364
902,momentum,5yearly,2080,576076.167
902,no_change,5yearly,2080,1913556.981
902,zero_migration,5yearly,2080,632921.604
902,constant_fertility,5yearly,2085,2670072.502
902,constant_mortality,5yearly,2085,518195.071
902,high_variant,5yearly,2085,1095549.341
902,instant_replacement,5yearly,2085,532361.372
902,low_variant,5yearly,2085,300323.548
902,medium_variant,5yearly,2085,609989.818
902,momentum,5yearly,2085,576392.685
902,no_change,5yearly,2085,2141492.626
902,zero_migration,5yearly,2085,624740.753
902,constant_fertility,5yearly,2090,3083671.662
902,constant_mortality,5yearly,2090,501714.377
902,high_variant,5yearly,2090,1118427.584
902,instant_replacement,5yearly,2090,530993.23
902,low_variant,5yearly,2090,282452.431
902,medium_variant,5yearly,2090,600890.459
902,momentum,5yearly,2090,576129.361
902,no_change,5yearly,2090,2405106.069
902,zero_migration,5yearly,2090,615969.132
902,constant_fertility,5yearly,2095,3576293.4
902,constant_mortality,5yearly,2095,485729.445
902,high_variant,5yearly,2095,1141932.234
902,instant_replacement,5yearly,2095,529702.526
902,low_variant,5yearly,2095,265743.838
902,medium_variant,5yearly,2095,591824.209
902,momentum,5yearly,2095,575650.232
902,no_change,5yearly,2095,2710047.504
902,zero_migration,5yearly,2095,607138.587
902,constant_fertility,5yearly,Regi,Less developed regions
902,constant_mortality,5yearly,Regi,Less developed regions
902,estimates,5yearly,Regi,Less developed regions
902,high_variant,5yearly,Regi,Less developed regions
902,instant_replacement,5yearly,Regi,Less developed regions
902,low_variant,5yearly,Regi,Less developed regions
902,medium_variant,5yearly,Regi,Less developed regions
902,momentum,5yearly,Regi,Less developed regions
902,no_change,5yearly,Regi,Less developed regions
902,zero_migration,5yearly,Regi,Less developed regions
