variant,country,year,gender,dependencyratio2569
estimates,466,1950,male,139.937
estimates,466,1951,male,141.087
estimates,466,1952,male,142.6
estimates,466,1953,male,143.664
estimates,466,1954,male,144.117
estimates,466,1955,male,144.154
estimates,466,1956,male,146.714
estimates,466,1957,male,148.286
estimates,466,1958,male,149.329
estimates,466,1959,male,150.214
estimates,466,1960,male,151.069
estimates,466,1961,male,153.263
estimates,466,1962,male,155.401
estimates,466,1963,male,157.339
estimates,466,1964,male,158.763
estimates,466,1965,male,159.568
estimates,466,1966,male,161.925
estimates,466,1967,male,163.472
estimates,466,1968,male,164.516
estimates,466,1969,male,165.495
estimates,466,1970,male,166.663
estimates,466,1971,male,169.508
estimates,466,1972,male,172.154
estimates,466,1973,male,174.553
estimates,466,1974,male,176.481
estimates,466,1975,male,177.825
estimates,466,1976,male,180.587
estimates,466,1977,male,182.634
estimates,466,1978,male,184.246
estimates,466,1979,male,185.761
estimates,466,1980,male,187.391
estimates,466,1981,male,190.292
estimates,466,1982,male,193.105
estimates,466,1983,male,195.887
estimates,466,1984,male,198.587
estimates,466,1985,male,201.148
estimates,466,1986,male,205.825
estimates,466,1987,male,210.716
estimates,466,1988,male,215.949
estimates,466,1989,male,221.631
estimates,466,1990,male,227.813
estimates,466,1991,male,230.756
estimates,466,1992,male,233.086
estimates,466,1993,male,234.844
estimates,466,1994,male,235.969
estimates,466,1995,male,236.453
estimates,466,1996,male,237.276
estimates,466,1997,male,237.16
estimates,466,1998,male,236.385
estimates,466,1999,male,235.271
estimates,466,2000,male,234.048
estimates,466,2001,male,233.119
estimates,466,2002,male,231.85
estimates,466,2003,male,230.356
estimates,466,2004,male,228.698
estimates,466,2005,male,226.965
estimates,466,2006,male,226.621
estimates,466,2007,male,225.983
estimates,466,2008,male,225.207
estimates,466,2009,male,224.386
estimates,466,2010,male,223.534
estimates,466,2011,male,224.323
estimates,466,2012,male,224.929
estimates,466,2013,male,225.417
estimates,466,2014,male,225.825
estimates,466,2015,male,226.147
medium_variant,466,2015,male,226.147
medium_variant,466,2016,male,225.718
medium_variant,466,2017,male,225.098
medium_variant,466,2018,male,224.308
medium_variant,466,2019,male,223.359
medium_variant,466,2020,male,222.261
medium_variant,466,2021,male,221.325
medium_variant,466,2022,male,220.168
medium_variant,466,2023,male,218.732
medium_variant,466,2024,male,216.947
medium_variant,466,2025,male,214.792
