variant,country,year,gender,dependencyratio2569
estimates,76,1950,male,171.044
estimates,76,1951,male,171.29
estimates,76,1952,male,170.935
estimates,76,1953,male,170.506
estimates,76,1954,male,170.186
estimates,76,1955,male,169.992
estimates,76,1956,male,170.929
estimates,76,1957,male,171.874
estimates,76,1958,male,172.728
estimates,76,1959,male,173.361
estimates,76,1960,male,173.73
estimates,76,1961,male,174.397
estimates,76,1962,male,174.839
estimates,76,1963,male,175.091
estimates,76,1964,male,175.203
estimates,76,1965,male,175.206
estimates,76,1966,male,176.259
estimates,76,1967,male,176.839
estimates,76,1968,male,176.974
estimates,76,1969,male,176.681
estimates,76,1970,male,175.946
estimates,76,1971,male,175.259
estimates,76,1972,male,174.196
estimates,76,1973,male,172.774
estimates,76,1974,male,171.02
estimates,76,1975,male,169.018
estimates,76,1976,male,167.606
estimates,76,1977,male,165.968
estimates,76,1978,male,164.123
estimates,76,1979,male,162.109
estimates,76,1980,male,159.965
estimates,76,1981,male,158.643
estimates,76,1982,male,157.052
estimates,76,1983,male,155.207
estimates,76,1984,male,153.057
estimates,76,1985,male,150.57
estimates,76,1986,male,148.369
estimates,76,1987,male,145.744
estimates,76,1988,male,142.897
estimates,76,1989,male,140.064
estimates,76,1990,male,137.363
estimates,76,1991,male,134.835
estimates,76,1992,male,132.506
estimates,76,1993,male,130.293
estimates,76,1994,male,128.113
estimates,76,1995,male,125.944
estimates,76,1996,male,124.124
estimates,76,1997,male,122.366
estimates,76,1998,male,120.566
estimates,76,1999,male,118.594
estimates,76,2000,male,116.381
estimates,76,2001,male,114.276
estimates,76,2002,male,111.861
estimates,76,2003,male,109.258
estimates,76,2004,male,106.602
estimates,76,2005,male,103.959
estimates,76,2006,male,101.271
estimates,76,2007,male,98.625
estimates,76,2008,male,96.035
estimates,76,2009,male,93.521
estimates,76,2010,male,91.12
estimates,76,2011,male,88.955
estimates,76,2012,male,86.947
estimates,76,2013,male,85.074
estimates,76,2014,male,83.303
estimates,76,2015,male,81.617
medium_variant,76,2015,male,81.617
