variant,region,year,oldagedependencyratio1564
estimates,916,1950,6.316
estimates,916,1951,6.302
estimates,916,1952,6.285
estimates,916,1953,6.262
estimates,916,1954,6.229
estimates,916,1955,6.182
estimates,916,1956,6.249
estimates,916,1957,6.298
estimates,916,1958,6.339
estimates,916,1959,6.38
estimates,916,1960,6.425
estimates,916,1961,6.529
estimates,916,1962,6.629
estimates,916,1963,6.721
estimates,916,1964,6.801
estimates,916,1965,6.868
estimates,916,1966,6.956
estimates,916,1967,7.027
estimates,916,1968,7.078
estimates,916,1969,7.109
estimates,916,1970,7.12
estimates,916,1971,7.145
estimates,916,1972,7.148
estimates,916,1973,7.14
estimates,916,1974,7.131
estimates,916,1975,7.127
estimates,916,1976,7.16
estimates,916,1977,7.197
estimates,916,1978,7.227
estimates,916,1979,7.239
estimates,916,1980,7.228
estimates,916,1981,7.225
estimates,916,1982,7.204
estimates,916,1983,7.179
estimates,916,1984,7.163
estimates,916,1985,7.167
estimates,916,1986,7.191
estimates,916,1987,7.227
estimates,916,1988,7.273
estimates,916,1989,7.325
estimates,916,1990,7.384
estimates,916,1991,7.447
estimates,916,1992,7.513
estimates,916,1993,7.583
estimates,916,1994,7.657
estimates,916,1995,7.734
estimates,916,1996,7.829
estimates,916,1997,7.927
estimates,916,1998,8.023
estimates,916,1999,8.111
estimates,916,2000,8.189
estimates,916,2001,8.263
estimates,916,2002,8.329
estimates,916,2003,8.395
estimates,916,2004,8.472
estimates,916,2005,8.564
estimates,916,2006,8.655
estimates,916,2007,8.763
estimates,916,2008,8.879
estimates,916,2009,8.994
estimates,916,2010,9.106
estimates,916,2011,9.205
estimates,916,2012,9.301
estimates,916,2013,9.409
estimates,916,2014,9.552
estimates,916,2015,9.738
medium_variant,916,2015,9.738
medium_variant,916,2016,9.951
medium_variant,916,2017,10.203
medium_variant,916,2018,10.485
medium_variant,916,2019,10.784
medium_variant,916,2020,11.094
medium_variant,916,2021,11.397
medium_variant,916,2022,11.714
medium_variant,916,2023,12.047
medium_variant,916,2024,12.397
