variant,region,year,oldagedependencyratio1564
estimates,920,1950,6.548
estimates,920,1951,6.58
estimates,920,1952,6.59
estimates,920,1953,6.579
estimates,920,1954,6.55
estimates,920,1955,6.508
estimates,920,1956,6.547
estimates,920,1957,6.567
estimates,920,1958,6.572
estimates,920,1959,6.563
estimates,920,1960,6.544
estimates,920,1961,6.604
estimates,920,1962,6.647
estimates,920,1963,6.675
estimates,920,1964,6.691
estimates,920,1965,6.697
estimates,920,1966,6.771
estimates,920,1967,6.825
estimates,920,1968,6.862
estimates,920,1969,6.884
estimates,920,1970,6.893
estimates,920,1971,6.92
estimates,920,1972,6.923
estimates,920,1973,6.907
estimates,920,1974,6.877
estimates,920,1975,6.837
estimates,920,1976,6.894
estimates,920,1977,6.936
estimates,920,1978,6.961
estimates,920,1979,6.965
estimates,920,1980,6.95
estimates,920,1981,6.96
estimates,920,1982,6.951
estimates,920,1983,6.929
estimates,920,1984,6.902
estimates,920,1985,6.876
estimates,920,1986,6.89
estimates,920,1987,6.898
estimates,920,1988,6.906
estimates,920,1989,6.918
estimates,920,1990,6.938
estimates,920,1991,7.006
estimates,920,1992,7.072
estimates,920,1993,7.138
estimates,920,1994,7.205
estimates,920,1995,7.273
estimates,920,1996,7.376
estimates,920,1997,7.475
estimates,920,1998,7.569
estimates,920,1999,7.658
estimates,920,2000,7.743
estimates,920,2001,7.827
estimates,920,2002,7.892
estimates,920,2003,7.935
estimates,920,2004,7.955
estimates,920,2005,7.959
estimates,920,2006,8.037
estimates,920,2007,8.102
estimates,920,2008,8.154
estimates,920,2009,8.197
estimates,920,2010,8.24
estimates,920,2011,8.319
estimates,920,2012,8.405
estimates,920,2013,8.508
estimates,920,2014,8.639
estimates,920,2015,8.805
medium_variant,920,2015,8.805
medium_variant,920,2016,9.036
medium_variant,920,2017,9.292
medium_variant,920,2018,9.575
medium_variant,920,2019,9.886
medium_variant,920,2020,10.228
medium_variant,920,2021,10.623
medium_variant,920,2022,11.039
medium_variant,920,2023,11.473
medium_variant,920,2024,11.916
medium_variant,920,2025,12.363
medium_variant,920,2026,12.827
medium_variant,920,2027,13.287
medium_variant,920,2028,13.746
medium_variant,920,2029,14.211
medium_variant,920,2030,14.687
medium_variant,920,2031,15.175
medium_variant,920,2032,15.663
medium_variant,920,2033,16.152
medium_variant,920,2034,16.641
medium_variant,920,2035,17.134
medium_variant,920,2036,17.623
medium_variant,920,2037,18.107
medium_variant,920,2038,18.584
medium_variant,920,2039,19.053
medium_variant,920,2040,19.515
medium_variant,920,2041,19.964
medium_variant,920,2042,20.39
medium_variant,920,2043,20.809
medium_variant,920,2044,21.242
medium_variant,920,2045,21.7
medium_variant,920,2046,22.184
medium_variant,920,2047,22.683
medium_variant,920,2048,23.181
medium_variant,920,2049,23.653
medium_variant,920,2050,24.083
medium_variant,920,2051,24.492
medium_variant,920,2052,24.853
medium_variant,920,2053,25.189
medium_variant,920,2054,25.529
medium_variant,920,2055,25.89
medium_variant,920,2056,26.292
medium_variant,920,2057,26.704
medium_variant,920,2058,27.118
medium_variant,920,2059,27.519
medium_variant,920,2060,27.899
medium_variant,920,2061,28.285
medium_variant,920,2062,28.644
medium_variant,920,2063,28.982
medium_variant,920,2064,29.308
medium_variant,920,2065,29.626
medium_variant,920,2066,29.96
medium_variant,920,2067,30.282
medium_variant,920,2068,30.592
medium_variant,920,2069,30.883
medium_variant,920,2070,31.157
medium_variant,920,2071,31.435
medium_variant,920,2072,31.689
medium_variant,920,2073,31.941
medium_variant,920,2074,32.216
medium_variant,920,2075,32.526
medium_variant,920,2076,32.88
medium_variant,920,2077,33.266
medium_variant,920,2078,33.671
medium_variant,920,2079,34.069
medium_variant,920,2080,34.446
medium_variant,920,2081,34.817
medium_variant,920,2082,35.169
medium_variant,920,2083,35.506
medium_variant,920,2084,35.836
medium_variant,920,2085,36.157
medium_variant,920,2086,36.471
medium_variant,920,2087,36.779
medium_variant,920,2088,37.076
medium_variant,920,2089,37.362
medium_variant,920,2090,37.64
medium_variant,920,2091,37.918
medium_variant,920,2092,38.189
medium_variant,920,2093,38.461
medium_variant,920,2094,38.738
medium_variant,920,2095,39.019
medium_variant,920,2096,39.288
medium_variant,920,2097,39.568
medium_variant,920,2098,39.857
medium_variant,920,2099,40.149
medium_variant,920,2100,40.445
high_variant,920,2015,8.80505678429214
low_variant,920,2015,8.80505678429214
constant_fertility,920,2015,8.80505678429214
instant_replacement,920,2015,8.80505678429214
zero_migration,920,2015,8.80505678429214
constant_mortality,920,2015,8.80505678429214
no_change,920,2015,8.80505678429214
high_variant,920,2020,10.2284478534279
low_variant,920,2020,10.2284478534279
constant_fertility,920,2020,10.2284478534279
instant_replacement,920,2020,10.2284478534279
zero_migration,920,2020,10.2064388316639
constant_mortality,920,2020,10.1495636357893
no_change,920,2020,10.1495636357893
high_variant,920,2025,12.3625138029392
low_variant,920,2025,12.3625138029392
constant_fertility,920,2025,12.3625138029392
instant_replacement,920,2025,12.3625138029392
zero_migration,920,2025,12.3119248430845
constant_mortality,920,2025,12.1237596836801
no_change,920,2025,12.1237596836801
high_variant,920,2030,14.6867885821776
low_variant,920,2030,14.6867885821776
constant_fertility,920,2030,14.6867885821776
instant_replacement,920,2030,14.6867885821776
zero_migration,920,2030,14.5999479629646
constant_mortality,920,2030,14.1822016804265
no_change,920,2030,14.1822016804265
high_variant,920,2035,16.9245812573453
low_variant,920,2035,17.351515881005
constant_fertility,920,2035,17.0350549110619
instant_replacement,920,2035,17.2291615143654
zero_migration,920,2035,16.9938180844426
constant_mortality,920,2035,16.2413491885553
no_change,920,2035,16.1477225189874
high_variant,920,2040,18.910485794902
low_variant,920,2040,20.1643937991089
constant_fertility,920,2040,19.2001631222682
instant_replacement,920,2040,19.6623010597958
zero_migration,920,2040,19.2961609427071
constant_mortality,920,2040,18.114383449058
no_change,920,2040,17.8213684520291
high_variant,920,2045,20.5429874061081
low_variant,920,2045,23.0031870316192
constant_fertility,920,2045,21.047939631873
instant_replacement,920,2045,21.8474251923238
zero_migration,920,2045,21.3868939244782
constant_mortality,920,2045,19.686285100849
no_change,920,2045,19.0921346250122
high_variant,920,2050,22.2644584665415
low_variant,920,2050,26.2323382657754
constant_fertility,920,2050,22.9441641478244
instant_replacement,920,2050,24.1802544235401
zero_migration,920,2050,23.656452305582
constant_mortality,920,2050,21.3310633520772
no_change,920,2050,20.3164961629218
high_variant,920,2055,23.3300026007828
low_variant,920,2055,29.0528948247527
constant_fertility,920,2055,24.1333801653634
instant_replacement,920,2055,25.8972241470222
zero_migration,920,2055,25.3545356119771
constant_mortality,920,2055,22.353431502442
no_change,920,2055,20.8261478282901
high_variant,920,2060,24.4016225996195
low_variant,920,2060,32.4152804378951
constant_fertility,920,2060,25.3217922511733
instant_replacement,920,2060,27.7723374392645
zero_migration,920,2060,27.2888398609915
constant_mortality,920,2060,23.4767263352114
no_change,920,2060,21.2902019422739
high_variant,920,2065,25.0276713042523
low_variant,920,2065,35.8554220798549
constant_fertility,920,2065,26.0496456299091
instant_replacement,920,2065,29.2975475120378
zero_migration,920,2065,29.0055955432381
constant_mortality,920,2065,24.2680560659906
no_change,920,2065,21.3122387175926
high_variant,920,2070,25.3073869407419
low_variant,920,2070,39.547411209469
constant_fertility,920,2070,26.4000717741581
instant_replacement,920,2070,30.5437436098194
zero_migration,920,2070,30.547726363556
constant_mortality,920,2070,24.8368604800741
no_change,920,2070,21.0100221380724
high_variant,920,2075,25.3219526284381
low_variant,920,2075,43.5923399582373
constant_fertility,920,2075,26.4218162435265
instant_replacement,920,2075,31.5343455148068
zero_migration,920,2075,31.918991172597
constant_mortality,920,2075,25.2425052394302
no_change,920,2075,20.4633181495643
high_variant,920,2080,25.6201990084335
low_variant,920,2080,49.1712047501963
constant_fertility,920,2080,26.6691997819877
instant_replacement,920,2080,32.9480921588008
zero_migration,920,2080,33.7885124980075
constant_mortality,920,2080,26.1008044474483
no_change,920,2080,20.1639979307421
high_variant,920,2085,26.6225921977077
low_variant,920,2085,52.7937898329813
constant_fertility,920,2085,27.0264651446697
instant_replacement,920,2085,33.5098951388683
zero_migration,920,2085,35.4560485904415
constant_mortality,920,2085,26.7176179709819
no_change,920,2085,19.975436987587
high_variant,920,2090,27.8711087973792
low_variant,920,2090,54.994216287377
constant_fertility,920,2090,27.3947043100979
instant_replacement,920,2090,34.1906027339203
zero_migration,920,2090,36.9326883720971
constant_mortality,920,2090,27.0806737135231
no_change,920,2090,19.7857405501916
high_variant,920,2095,29.1740791304118
low_variant,920,2095,56.3533567130182
constant_fertility,920,2095,27.7580657469346
instant_replacement,920,2095,35.0343150015828
zero_migration,920,2095,38.3272555904625
constant_mortality,920,2095,27.2748930181958
no_change,920,2095,19.5428044169573
high_variant,920,2100,30.2160175538418
low_variant,920,2100,58.3012914980715
constant_fertility,920,2100,28.145721924791
instant_replacement,920,2100,36.0960427022871
zero_migration,920,2100,39.7669991907635
constant_mortality,920,2100,27.4264896014442
no_change,920,2100,19.2646377880945
